Episode,Scenario,Condition,CM_LateralDeviation_m,Observed_LateralDeviation_m,RelativeDegradation_percent
335,A,RM,0.474,0.6003,26.65
335,A,RA,0.4796,0.6689,39.46
336,A,RM,0.4719,0.6058,28.39
336,A,RA,0.4863,0.6949,42.9
337,A,RM,0.4726,0.6083,28.72
337,A,RA,0.4744,0.6674,40.68
338,A,RM,0.4797,0.6042,25.96
338,A,RA,0.4812,0.6585,36.86
339,A,RM,0.4782,0.6072,26.98
339,A,RA,0.4816,0.6735,39.83
340,A,RM,0.4784,0.6078,27.05
340,A,RA,0.4857,0.6909,42.26
341,A,RM,0.4716,0.6167,30.77
341,A,RA,0.4912,0.7009,42.69
342,A,RM,0.4873,0.5887,20.81
342,A,RA,0.4888,0.6541,33.82
343,A,RM,0.4738,0.6476,36.69
343,A,RA,0.464,0.7068,52.34
344,A,RM,0.4841,0.5944,22.78
344,A,RA,0.4661,0.6688,43.5
345,A,RM,0.474,0.5868,23.79
345,A,RA,0.4761,0.6759,41.97
346,A,RM,0.4729,0.5947,25.77
346,A,RA,0.4795,0.6754,40.86
347,A,RM,0.4896,0.5971,21.97
347,A,RA,0.4777,0.6749,41.27
348,A,RM,0.4663,0.6044,29.62
348,A,RA,0.493,0.7018,42.36
349,A,RM,0.4745,0.599,26.26
349,A,RA,0.4693,0.6708,42.94
350,A,RM,0.4821,0.5841,21.17
350,A,RA,0.4826,0.6729,39.44
351,A,RM,0.4922,0.6157,25.11
351,A,RA,0.4746,0.6781,42.88
352,A,RM,0.4764,0.626,31.41
352,A,RA,0.4737,0.6585,39.01
353,A,RM,0.4827,0.6147,27.33
353,A,RA,0.4567,0.6802,48.93
354,A,RM,0.4871,0.6021,23.61
354,A,RA,0.4783,0.6818,42.55
355,A,RM,0.4709,0.6228,32.25
355,A,RA,0.4736,0.6557,38.45
356,A,RM,0.4767,0.5995,25.78
356,A,RA,0.4648,0.667,43.49
357,A,RM,0.4763,0.6039,26.8
357,A,RA,0.468,0.7175,53.3
358,A,RM,0.4948,0.589,19.05
358,A,RA,0.4821,0.6854,42.16
359,A,RM,0.4781,0.6006,25.62
359,A,RA,0.4673,0.6865,46.89
360,A,RM,0.4766,0.6062,27.2
360,A,RA,0.4758,0.695,46.08
361,A,RM,0.4775,0.6387,33.74
361,A,RA,0.4658,0.6932,48.81
362,A,RM,0.4666,0.5915,26.77
362,A,RA,0.4625,0.6445,39.35
363,A,RM,0.4716,0.5918,25.47
363,A,RA,0.4849,0.6674,37.62
364,A,RM,0.4729,0.6065,28.25
364,A,RA,0.4711,0.6536,38.74
365,A,RM,0.477,0.6102,27.94
365,A,RA,0.4735,0.6958,46.95
366,A,RM,0.4832,0.5859,21.27
366,A,RA,0.4998,0.6431,28.66
367,A,RM,0.4886,0.5911,20.98
367,A,RA,0.4836,0.6516,34.74
368,A,RM,0.4799,0.6131,27.75
368,A,RA,0.4677,0.7075,51.25
369,A,RM,0.4818,0.6306,30.88
369,A,RA,0.4882,0.6671,36.63
370,A,RM,0.4842,0.6089,25.75
370,A,RA,0.4785,0.6366,33.02
371,A,RM,0.4882,0.6351,30.09
371,A,RA,0.4814,0.6806,41.38
372,A,RM,0.4919,0.5862,19.17
372,A,RA,0.4753,0.6902,45.23
373,A,RM,0.4657,0.5521,18.55
373,A,RA,0.4789,0.6763,41.22
374,A,RM,0.4869,0.6067,24.62
374,A,RA,0.4723,0.6884,45.76
375,A,RM,0.4808,0.6055,25.93
375,A,RA,0.4738,0.6939,46.46
376,A,RM,0.4844,0.6172,27.42
376,A,RA,0.485,0.6877,41.79
377,A,RM,0.4849,0.625,28.9
377,A,RA,0.4742,0.6875,44.98
378,A,RM,0.4766,0.6018,26.28
378,A,RA,0.4793,0.6735,40.52
379,A,RM,0.4873,0.6354,30.38
379,A,RA,0.4896,0.6805,38.97
380,A,RM,0.4787,0.5894,23.12
380,A,RA,0.4811,0.6538,35.9
381,A,RM,0.4768,0.5966,25.14
381,A,RA,0.4894,0.6766,38.24
382,A,RM,0.4877,0.6175,26.62
382,A,RA,0.4756,0.6678,40.4
383,A,RM,0.4834,0.6199,28.24
383,A,RA,0.4755,0.6952,46.19
384,A,RM,0.4827,0.5715,18.39
384,A,RA,0.4896,0.6791,38.7
385,A,RM,0.4663,0.6311,35.34
385,A,RA,0.4826,0.6758,40.04
386,A,RM,0.4855,0.5956,22.7
386,A,RA,0.4734,0.6615,39.73
387,A,RM,0.47,0.5827,23.98
387,A,RA,0.4737,0.7013,48.05
388,A,RM,0.4817,0.5979,24.13
388,A,RA,0.4797,0.6431,34.06
389,A,RM,0.4694,0.6028,28.43
389,A,RA,0.4856,0.6761,39.23
390,A,RM,0.4822,0.5985,24.12
390,A,RA,0.4791,0.6807,42.08
391,A,RM,0.4904,0.6043,23.22
391,A,RA,0.4696,0.6906,47.06
392,A,RM,0.4961,0.5925,19.43
392,A,RA,0.4808,0.695,44.54
393,A,RM,0.4767,0.6091,27.78
393,A,RA,0.4634,0.7027,51.65
394,A,RM,0.476,0.6237,31.05
394,A,RA,0.4866,0.6946,42.74
395,A,RM,0.477,0.5696,19.4
395,A,RA,0.4844,0.6698,38.28
396,A,RM,0.49,0.5975,21.93
396,A,RA,0.4798,0.6916,44.16
397,A,RM,0.4767,0.5964,25.12
397,A,RA,0.4743,0.6935,46.22
398,A,RM,0.4942,0.5849,18.35
398,A,RA,0.4803,0.6673,38.93
399,A,RM,0.479,0.5709,19.18
399,A,RA,0.4874,0.6757,38.62
400,A,RM,0.4934,0.5764,16.83
400,A,RA,0.4861,0.6482,33.34
401,A,RM,0.4783,0.6264,30.98
401,A,RA,0.4824,0.6601,36.84
402,A,RM,0.4893,0.6118,25.05
402,A,RA,0.4852,0.6805,40.24
403,A,RM,0.4817,0.6429,33.47
403,A,RA,0.4822,0.6859,42.24
404,A,RM,0.472,0.6073,28.67
404,A,RA,0.4757,0.6608,38.91
405,A,RM,0.4605,0.5954,29.3
405,A,RA,0.4844,0.6744,39.21
406,A,RM,0.4738,0.573,20.94
406,A,RA,0.4783,0.6938,45.07
407,A,RM,0.4809,0.6185,28.62
407,A,RA,0.4903,0.6849,39.69
408,A,RM,0.4845,0.6359,31.25
408,A,RA,0.4847,0.6737,39.0
409,A,RM,0.4886,0.6007,22.95
409,A,RA,0.4893,0.6953,42.1
410,A,RM,0.4812,0.6079,26.33
410,A,RA,0.4761,0.6527,37.1
411,A,RM,0.4772,0.5897,23.58
411,A,RA,0.4761,0.6483,36.17
412,A,RM,0.4814,0.6392,32.79
412,A,RA,0.477,0.686,43.81
413,A,RM,0.4793,0.6219,29.76
413,A,RA,0.4818,0.6958,44.4
414,A,RM,0.4786,0.5888,23.03
414,A,RA,0.4724,0.7038,49.0
415,A,RM,0.4683,0.6295,34.43
415,A,RA,0.4888,0.6452,31.98
416,A,RM,0.4592,0.599,30.46
416,A,RA,0.4749,0.6502,36.93
417,A,RM,0.4841,0.6294,30.0
417,A,RA,0.4886,0.6446,31.93
418,A,RM,0.4747,0.606,27.66
418,A,RA,0.4695,0.6618,40.95
419,A,RM,0.4816,0.5924,23.01
419,A,RA,0.4746,0.6857,44.48
420,A,RM,0.474,0.618,30.38
420,A,RA,0.4868,0.6842,40.54
421,A,RM,0.4688,0.6044,28.92
421,A,RA,0.4759,0.705,48.14
422,A,RM,0.491,0.6203,26.33
422,A,RA,0.4785,0.6561,37.12
423,A,RM,0.487,0.5943,22.03
423,A,RA,0.4875,0.6694,37.3
424,A,RM,0.4636,0.6287,35.61
424,A,RA,0.4804,0.6876,43.14
425,A,RM,0.4809,0.6261,30.21
425,A,RA,0.4696,0.6631,41.22
426,A,RM,0.4736,0.5732,21.03
426,A,RA,0.473,0.6891,45.68
427,A,RM,0.4864,0.5923,21.79
427,A,RA,0.4862,0.6792,39.68
428,A,RM,0.4821,0.607,25.92
428,A,RA,0.4803,0.6756,40.68
429,A,RM,0.4871,0.6363,30.65
429,A,RA,0.4895,0.6679,36.43
430,A,RM,0.4843,0.6067,25.29
430,A,RA,0.4742,0.6351,33.93
431,A,RM,0.4693,0.5629,19.94
431,A,RA,0.4781,0.6777,41.73
432,A,RM,0.482,0.6068,25.89
432,A,RA,0.5007,0.7063,41.08
433,A,RM,0.4944,0.5852,18.36
433,A,RA,0.4911,0.6284,27.96
434,A,RM,0.4727,0.6217,31.51
434,A,RA,0.4721,0.6574,39.25
435,A,RM,0.4789,0.6294,31.44
435,A,RA,0.4682,0.6889,47.15
436,A,RM,0.4769,0.6264,31.36
436,A,RA,0.5019,0.684,36.29
437,A,RM,0.4844,0.6402,32.16
437,A,RA,0.4826,0.6609,36.95
438,A,RM,0.4895,0.596,21.76
438,A,RA,0.4752,0.6635,39.62
439,A,RM,0.4885,0.6137,25.63
439,A,RA,0.493,0.6702,35.94
440,A,RM,0.4735,0.5983,26.35
440,A,RA,0.4806,0.6817,41.85
441,A,RM,0.4794,0.6077,26.75
441,A,RA,0.4658,0.6739,44.68
442,A,RM,0.4685,0.6121,30.65
442,A,RA,0.4753,0.6828,43.64
443,A,RM,0.4856,0.6005,23.67
443,A,RA,0.4716,0.6783,43.81
444,A,RM,0.4714,0.6154,30.54
444,A,RA,0.4736,0.6787,43.32
445,A,RM,0.4807,0.6349,32.08
445,A,RA,0.485,0.6587,35.82
446,A,RM,0.4842,0.6304,30.2
446,A,RA,0.4835,0.6525,34.96
447,A,RM,0.4809,0.5815,20.91
447,A,RA,0.4715,0.6376,35.23
448,A,RM,0.4882,0.6152,26.03
448,A,RA,0.4573,0.6837,49.53
449,A,RM,0.4712,0.5562,18.03
449,A,RA,0.471,0.684,45.23
450,A,RM,0.4739,0.6054,27.77
450,A,RA,0.4896,0.6704,36.94
451,A,RM,0.4674,0.6183,32.3
451,A,RA,0.4814,0.6596,37.01
452,A,RM,0.4765,0.6043,26.84
452,A,RA,0.4682,0.6804,45.32
453,A,RM,0.4797,0.585,21.96
453,A,RA,0.481,0.6547,36.11
454,A,RM,0.4795,0.6173,28.72
454,A,RA,0.4732,0.6938,46.62
455,A,RM,0.4795,0.5845,21.88
455,A,RA,0.4852,0.6753,39.18
456,A,RM,0.4904,0.6017,22.71
456,A,RA,0.4852,0.6739,38.88
457,A,RM,0.4885,0.6207,27.07
457,A,RA,0.4895,0.6946,41.91
458,A,RM,0.4803,0.5534,15.22
458,A,RA,0.4827,0.6613,37.0
459,A,RM,0.4791,0.5884,22.83
459,A,RA,0.4909,0.6715,36.77
460,A,RM,0.4601,0.6117,32.93
460,A,RA,0.4862,0.6722,38.25
461,A,RM,0.4775,0.5876,23.04
461,A,RA,0.4675,0.6915,47.92
462,A,RM,0.4846,0.6083,25.53
462,A,RA,0.4925,0.6672,35.46
463,A,RM,0.4867,0.6393,31.36
463,A,RA,0.4788,0.7023,46.66
464,A,RM,0.4705,0.5825,23.81
464,A,RA,0.4818,0.6871,42.59
465,A,RM,0.4723,0.628,32.96
465,A,RA,0.4801,0.6595,37.38
466,A,RM,0.4723,0.5908,25.08
466,A,RA,0.4881,0.6515,33.5
467,A,RM,0.4869,0.6073,24.74
467,A,RA,0.4823,0.6514,35.05
468,A,RM,0.4932,0.6032,22.29
468,A,RA,0.478,0.6915,44.68
469,A,RM,0.5016,0.5905,17.71
469,A,RA,0.4881,0.6404,31.21
470,A,RM,0.4866,0.599,23.1
470,A,RA,0.4902,0.6718,37.06
471,A,RM,0.4866,0.6178,26.97
471,A,RA,0.4889,0.7053,44.25
472,A,RM,0.4775,0.6036,26.42
472,A,RA,0.4782,0.6466,35.2
473,A,RM,0.4681,0.6165,31.7
473,A,RA,0.4699,0.6783,44.34
474,A,RM,0.4697,0.6243,32.91
474,A,RA,0.4788,0.6914,44.41
475,A,RM,0.4711,0.6122,29.94
475,A,RA,0.4891,0.6353,29.87
476,A,RM,0.4833,0.5974,23.61
476,A,RA,0.4899,0.68,38.8
477,A,RM,0.4867,0.5986,22.99
477,A,RA,0.4781,0.6484,35.62
478,A,RM,0.4733,0.6314,33.4
478,A,RA,0.4961,0.6818,37.45
479,A,RM,0.4875,0.6132,25.78
479,A,RA,0.4683,0.646,37.94
480,A,RM,0.4844,0.6017,24.22
480,A,RA,0.4775,0.6938,45.3
481,A,RM,0.4834,0.6061,25.38
481,A,RA,0.4853,0.6245,28.68
482,A,RM,0.4852,0.6012,23.91
482,A,RA,0.475,0.7021,47.82
483,A,RM,0.4732,0.6541,38.24
483,A,RA,0.4611,0.6991,51.63
484,A,RM,0.4909,0.5659,15.3
484,A,RA,0.4941,0.644,30.34
485,A,RM,0.471,0.5967,26.68
485,A,RA,0.4742,0.664,40.02
486,A,RM,0.4711,0.6064,28.71
486,A,RA,0.4804,0.6943,44.53
487,A,RM,0.4801,0.5946,23.85
487,A,RA,0.4866,0.6615,35.95
488,A,RM,0.4764,0.6373,33.78
488,A,RA,0.4657,0.6897,48.1
489,A,RM,0.4758,0.5921,24.44
489,A,RA,0.4779,0.6625,38.64
490,A,RM,0.4875,0.6139,25.93
490,A,RA,0.482,0.6859,42.3
491,A,RM,0.4969,0.6404,28.87
491,A,RA,0.4922,0.6866,39.5
492,A,RM,0.4733,0.5881,24.25
492,A,RA,0.4651,0.6862,47.55
493,A,RM,0.4821,0.6185,28.28
493,A,RA,0.4844,0.6695,38.22
494,A,RM,0.4822,0.6281,30.25
494,A,RA,0.4765,0.6554,37.54
495,A,RM,0.4693,0.6041,28.71
495,A,RA,0.4724,0.6944,46.98
496,A,RM,0.4779,0.6123,28.11
496,A,RA,0.487,0.6932,42.35
497,A,RM,0.4837,0.5797,19.86
497,A,RA,0.4829,0.6732,39.42
498,A,RM,0.4835,0.6472,33.85
498,A,RA,0.4851,0.6303,29.92
499,A,RM,0.4635,0.5914,27.58
499,A,RA,0.4831,0.6839,41.56
500,A,RM,0.4765,0.6459,35.55
500,A,RA,0.4898,0.6836,39.59
1,B,RM,0.6654,0.819,23.09
1,B,RA,0.6682,0.8859,32.58
2,B,RM,0.6641,0.8589,29.33
2,B,RA,0.6671,0.8892,33.29
3,B,RM,0.6595,0.806,22.22
3,B,RA,0.6651,0.8857,33.17
4,B,RM,0.6677,0.8208,22.92
4,B,RA,0.6644,0.8878,33.63
5,B,RM,0.6676,0.8326,24.72
5,B,RA,0.6622,0.8937,34.97
6,B,RM,0.6662,0.8104,21.65
6,B,RA,0.6465,0.893,38.12
7,B,RM,0.654,0.8134,24.37
7,B,RA,0.6535,0.9093,39.14
8,B,RM,0.6668,0.8307,24.59
8,B,RA,0.6541,0.8716,33.25
9,B,RM,0.6558,0.8188,24.85
9,B,RA,0.6494,0.8715,34.19
10,B,RM,0.661,0.79,19.51
10,B,RA,0.6754,0.8982,32.99
11,B,RM,0.6706,0.8173,21.87
11,B,RA,0.6539,0.9088,38.98
12,B,RM,0.6648,0.8235,23.88
12,B,RA,0.6523,0.9055,38.83
13,B,RM,0.664,0.8242,24.13
13,B,RA,0.6765,0.8988,32.86
14,B,RM,0.6711,0.8271,23.24
14,B,RA,0.6624,0.921,39.03
15,B,RM,0.6577,0.8181,24.39
15,B,RA,0.6678,0.878,31.48
16,B,RM,0.6586,0.8085,22.76
16,B,RA,0.6606,0.8766,32.7
17,B,RM,0.6631,0.8014,20.85
17,B,RA,0.6586,0.8879,34.82
18,B,RM,0.6643,0.7983,20.18
18,B,RA,0.6664,0.8813,32.25
19,B,RM,0.6563,0.8301,26.48
19,B,RA,0.6574,0.8647,31.53
20,B,RM,0.6648,0.8549,28.61
20,B,RA,0.6668,0.8892,33.35
21,B,RM,0.6753,0.8208,21.56
21,B,RA,0.6571,0.9007,37.06
22,B,RM,0.6703,0.8315,24.04
22,B,RA,0.672,0.8833,31.45
23,B,RM,0.659,0.7901,19.89
23,B,RA,0.6703,0.8871,32.34
24,B,RM,0.6581,0.8364,27.08
24,B,RA,0.6595,0.8978,36.12
25,B,RM,0.6507,0.839,28.94
25,B,RA,0.6772,0.8833,30.43
26,B,RM,0.6708,0.8339,24.32
26,B,RA,0.6535,0.8988,37.55
27,B,RM,0.6663,0.8066,21.05
27,B,RA,0.6614,0.8953,35.36
28,B,RM,0.6657,0.8017,20.42
28,B,RA,0.654,0.887,35.62
29,B,RM,0.6637,0.7879,18.71
29,B,RA,0.6701,0.8644,29.01
30,B,RM,0.6548,0.827,26.29
30,B,RA,0.6616,0.8911,34.69
31,B,RM,0.6658,0.8329,25.09
31,B,RA,0.6493,0.9032,39.12
32,B,RM,0.6748,0.8287,22.81
32,B,RA,0.6635,0.8937,34.71
33,B,RM,0.6719,0.8147,21.26
33,B,RA,0.654,0.8883,35.83
34,B,RM,0.6653,0.8332,25.24
34,B,RA,0.6738,0.8871,31.65
35,B,RM,0.6531,0.8089,23.85
35,B,RA,0.6601,0.8677,31.45
36,B,RM,0.6478,0.7972,23.05
36,B,RA,0.6746,0.8687,28.78
37,B,RM,0.67,0.811,21.04
37,B,RA,0.6516,0.8952,37.39
38,B,RM,0.6595,0.8406,27.47
38,B,RA,0.675,0.898,33.04
39,B,RM,0.6713,0.8561,27.51
39,B,RA,0.6692,0.8905,33.07
40,B,RM,0.6514,0.8413,29.15
40,B,RA,0.6643,0.8888,33.79
41,B,RM,0.6548,0.8194,25.13
41,B,RA,0.6472,0.8867,37.01
42,B,RM,0.6704,0.8073,20.42
42,B,RA,0.666,0.8801,32.14
43,B,RM,0.6692,0.7965,19.02
43,B,RA,0.6658,0.8657,30.02
44,B,RM,0.6664,0.8094,21.45
44,B,RA,0.6601,0.8753,32.61
45,B,RM,0.6662,0.8229,23.53
45,B,RA,0.6623,0.8871,33.94
46,B,RM,0.6679,0.8387,25.58
46,B,RA,0.6652,0.8567,28.79
47,B,RM,0.6741,0.7827,16.1
47,B,RA,0.6536,0.8956,37.01
48,B,RM,0.6737,0.8078,19.92
48,B,RA,0.6718,0.8998,33.94
49,B,RM,0.6726,0.8125,20.81
49,B,RA,0.6477,0.87,34.33
50,B,RM,0.6597,0.8218,24.57
50,B,RA,0.6631,0.9064,36.69
51,B,RM,0.6567,0.8281,26.1
51,B,RA,0.6606,0.9063,37.2
52,B,RM,0.6572,0.8024,22.11
52,B,RA,0.6661,0.8786,31.91
53,B,RM,0.6711,0.8128,21.11
53,B,RA,0.665,0.8847,33.03
54,B,RM,0.6658,0.8271,24.22
54,B,RA,0.6563,0.839,27.85
55,B,RM,0.6614,0.8214,24.2
55,B,RA,0.6572,0.9184,39.75
56,B,RM,0.662,0.8254,24.69
56,B,RA,0.6664,0.9199,38.05
57,B,RM,0.6614,0.8158,23.34
57,B,RA,0.6583,0.9039,37.3
58,B,RM,0.6519,0.8066,23.73
58,B,RA,0.6559,0.8807,34.27
59,B,RM,0.6805,0.815,19.75
59,B,RA,0.6377,0.8743,37.1
60,B,RM,0.6579,0.8308,26.28
60,B,RA,0.6799,0.856,25.89
61,B,RM,0.6565,0.837,27.49
61,B,RA,0.6564,0.8876,35.22
62,B,RM,0.6585,0.8189,24.37
62,B,RA,0.6603,0.8642,30.89
63,B,RM,0.6606,0.81,22.61
63,B,RA,0.6636,0.8731,31.58
64,B,RM,0.6553,0.802,22.39
64,B,RA,0.6651,0.9008,35.43
65,B,RM,0.6658,0.8404,26.22
65,B,RA,0.6646,0.8593,29.29
66,B,RM,0.6654,0.8477,27.4
66,B,RA,0.6716,0.8974,33.62
67,B,RM,0.667,0.8329,24.88
67,B,RA,0.6547,0.8945,36.64
68,B,RM,0.6539,0.7979,22.02
68,B,RA,0.656,0.9132,39.2
69,B,RM,0.6584,0.8052,22.3
69,B,RA,0.6582,0.8956,36.05
70,B,RM,0.6693,0.8324,24.36
70,B,RA,0.6646,0.8726,31.3
71,B,RM,0.6726,0.7954,18.26
71,B,RA,0.6723,0.8797,30.84
72,B,RM,0.661,0.7969,20.55
72,B,RA,0.6592,0.8821,33.83
73,B,RM,0.662,0.832,25.68
73,B,RA,0.6581,0.8863,34.68
74,B,RM,0.658,0.808,22.79
74,B,RA,0.6625,0.9023,36.2
75,B,RM,0.6609,0.8374,26.71
75,B,RA,0.6745,0.9132,35.38
76,B,RM,0.6513,0.8288,27.24
76,B,RA,0.6671,0.8965,34.39
77,B,RM,0.6572,0.8169,24.3
77,B,RA,0.6509,0.8991,38.13
78,B,RM,0.6539,0.8395,28.38
78,B,RA,0.6438,0.8613,33.79
79,B,RM,0.6594,0.8321,26.19
79,B,RA,0.654,0.8734,33.54
80,B,RM,0.6621,0.8313,25.54
80,B,RA,0.6714,0.8768,30.58
81,B,RM,0.6705,0.8066,20.3
81,B,RA,0.6693,0.9148,36.68
82,B,RM,0.6628,0.8174,23.32
82,B,RA,0.6592,0.9168,39.08
83,B,RM,0.6559,0.79,20.46
83,B,RA,0.6395,0.9,40.74
84,B,RM,0.6528,0.7964,21.99
84,B,RA,0.6753,0.8813,30.51
85,B,RM,0.661,0.8055,21.86
85,B,RA,0.6576,0.8818,34.09
86,B,RM,0.6543,0.8256,26.17
86,B,RA,0.6574,0.8872,34.95
87,B,RM,0.6689,0.8234,23.09
87,B,RA,0.6748,0.89,31.89
88,B,RM,0.6704,0.8214,22.53
88,B,RA,0.6529,0.8525,30.56
89,B,RM,0.6759,0.8436,24.82
89,B,RA,0.6682,0.8811,31.86
90,B,RM,0.6558,0.8405,28.17
90,B,RA,0.665,0.852,28.12
91,B,RM,0.6492,0.8082,24.49
91,B,RA,0.6641,0.8684,30.77
92,B,RM,0.6629,0.7979,20.37
92,B,RA,0.6632,0.8949,34.93
93,B,RM,0.6417,0.8072,25.79
93,B,RA,0.6681,0.8972,34.31
94,B,RM,0.6661,0.8466,27.09
94,B,RA,0.662,0.8971,35.51
95,B,RM,0.6709,0.7909,17.89
95,B,RA,0.6626,0.8983,35.58
96,B,RM,0.6568,0.8498,29.38
96,B,RA,0.6671,0.8806,31.99
97,B,RM,0.671,0.7823,16.59
97,B,RA,0.6543,0.8687,32.78
98,B,RM,0.6638,0.8152,22.8
98,B,RA,0.6599,0.8948,35.61
99,B,RM,0.6529,0.7983,22.27
99,B,RA,0.6578,0.8864,34.75
100,B,RM,0.6726,0.8387,24.69
100,B,RA,0.6586,0.8888,34.97
101,B,RM,0.6547,0.8085,23.49
101,B,RA,0.6645,0.8824,32.79
102,B,RM,0.6584,0.8484,28.86
102,B,RA,0.6677,0.8721,30.62
103,B,RM,0.6529,0.8131,24.53
103,B,RA,0.6586,0.8722,32.45
104,B,RM,0.664,0.823,23.95
104,B,RA,0.6555,0.9024,37.66
105,B,RM,0.6522,0.8095,24.11
105,B,RA,0.6515,0.8796,35.01
106,B,RM,0.6628,0.8367,26.23
106,B,RA,0.6611,0.885,33.86
107,B,RM,0.6548,0.8113,23.89
107,B,RA,0.6787,0.8297,22.24
108,B,RM,0.6788,0.7996,17.8
108,B,RA,0.6764,0.8819,30.38
109,B,RM,0.6601,0.8009,21.32
109,B,RA,0.6583,0.9188,39.56
110,B,RM,0.6631,0.8198,23.63
110,B,RA,0.6823,0.8394,23.04
111,B,RM,0.665,0.832,25.12
111,B,RA,0.6594,0.8582,30.15
112,B,RM,0.6657,0.7938,19.24
112,B,RA,0.6728,0.8988,33.59
113,B,RM,0.6671,0.8447,26.62
113,B,RA,0.6711,0.8849,31.85
114,B,RM,0.6612,0.8198,23.98
114,B,RA,0.6702,0.8584,28.09
115,B,RM,0.6616,0.8161,23.35
115,B,RA,0.6513,0.9192,41.12
116,B,RM,0.6491,0.7944,22.39
116,B,RA,0.6591,0.8712,32.19
117,B,RM,0.6605,0.8183,23.89
117,B,RA,0.6701,0.8634,28.85
118,B,RM,0.6673,0.8071,20.96
118,B,RA,0.6682,0.874,30.8
119,B,RM,0.6617,0.8298,25.41
119,B,RA,0.6627,0.878,32.49
120,B,RM,0.6556,0.8077,23.2
120,B,RA,0.6652,0.8996,35.23
121,B,RM,0.6663,0.8391,25.93
121,B,RA,0.6682,0.9181,37.41
122,B,RM,0.6673,0.8005,19.95
122,B,RA,0.6799,0.9129,34.27
123,B,RM,0.669,0.8332,24.55
123,B,RA,0.6667,0.8836,32.54
124,B,RM,0.6715,0.8016,19.38
124,B,RA,0.6649,0.9041,35.97
125,B,RM,0.6783,0.798,17.64
125,B,RA,0.6659,0.8937,34.21
126,B,RM,0.6707,0.8149,21.5
126,B,RA,0.6515,0.8653,32.83
127,B,RM,0.6636,0.8335,25.6
127,B,RA,0.6526,0.8512,30.45
128,B,RM,0.6486,0.8286,27.76
128,B,RA,0.668,0.8713,30.43
129,B,RM,0.6539,0.7971,21.9
129,B,RA,0.6665,0.8851,32.79
130,B,RM,0.6756,0.824,21.96
130,B,RA,0.6527,0.8768,34.33
131,B,RM,0.6716,0.7899,17.61
131,B,RA,0.6717,0.8893,32.39
132,B,RM,0.6585,0.812,23.31
132,B,RA,0.6556,0.8591,31.03
133,B,RM,0.6687,0.8007,19.74
133,B,RA,0.6596,0.8758,32.77
134,B,RM,0.6582,0.824,25.19
134,B,RA,0.6729,0.9156,36.08
135,B,RM,0.6573,0.8185,24.53
135,B,RA,0.6737,0.8886,31.9
136,B,RM,0.6609,0.8182,23.79
136,B,RA,0.6704,0.905,35.0
137,B,RM,0.6755,0.8386,24.13
137,B,RA,0.6692,0.9204,37.53
138,B,RM,0.6696,0.838,25.15
138,B,RA,0.6445,0.8951,38.89
139,B,RM,0.6636,0.8279,24.75
139,B,RA,0.6629,0.8929,34.7
140,B,RM,0.6534,0.8199,25.48
140,B,RA,0.6567,0.9052,37.84
141,B,RM,0.666,0.8089,21.45
141,B,RA,0.6681,0.8907,33.33
142,B,RM,0.6727,0.7878,17.11
142,B,RA,0.6679,0.8801,31.77
143,B,RM,0.6605,0.8221,24.46
143,B,RA,0.6556,0.8863,35.2
144,B,RM,0.6787,0.8141,19.96
144,B,RA,0.6687,0.9102,36.12
145,B,RM,0.6527,0.8178,25.3
145,B,RA,0.6593,0.8495,28.85
146,B,RM,0.6627,0.8396,26.69
146,B,RA,0.6666,0.8953,34.31
147,B,RM,0.6598,0.7987,21.05
147,B,RA,0.6669,0.8867,32.95
148,B,RM,0.679,0.8463,24.64
148,B,RA,0.6653,0.8946,34.46
149,B,RM,0.6575,0.8085,22.96
149,B,RA,0.6688,0.8835,32.1
150,B,RM,0.6754,0.8053,19.24
150,B,RA,0.6674,0.8953,34.16
151,B,RM,0.6727,0.802,19.21
151,B,RA,0.6576,0.8627,31.19
152,B,RM,0.6678,0.8181,22.5
152,B,RA,0.6718,0.8644,28.68
153,B,RM,0.6615,0.8174,23.57
153,B,RA,0.6629,0.9141,37.88
154,B,RM,0.6684,0.8304,24.24
154,B,RA,0.6476,0.8991,38.83
155,B,RM,0.6692,0.8559,27.9
155,B,RA,0.6506,0.8828,35.69
156,B,RM,0.6661,0.7992,19.98
156,B,RA,0.6641,0.8968,35.04
157,B,RM,0.6598,0.8029,21.68
157,B,RA,0.6735,0.9151,35.89
158,B,RM,0.6671,0.8572,28.5
158,B,RA,0.6686,0.8762,31.04
159,B,RM,0.6755,0.8157,20.76
159,B,RA,0.6604,0.8833,33.76
160,B,RM,0.6473,0.8091,24.99
160,B,RA,0.6506,0.8977,37.97
161,B,RM,0.6762,0.8163,20.71
161,B,RA,0.6674,0.869,30.21
162,B,RM,0.6692,0.8202,22.57
162,B,RA,0.6777,0.8612,27.08
163,B,RM,0.664,0.8278,24.66
163,B,RA,0.6608,0.9049,36.93
164,B,RM,0.6688,0.7896,18.06
164,B,RA,0.6554,0.8474,29.3
165,B,RM,0.6485,0.8305,28.05
165,B,RA,0.6585,0.8876,34.8
166,B,RM,0.6586,0.8261,25.42
166,B,RA,0.6705,0.8794,31.16
167,B,RM,0.6593,0.8059,22.24
167,B,RA,0.6765,0.9126,34.92
168,B,RM,0.6665,0.8055,20.85
168,B,RA,0.6632,0.9084,36.96
169,B,RM,0.6566,0.8085,23.12
