Episode,Scenario,Condition,CM_LateralDeviation_m,Observed_LateralDeviation_m,RelativeDegradation_percent
335,A,RM,0.5063,0.6788,34.06
335,A,RA,0.5153,0.7212,39.95
336,A,RM,0.5194,0.6993,34.63
336,A,RA,0.5177,0.7277,40.55
337,A,RM,0.4938,0.6752,36.73
337,A,RA,0.5061,0.7314,44.53
338,A,RM,0.5076,0.6985,37.6
338,A,RA,0.5186,0.7382,42.32
339,A,RM,0.5218,0.6768,29.71
339,A,RA,0.5113,0.7279,42.35
340,A,RM,0.5073,0.6424,26.62
340,A,RA,0.5214,0.7383,41.59
341,A,RM,0.5011,0.689,37.48
341,A,RA,0.507,0.7357,45.12
342,A,RM,0.4934,0.6236,26.39
342,A,RA,0.5072,0.7659,51.02
343,A,RM,0.5118,0.6648,29.89
343,A,RA,0.51,0.7351,44.13
344,A,RM,0.5091,0.6475,27.18
344,A,RA,0.5228,0.7199,37.69
345,A,RM,0.5179,0.6989,34.94
345,A,RA,0.5096,0.7051,38.35
346,A,RM,0.5028,0.643,27.89
346,A,RA,0.5032,0.7246,43.99
347,A,RM,0.5116,0.6855,34.0
347,A,RA,0.5047,0.7362,45.87
348,A,RM,0.496,0.6884,38.78
348,A,RA,0.5188,0.7328,41.25
349,A,RM,0.5078,0.6771,33.35
349,A,RA,0.5153,0.7289,41.45
350,A,RM,0.499,0.6616,32.57
350,A,RA,0.5098,0.7289,42.97
351,A,RM,0.5125,0.6433,25.51
351,A,RA,0.5236,0.7063,34.89
352,A,RM,0.5258,0.6533,24.25
352,A,RA,0.4947,0.7301,47.58
353,A,RM,0.514,0.7018,36.55
353,A,RA,0.5025,0.7219,43.64
354,A,RM,0.5067,0.6771,33.64
354,A,RA,0.5052,0.6989,38.35
355,A,RM,0.5172,0.6481,25.3
355,A,RA,0.5188,0.7597,46.42
356,A,RM,0.5013,0.6746,34.57
356,A,RA,0.5121,0.7214,40.88
357,A,RM,0.5086,0.6751,32.73
357,A,RA,0.5193,0.7405,42.61
358,A,RM,0.5132,0.6498,26.62
358,A,RA,0.5149,0.7634,48.25
359,A,RM,0.5283,0.6646,25.8
359,A,RA,0.5204,0.7521,44.52
360,A,RM,0.5003,0.6731,34.53
360,A,RA,0.5071,0.7074,39.51
361,A,RM,0.483,0.6423,32.96
361,A,RA,0.5088,0.7416,45.74
362,A,RM,0.5205,0.6565,26.15
362,A,RA,0.5174,0.7176,38.69
363,A,RM,0.5028,0.6752,34.29
363,A,RA,0.5102,0.7141,39.96
364,A,RM,0.4985,0.6739,35.17
364,A,RA,0.5185,0.7122,37.36
365,A,RM,0.5097,0.7052,38.36
365,A,RA,0.5121,0.7131,39.25
366,A,RM,0.519,0.6582,26.82
366,A,RA,0.5196,0.708,36.26
367,A,RM,0.5083,0.6766,33.12
367,A,RA,0.5009,0.7604,51.81
368,A,RM,0.5089,0.6696,31.57
368,A,RA,0.5006,0.7345,46.71
369,A,RM,0.4986,0.6711,34.6
369,A,RA,0.5137,0.726,41.33
370,A,RM,0.5148,0.6676,29.7
370,A,RA,0.5215,0.7227,38.57
371,A,RM,0.5022,0.6473,28.89
371,A,RA,0.5194,0.7473,43.88
372,A,RM,0.5091,0.6683,31.27
372,A,RA,0.5128,0.7246,41.32
373,A,RM,0.5285,0.679,28.47
373,A,RA,0.5131,0.7431,44.81
374,A,RM,0.5096,0.6759,32.63
374,A,RA,0.5059,0.7597,50.16
375,A,RM,0.4955,0.6535,31.88
375,A,RA,0.5009,0.7374,47.21
376,A,RM,0.5223,0.7097,35.86
376,A,RA,0.5067,0.7148,41.07
377,A,RM,0.4948,0.6708,35.57
377,A,RA,0.5085,0.7123,40.08
378,A,RM,0.5027,0.6916,37.58
378,A,RA,0.5169,0.7316,41.55
379,A,RM,0.5198,0.6729,29.45
379,A,RA,0.5066,0.7424,46.54
380,A,RM,0.5065,0.6579,29.89
380,A,RA,0.4994,0.7045,41.05
381,A,RM,0.5108,0.7017,37.36
381,A,RA,0.5037,0.7222,43.39
382,A,RM,0.5053,0.6734,33.28
382,A,RA,0.5224,0.7122,36.33
383,A,RM,0.5092,0.6492,27.5
383,A,RA,0.5049,0.7206,42.73
384,A,RM,0.5047,0.6529,29.36
384,A,RA,0.508,0.7416,46.0
385,A,RM,0.4949,0.6847,38.34
385,A,RA,0.5179,0.7453,43.9
386,A,RM,0.5177,0.6448,24.55
386,A,RA,0.5133,0.7459,45.31
387,A,RM,0.5142,0.671,30.49
387,A,RA,0.5035,0.7362,46.2
388,A,RM,0.5075,0.6793,33.85
388,A,RA,0.4893,0.6981,42.67
389,A,RM,0.5024,0.6725,33.86
389,A,RA,0.5193,0.7174,38.16
390,A,RM,0.5122,0.6843,33.59
390,A,RA,0.5203,0.7064,35.76
391,A,RM,0.5119,0.6694,30.76
391,A,RA,0.4993,0.7513,50.46
392,A,RM,0.4944,0.7024,42.06
392,A,RA,0.5222,0.7508,43.76
393,A,RM,0.4904,0.7025,43.24
393,A,RA,0.4986,0.7471,49.83
394,A,RM,0.5074,0.6668,31.41
394,A,RA,0.5092,0.7201,41.43
395,A,RM,0.5154,0.6703,30.06
395,A,RA,0.5037,0.722,43.35
396,A,RM,0.5119,0.6609,29.1
396,A,RA,0.5163,0.7106,37.64
397,A,RM,0.5215,0.6843,31.21
397,A,RA,0.5259,0.7288,38.57
398,A,RM,0.5165,0.6474,25.35
398,A,RA,0.5252,0.753,43.37
399,A,RM,0.5169,0.6823,32.0
399,A,RA,0.5215,0.7192,37.91
400,A,RM,0.5166,0.6705,29.79
400,A,RA,0.5224,0.7485,43.29
401,A,RM,0.5188,0.6982,34.59
401,A,RA,0.5164,0.7433,43.93
402,A,RM,0.5131,0.6948,35.41
402,A,RA,0.4977,0.7439,49.46
403,A,RM,0.4952,0.6865,38.63
403,A,RA,0.5052,0.7484,48.15
404,A,RM,0.5186,0.672,29.58
404,A,RA,0.5086,0.7188,41.33
405,A,RM,0.5014,0.6676,33.14
405,A,RA,0.5145,0.7487,45.52
406,A,RM,0.509,0.6712,31.86
406,A,RA,0.5207,0.7311,40.4
407,A,RM,0.5117,0.6735,31.61
407,A,RA,0.4997,0.7398,48.03
408,A,RM,0.5023,0.6628,31.96
408,A,RA,0.5166,0.7566,46.47
409,A,RM,0.515,0.6798,32.0
409,A,RA,0.5066,0.7383,45.73
410,A,RM,0.5134,0.6663,29.78
410,A,RA,0.5237,0.7334,40.03
411,A,RM,0.4985,0.6754,35.49
411,A,RA,0.5214,0.7353,41.02
412,A,RM,0.5015,0.6589,31.37
412,A,RA,0.5091,0.7299,43.38
413,A,RM,0.5169,0.6739,30.38
413,A,RA,0.5128,0.7342,43.19
414,A,RM,0.5087,0.6717,32.03
414,A,RA,0.5185,0.706,36.17
415,A,RM,0.5032,0.6867,36.47
415,A,RA,0.5222,0.6791,30.05
416,A,RM,0.5167,0.684,32.37
416,A,RA,0.5085,0.7147,40.54
417,A,RM,0.5129,0.6504,26.8
417,A,RA,0.5356,0.7144,33.39
418,A,RM,0.5045,0.6942,37.58
418,A,RA,0.5096,0.7406,45.32
419,A,RM,0.5128,0.642,25.19
419,A,RA,0.5137,0.7479,45.59
420,A,RM,0.5131,0.688,34.09
420,A,RA,0.509,0.7303,43.49
421,A,RM,0.5123,0.677,32.15
421,A,RA,0.5013,0.7519,49.98
422,A,RM,0.4995,0.6986,39.87
422,A,RA,0.517,0.6814,31.79
423,A,RM,0.5029,0.6916,37.53
423,A,RA,0.5219,0.7425,42.29
424,A,RM,0.5146,0.6355,23.49
424,A,RA,0.4935,0.7233,46.58
425,A,RM,0.4992,0.6679,33.79
425,A,RA,0.5131,0.7243,41.17
426,A,RM,0.4987,0.6583,32.0
426,A,RA,0.5106,0.724,41.78
427,A,RM,0.5005,0.7036,40.59
427,A,RA,0.5129,0.7463,45.51
428,A,RM,0.5121,0.6681,30.47
428,A,RA,0.5069,0.7532,48.58
429,A,RM,0.5111,0.6758,32.24
429,A,RA,0.5037,0.7272,44.37
430,A,RM,0.5164,0.6691,29.58
430,A,RA,0.5062,0.7797,54.04
431,A,RM,0.5016,0.6765,34.86
431,A,RA,0.5072,0.7262,43.17
432,A,RM,0.5165,0.677,31.07
432,A,RA,0.5202,0.7431,42.85
433,A,RM,0.5138,0.683,32.93
433,A,RA,0.507,0.7554,49.01
434,A,RM,0.5094,0.6357,24.78
434,A,RA,0.5106,0.725,41.99
435,A,RM,0.51,0.7083,38.87
435,A,RA,0.4989,0.7183,43.97
436,A,RM,0.5007,0.6797,35.75
436,A,RA,0.5123,0.6973,36.1
437,A,RM,0.5184,0.6913,33.35
437,A,RA,0.4994,0.7559,51.37
438,A,RM,0.5223,0.694,32.85
438,A,RA,0.5132,0.7226,40.81
439,A,RM,0.5041,0.6755,33.98
439,A,RA,0.5091,0.7098,39.43
440,A,RM,0.5207,0.6415,23.21
440,A,RA,0.4878,0.7501,53.76
441,A,RM,0.5286,0.6487,22.7
441,A,RA,0.5103,0.6955,36.28
442,A,RM,0.5044,0.679,34.63
442,A,RA,0.4964,0.7147,43.99
443,A,RM,0.5197,0.7098,36.57
443,A,RA,0.5028,0.7335,45.87
444,A,RM,0.5168,0.6518,26.13
444,A,RA,0.5025,0.7155,42.38
445,A,RM,0.5052,0.6722,33.05
445,A,RA,0.5085,0.6786,33.46
446,A,RM,0.5242,0.6931,32.22
446,A,RA,0.5224,0.7397,41.61
447,A,RM,0.5095,0.6606,29.66
447,A,RA,0.5165,0.7229,39.97
448,A,RM,0.4964,0.6442,29.79
448,A,RA,0.5177,0.7496,44.8
449,A,RM,0.5171,0.6811,31.72
449,A,RA,0.5106,0.7438,45.68
450,A,RM,0.5071,0.6736,32.85
450,A,RA,0.5049,0.7324,45.05
451,A,RM,0.5126,0.6864,33.89
451,A,RA,0.5067,0.7168,41.48
452,A,RM,0.5103,0.6823,33.71
452,A,RA,0.5115,0.7035,37.52
453,A,RM,0.5031,0.6785,34.87
453,A,RA,0.5131,0.7138,39.13
454,A,RM,0.5121,0.6754,31.89
454,A,RA,0.5099,0.7364,44.42
455,A,RM,0.5191,0.6686,28.79
455,A,RA,0.5081,0.7233,42.35
456,A,RM,0.509,0.6846,34.49
456,A,RA,0.5178,0.6997,35.14
457,A,RM,0.5068,0.7135,40.77
457,A,RA,0.5134,0.7426,44.64
458,A,RM,0.5091,0.6808,33.72
458,A,RA,0.5124,0.7113,38.82
459,A,RM,0.5017,0.6817,35.88
459,A,RA,0.5047,0.7349,45.6
460,A,RM,0.5042,0.669,32.7
460,A,RA,0.5179,0.7139,37.84
461,A,RM,0.5187,0.6934,33.67
461,A,RA,0.516,0.7272,40.93
462,A,RM,0.5206,0.6633,27.43
462,A,RA,0.5124,0.7598,48.28
463,A,RM,0.5102,0.6896,35.16
463,A,RA,0.5042,0.7259,43.98
464,A,RM,0.5255,0.6996,33.11
464,A,RA,0.509,0.7329,43.99
465,A,RM,0.5042,0.6337,25.69
465,A,RA,0.5054,0.7069,39.88
466,A,RM,0.5048,0.6634,31.43
466,A,RA,0.5227,0.7006,34.03
467,A,RM,0.5065,0.657,29.72
467,A,RA,0.512,0.7185,40.33
468,A,RM,0.4997,0.69,38.08
468,A,RA,0.4981,0.7294,46.42
469,A,RM,0.4944,0.6511,31.69
469,A,RA,0.4988,0.7151,43.36
470,A,RM,0.5193,0.6633,27.74
470,A,RA,0.5145,0.736,43.05
471,A,RM,0.5229,0.6623,26.65
471,A,RA,0.5076,0.7363,45.06
472,A,RM,0.5072,0.6831,34.68
472,A,RA,0.5019,0.707,40.85
473,A,RM,0.5162,0.6713,30.04
473,A,RA,0.5013,0.7372,47.07
474,A,RM,0.5138,0.6599,28.44
474,A,RA,0.5093,0.7409,45.48
475,A,RM,0.5058,0.6915,36.7
475,A,RA,0.5187,0.7088,36.66
476,A,RM,0.5091,0.6727,32.14
476,A,RA,0.5118,0.7261,41.88
477,A,RM,0.5072,0.6874,35.52
477,A,RA,0.5034,0.7319,45.4
478,A,RM,0.5018,0.6765,34.82
478,A,RA,0.506,0.7145,41.21
479,A,RM,0.5049,0.6734,33.37
479,A,RA,0.5211,0.7471,43.38
480,A,RM,0.5179,0.6449,24.53
480,A,RA,0.5121,0.7157,39.74
481,A,RM,0.4941,0.6649,34.56
481,A,RA,0.5153,0.7268,41.04
482,A,RM,0.5021,0.6598,31.42
482,A,RA,0.5105,0.7548,47.84
483,A,RM,0.5046,0.6734,33.46
483,A,RA,0.4991,0.7179,43.84
484,A,RM,0.5093,0.6984,37.13
484,A,RA,0.5243,0.7184,37.01
485,A,RM,0.4957,0.6849,38.17
485,A,RA,0.5168,0.7223,39.78
486,A,RM,0.4983,0.6216,24.74
486,A,RA,0.4908,0.75,52.83
487,A,RM,0.5125,0.6697,30.67
487,A,RA,0.5078,0.7528,48.27
488,A,RM,0.5191,0.675,30.05
488,A,RA,0.5033,0.7332,45.68
489,A,RM,0.5327,0.694,30.28
489,A,RA,0.5121,0.7235,41.27
490,A,RM,0.497,0.6776,36.35
490,A,RA,0.5015,0.7425,48.06
491,A,RM,0.5027,0.6655,32.4
491,A,RA,0.4971,0.708,42.42
492,A,RM,0.5228,0.6965,33.23
492,A,RA,0.4958,0.7275,46.72
493,A,RM,0.5067,0.6953,37.22
493,A,RA,0.5196,0.7155,37.68
494,A,RM,0.5236,0.6624,26.51
494,A,RA,0.5072,0.7269,43.3
495,A,RM,0.498,0.6626,33.07
495,A,RA,0.5066,0.7226,42.63
496,A,RM,0.5274,0.6726,27.52
496,A,RA,0.5146,0.7048,36.95
497,A,RM,0.5019,0.6764,34.76
497,A,RA,0.5098,0.7107,39.41
498,A,RM,0.5221,0.6948,33.06
498,A,RA,0.5149,0.7278,41.35
499,A,RM,0.5175,0.6638,28.28
499,A,RA,0.502,0.7597,51.33
500,A,RM,0.5121,0.6614,29.15
500,A,RA,0.5167,0.733,41.87
1,B,RM,0.722,0.9133,26.5
1,B,RA,0.7403,0.9785,32.18
2,B,RM,0.73,0.9118,24.9
2,B,RA,0.7409,0.9471,27.84
3,B,RM,0.7314,0.887,21.28
3,B,RA,0.7364,0.9703,31.76
4,B,RM,0.7276,0.9026,24.05
4,B,RA,0.7353,0.9938,35.15
5,B,RM,0.7249,0.8998,24.14
5,B,RA,0.7457,0.9131,22.45
6,B,RM,0.7308,0.9173,25.51
6,B,RA,0.7335,0.9614,31.07
7,B,RM,0.7263,0.893,22.95
7,B,RA,0.7484,0.933,24.66
8,B,RM,0.7346,0.9023,22.82
8,B,RA,0.7449,0.949,27.41
9,B,RM,0.7283,0.896,23.03
9,B,RA,0.7325,0.9743,33.01
10,B,RM,0.7197,0.8918,23.92
10,B,RA,0.7497,0.9655,28.79
11,B,RM,0.7259,0.8682,19.61
11,B,RA,0.744,0.9232,24.08
12,B,RM,0.7314,0.9042,23.63
12,B,RA,0.7482,0.9749,30.3
13,B,RM,0.7237,0.8945,23.6
13,B,RA,0.7395,0.9392,27.0
14,B,RM,0.7234,0.8919,23.29
14,B,RA,0.7382,0.9462,28.18
15,B,RM,0.741,0.8998,21.44
15,B,RA,0.7296,0.9714,33.15
16,B,RM,0.7315,0.9061,23.87
16,B,RA,0.7442,0.9486,27.46
17,B,RM,0.7239,0.875,20.87
17,B,RA,0.7374,0.9783,32.68
18,B,RM,0.7343,0.9166,24.83
18,B,RA,0.7376,0.9818,33.11
19,B,RM,0.7324,0.8871,21.12
19,B,RA,0.7512,0.9384,24.92
20,B,RM,0.731,0.8707,19.11
20,B,RA,0.7343,0.933,27.07
21,B,RM,0.7272,0.8739,20.18
21,B,RA,0.7514,0.9072,20.73
22,B,RM,0.737,0.9185,24.62
22,B,RA,0.7488,0.9519,27.12
23,B,RM,0.7292,0.8756,20.07
23,B,RA,0.7364,0.9645,30.97
24,B,RM,0.721,0.8756,21.44
24,B,RA,0.7227,0.9761,35.07
25,B,RM,0.7417,0.8892,19.89
25,B,RA,0.7442,1.0208,37.16
26,B,RM,0.7269,0.8815,21.27
26,B,RA,0.7414,0.9404,26.83
27,B,RM,0.7395,0.8732,18.07
27,B,RA,0.7313,0.9658,32.07
28,B,RM,0.74,0.9273,25.31
28,B,RA,0.7279,0.942,29.42
29,B,RM,0.7246,0.9051,24.91
29,B,RA,0.7322,0.945,29.07
30,B,RM,0.7297,0.8962,22.83
30,B,RA,0.7451,0.9591,28.72
31,B,RM,0.7442,0.8959,20.38
31,B,RA,0.7426,0.9059,21.98
32,B,RM,0.7425,0.9087,22.38
32,B,RA,0.7324,0.9712,32.61
33,B,RM,0.7207,0.9182,27.4
33,B,RA,0.7237,0.9452,30.61
34,B,RM,0.7227,0.8771,21.37
34,B,RA,0.7294,0.9182,25.89
35,B,RM,0.7256,0.9144,26.01
35,B,RA,0.7384,0.9546,29.28
36,B,RM,0.7338,0.8852,20.63
36,B,RA,0.7297,0.9351,28.14
37,B,RM,0.7381,0.9063,22.78
37,B,RA,0.739,0.9389,27.05
38,B,RM,0.728,0.9027,23.99
38,B,RA,0.7359,0.9588,30.3
39,B,RM,0.7213,0.9083,25.93
39,B,RA,0.7314,0.987,34.94
40,B,RM,0.7281,0.878,20.59
40,B,RA,0.7325,0.9746,33.06
41,B,RM,0.7332,0.8838,20.55
41,B,RA,0.7362,0.929,26.19
42,B,RM,0.7339,0.8675,18.19
42,B,RA,0.7315,0.932,27.41
43,B,RM,0.7395,0.8695,17.58
43,B,RA,0.7322,0.946,29.2
44,B,RM,0.7316,0.8938,22.17
44,B,RA,0.7493,0.9353,24.82
45,B,RM,0.7318,0.8722,19.19
45,B,RA,0.7365,0.9541,29.53
46,B,RM,0.7253,0.88,21.32
46,B,RA,0.7429,0.9413,26.71
47,B,RM,0.7346,0.8441,14.9
47,B,RA,0.7437,0.9518,27.99
48,B,RM,0.7382,0.9179,24.35
48,B,RA,0.7188,0.9714,35.15
49,B,RM,0.7429,0.9044,21.74
49,B,RA,0.7317,0.9348,27.76
50,B,RM,0.7319,0.8833,20.68
50,B,RA,0.7351,0.9249,25.82
51,B,RM,0.7369,0.8909,20.91
51,B,RA,0.7428,0.9702,30.62
52,B,RM,0.7304,0.8854,21.22
52,B,RA,0.7312,0.999,36.62
53,B,RM,0.7414,0.9142,23.3
53,B,RA,0.7491,0.9523,27.13
54,B,RM,0.7369,0.8925,21.11
54,B,RA,0.7427,0.9419,26.82
55,B,RM,0.7328,0.8778,19.78
55,B,RA,0.7285,0.9598,31.75
56,B,RM,0.7411,0.8692,17.3
56,B,RA,0.7257,0.9593,32.2
57,B,RM,0.7292,0.9106,24.87
57,B,RA,0.7403,0.9577,29.37
58,B,RM,0.7307,0.9067,24.09
58,B,RA,0.7335,0.9745,32.86
59,B,RM,0.7283,0.8867,21.75
59,B,RA,0.7416,0.9299,25.39
60,B,RM,0.7357,0.9232,25.49
60,B,RA,0.727,0.9188,26.38
61,B,RM,0.7379,0.9064,22.83
61,B,RA,0.7321,0.9474,29.4
62,B,RM,0.7307,0.9065,24.06
62,B,RA,0.7407,0.967,30.55
63,B,RM,0.737,0.9063,22.98
63,B,RA,0.7235,0.9703,34.11
64,B,RM,0.7316,0.892,21.93
64,B,RA,0.7284,0.9479,30.15
65,B,RM,0.7381,0.9035,22.42
65,B,RA,0.758,0.9434,24.46
66,B,RM,0.7311,0.8745,19.6
66,B,RA,0.7444,0.9827,32.02
67,B,RM,0.7296,0.9223,26.41
67,B,RA,0.7252,0.9741,34.32
68,B,RM,0.7357,0.8921,21.26
68,B,RA,0.7299,0.968,32.62
69,B,RM,0.7505,0.8754,16.63
69,B,RA,0.7282,0.9607,31.93
70,B,RM,0.732,0.9008,23.06
70,B,RA,0.7238,0.9463,30.74
71,B,RM,0.7237,0.9195,27.05
71,B,RA,0.724,0.9543,31.81
72,B,RM,0.7279,0.8916,22.49
72,B,RA,0.7162,0.9342,30.43
73,B,RM,0.74,0.9309,25.81
73,B,RA,0.73,0.9466,29.67
74,B,RM,0.7284,0.8845,21.43
74,B,RA,0.7263,0.9842,35.51
75,B,RM,0.7442,0.8744,17.5
75,B,RA,0.7375,0.9612,30.35
76,B,RM,0.7219,0.8835,22.38
76,B,RA,0.736,0.9466,28.61
77,B,RM,0.7548,0.8952,18.61
77,B,RA,0.7257,0.9184,26.55
78,B,RM,0.7225,0.8877,22.87
78,B,RA,0.7305,0.9451,29.37
79,B,RM,0.7387,0.8801,19.14
79,B,RA,0.7393,0.9502,28.52
80,B,RM,0.7277,0.8945,22.92
80,B,RA,0.7247,0.9779,34.93
81,B,RM,0.739,0.8708,17.83
81,B,RA,0.7246,0.9578,32.18
82,B,RM,0.7344,0.9003,22.59
82,B,RA,0.7375,0.9463,28.31
83,B,RM,0.7411,0.8977,21.13
83,B,RA,0.7222,0.9183,27.16
84,B,RM,0.7385,0.9331,26.35
84,B,RA,0.7232,0.9847,36.15
85,B,RM,0.7459,0.9027,21.03
85,B,RA,0.7292,0.9402,28.94
86,B,RM,0.7227,0.8756,21.15
86,B,RA,0.7236,0.9858,36.23
87,B,RM,0.7251,0.8874,22.38
87,B,RA,0.7257,0.9386,29.33
88,B,RM,0.747,0.9014,20.67
88,B,RA,0.7388,0.9415,27.44
89,B,RM,0.7222,0.9167,26.93
89,B,RA,0.7451,0.8964,20.31
90,B,RM,0.7366,0.9314,26.45
90,B,RA,0.7345,0.9487,29.16
91,B,RM,0.7253,0.9389,29.45
91,B,RA,0.748,0.9486,26.82
92,B,RM,0.7295,0.8977,23.05
92,B,RA,0.7354,0.9914,34.8
93,B,RM,0.7435,0.934,25.62
93,B,RA,0.7418,0.9668,30.33
94,B,RM,0.7426,0.8786,18.31
94,B,RA,0.7332,0.9471,29.17
95,B,RM,0.7412,0.9239,24.65
95,B,RA,0.7227,0.9713,34.41
96,B,RM,0.7273,0.8887,22.19
96,B,RA,0.737,0.93,26.18
97,B,RM,0.7473,0.8873,18.74
97,B,RA,0.733,0.9632,31.4
98,B,RM,0.7424,0.9172,23.54
98,B,RA,0.7308,0.9588,31.19
99,B,RM,0.7415,0.9077,22.41
99,B,RA,0.7281,0.9357,28.52
100,B,RM,0.7433,0.9154,23.15
100,B,RA,0.7237,0.9701,34.05
101,B,RM,0.745,0.8849,18.77
101,B,RA,0.7253,0.9736,34.23
102,B,RM,0.7352,0.9072,23.4
102,B,RA,0.731,0.9589,31.17
103,B,RM,0.733,0.8586,17.14
103,B,RA,0.7372,0.944,28.05
104,B,RM,0.7274,0.9207,26.57
104,B,RA,0.7263,0.9369,28.99
105,B,RM,0.7335,0.9096,24.02
105,B,RA,0.7544,0.9511,26.07
106,B,RM,0.7383,0.9151,23.95
106,B,RA,0.7483,0.9797,30.91
107,B,RM,0.726,0.847,16.66
107,B,RA,0.7312,0.9594,31.21
108,B,RM,0.7287,0.9061,24.35
108,B,RA,0.7391,0.9778,32.29
109,B,RM,0.7374,0.8699,17.98
109,B,RA,0.7225,0.9517,31.71
110,B,RM,0.7284,0.8759,20.25
110,B,RA,0.717,0.9607,33.99
111,B,RM,0.7351,0.9102,23.81
111,B,RA,0.718,0.9518,32.57
112,B,RM,0.7304,0.8963,22.73
112,B,RA,0.7417,0.9886,33.28
113,B,RM,0.7254,0.9004,24.12
113,B,RA,0.7323,0.9481,29.48
114,B,RM,0.7386,0.9254,25.29
114,B,RA,0.7268,0.9619,32.34
115,B,RM,0.7307,0.925,26.6
115,B,RA,0.7321,0.9851,34.55
116,B,RM,0.7315,0.8727,19.3
116,B,RA,0.7254,0.9538,31.48
117,B,RM,0.7384,0.8757,18.6
117,B,RA,0.7244,0.9565,32.04
118,B,RM,0.7314,0.8993,22.96
118,B,RA,0.7288,0.9775,34.13
119,B,RM,0.717,0.9115,27.13
119,B,RA,0.7245,0.9653,33.25
120,B,RM,0.7487,0.9165,22.41
120,B,RA,0.7206,0.9525,32.17
121,B,RM,0.7336,0.902,22.95
121,B,RA,0.7379,0.9699,31.44
122,B,RM,0.7349,0.8952,21.82
122,B,RA,0.7298,0.9505,30.24
123,B,RM,0.7292,0.8866,21.58
123,B,RA,0.7361,0.945,28.38
124,B,RM,0.7322,0.9184,25.43
124,B,RA,0.7127,0.9467,32.84
125,B,RM,0.7223,0.9074,25.63
125,B,RA,0.7368,0.9542,29.5
126,B,RM,0.7201,0.8789,22.05
126,B,RA,0.7514,0.953,26.83
127,B,RM,0.7293,0.8938,22.55
127,B,RA,0.739,0.9465,28.09
128,B,RM,0.743,0.9068,22.05
128,B,RA,0.7309,0.9565,30.87
129,B,RM,0.7247,0.8764,20.94
129,B,RA,0.7412,0.9731,31.29
130,B,RM,0.7241,0.9041,24.86
130,B,RA,0.7332,0.9407,28.3
131,B,RM,0.7375,0.8788,19.16
131,B,RA,0.7424,0.9737,31.16
132,B,RM,0.7279,0.8921,22.55
132,B,RA,0.7447,0.9512,27.73
133,B,RM,0.7386,0.8664,17.31
133,B,RA,0.7333,0.9612,31.08
134,B,RM,0.7402,0.8888,20.08
134,B,RA,0.7313,0.9634,31.74
135,B,RM,0.7532,0.8971,19.11
135,B,RA,0.7355,0.9751,32.56
136,B,RM,0.7316,0.8653,18.28
136,B,RA,0.7337,0.9461,28.95
137,B,RM,0.7272,0.9011,23.92
137,B,RA,0.7346,0.9731,32.46
138,B,RM,0.7248,0.9018,24.42
138,B,RA,0.734,0.9251,26.03
139,B,RM,0.7423,0.8941,20.45
139,B,RA,0.7313,0.9392,28.44
140,B,RM,0.7251,0.8769,20.94
140,B,RA,0.7209,0.9818,36.18
141,B,RM,0.7346,0.8761,19.27
141,B,RA,0.7538,0.962,27.62
142,B,RM,0.7354,0.9024,22.71
142,B,RA,0.7367,1.0157,37.89
143,B,RM,0.731,0.8842,20.97
143,B,RA,0.7332,0.9572,30.54
144,B,RM,0.735,0.9161,24.64
144,B,RA,0.7276,0.9704,33.38
145,B,RM,0.7342,0.9088,23.78
145,B,RA,0.7364,0.9562,29.84
146,B,RM,0.7349,0.8858,20.54
146,B,RA,0.7288,0.968,32.81
147,B,RM,0.7391,0.924,25.01
147,B,RA,0.7383,0.9701,31.4
148,B,RM,0.7349,0.8961,21.94
148,B,RA,0.7301,0.9666,32.4
149,B,RM,0.727,0.8978,23.5
149,B,RA,0.7144,0.9515,33.2
150,B,RM,0.7315,0.907,23.99
150,B,RA,0.7393,0.9573,29.48
151,B,RM,0.7277,0.8868,21.87
151,B,RA,0.736,0.9654,31.17
152,B,RM,0.7398,0.9056,22.42
152,B,RA,0.7286,0.9193,26.17
153,B,RM,0.7367,0.8776,19.13
153,B,RA,0.732,0.9779,33.59
154,B,RM,0.7231,0.9049,25.13
154,B,RA,0.7352,0.9587,30.41
155,B,RM,0.7319,0.9033,23.41
155,B,RA,0.7326,0.9677,32.09
156,B,RM,0.7263,0.8933,22.99
156,B,RA,0.735,0.9548,29.9
157,B,RM,0.7278,0.9021,23.96
157,B,RA,0.7447,0.963,29.31
158,B,RM,0.7271,0.8764,20.53
158,B,RA,0.7278,0.9584,31.68
159,B,RM,0.737,0.8561,16.16
159,B,RA,0.7302,0.9616,31.69
160,B,RM,0.7144,0.9197,28.74
160,B,RA,0.7395,0.9424,27.43
161,B,RM,0.739,0.8976,21.46
161,B,RA,0.724,0.946,30.67
162,B,RM,0.7291,0.8755,20.07
162,B,RA,0.7412,0.9486,27.99
163,B,RM,0.7249,0.8906,22.84
163,B,RA,0.7277,0.9649,32.6
164,B,RM,0.7253,0.9056,24.87
164,B,RA,0.7464,0.9668,29.53
165,B,RM,0.7298,0.8866,21.5
165,B,RA,0.7333,0.9776,33.31
166,B,RM,0.7265,0.9088,25.09
166,B,RA,0.7237,0.9406,29.98
167,B,RM,0.7402,0.9241,24.84
167,B,RA,0.7484,0.9597,28.23
168,B,RM,0.7421,0.9086,22.44
168,B,RA,0.7247,0.9567,32.01
169,B,RM,0.7294,0.9328,27.88
169,B,RA,0.7286,0.9588,31.6
