Episode,Scenario,Condition,CM_LateralDeviation_m,Observed_LateralDeviation_m,RelativeDegradation_percent
334,A,RA,0.3802,0.5661,48.9
335,A,RM,0.3686,0.4817,30.71
335,A,RA,0.386,0.572,48.19
336,A,RM,0.385,0.5383,39.82
336,A,RA,0.3793,0.5427,43.08
337,A,RM,0.3786,0.5236,38.31
337,A,RA,0.3789,0.5506,45.31
338,A,RM,0.3755,0.5105,35.94
338,A,RA,0.3842,0.5738,49.34
339,A,RM,0.3745,0.5097,36.1
339,A,RA,0.3737,0.5597,49.77
340,A,RM,0.3878,0.5225,34.74
340,A,RA,0.3783,0.5696,50.56
341,A,RM,0.3725,0.5174,38.9
341,A,RA,0.3795,0.5695,50.08
342,A,RM,0.3871,0.5358,38.39
342,A,RA,0.3866,0.5799,50.02
343,A,RM,0.3834,0.491,28.05
343,A,RA,0.3817,0.5808,52.19
344,A,RM,0.3757,0.511,36.02
344,A,RA,0.37,0.5504,48.77
345,A,RM,0.3957,0.5193,31.22
345,A,RA,0.3733,0.5647,51.28
346,A,RM,0.3809,0.4994,31.09
346,A,RA,0.3732,0.5787,55.03
347,A,RM,0.3793,0.5309,39.98
347,A,RA,0.3622,0.6069,67.58
348,A,RM,0.3904,0.52,33.21
348,A,RA,0.3924,0.5709,45.5
349,A,RM,0.3777,0.5421,43.52
349,A,RA,0.3759,0.5309,41.2
350,A,RM,0.3758,0.531,41.28
350,A,RA,0.3748,0.5425,44.74
351,A,RM,0.3825,0.5162,34.96
351,A,RA,0.3846,0.5765,49.88
352,A,RM,0.3815,0.5077,33.07
352,A,RA,0.3714,0.5561,49.74
353,A,RM,0.3912,0.5114,30.73
353,A,RA,0.3697,0.5774,56.16
354,A,RM,0.3771,0.4865,29.01
354,A,RA,0.3828,0.5889,53.82
355,A,RM,0.3761,0.4872,29.54
355,A,RA,0.3886,0.5789,48.96
356,A,RM,0.3851,0.5066,31.54
356,A,RA,0.3733,0.5872,57.3
357,A,RM,0.3821,0.483,26.43
357,A,RA,0.3842,0.5696,48.28
358,A,RM,0.3688,0.5259,42.61
358,A,RA,0.3778,0.5401,42.98
359,A,RM,0.3737,0.515,37.79
359,A,RA,0.3973,0.57,43.46
360,A,RM,0.3873,0.525,35.55
360,A,RA,0.3893,0.5657,45.3
361,A,RM,0.3796,0.4828,27.2
361,A,RA,0.3708,0.5517,48.79
362,A,RM,0.3824,0.5266,37.72
362,A,RA,0.3744,0.5755,53.71
363,A,RM,0.3819,0.548,43.48
363,A,RA,0.3719,0.5684,52.84
364,A,RM,0.388,0.5101,31.47
364,A,RA,0.3832,0.5804,51.47
365,A,RM,0.3795,0.5382,41.81
365,A,RA,0.3911,0.5576,42.57
366,A,RM,0.3761,0.5028,33.69
366,A,RA,0.3884,0.5638,45.18
367,A,RM,0.37,0.5018,35.6
367,A,RA,0.385,0.5576,44.81
368,A,RM,0.3681,0.489,32.86
368,A,RA,0.3732,0.5815,55.82
369,A,RM,0.3821,0.5251,37.44
369,A,RA,0.3794,0.5636,48.58
370,A,RM,0.3735,0.4935,32.13
370,A,RA,0.3842,0.5615,46.15
371,A,RM,0.3868,0.5101,31.89
371,A,RA,0.384,0.5582,45.37
372,A,RM,0.3811,0.4945,29.75
372,A,RA,0.3925,0.5734,46.08
373,A,RM,0.36,0.5178,43.83
373,A,RA,0.3755,0.5527,47.21
374,A,RM,0.4061,0.5123,26.15
374,A,RA,0.3981,0.5686,42.81
375,A,RM,0.375,0.5295,41.2
375,A,RA,0.3877,0.5858,51.1
376,A,RM,0.3826,0.5446,42.35
376,A,RA,0.3639,0.5467,50.25
377,A,RM,0.3809,0.5475,43.72
377,A,RA,0.3942,0.5707,44.76
378,A,RM,0.3839,0.4961,29.22
378,A,RA,0.3761,0.5722,52.13
379,A,RM,0.375,0.5162,37.67
379,A,RA,0.3698,0.5678,53.56
380,A,RM,0.3744,0.5404,44.36
380,A,RA,0.37,0.5813,57.09
381,A,RM,0.3851,0.4913,27.58
381,A,RA,0.3847,0.5833,51.62
382,A,RM,0.3649,0.5115,40.16
382,A,RA,0.3808,0.5795,52.18
383,A,RM,0.3816,0.5229,37.03
383,A,RA,0.3845,0.6024,56.65
384,A,RM,0.3899,0.4897,25.59
384,A,RA,0.3632,0.5164,42.2
385,A,RM,0.3838,0.4977,29.7
385,A,RA,0.3946,0.5542,40.44
386,A,RM,0.3955,0.5142,30.0
386,A,RA,0.3776,0.5666,50.04
387,A,RM,0.3852,0.4826,25.28
387,A,RA,0.3714,0.6097,64.15
388,A,RM,0.3746,0.5246,40.06
388,A,RA,0.3833,0.5773,50.61
389,A,RM,0.3783,0.5159,36.37
389,A,RA,0.386,0.5724,48.28
390,A,RM,0.3985,0.5024,26.07
390,A,RA,0.3785,0.5942,57.0
391,A,RM,0.3804,0.5248,37.96
391,A,RA,0.3884,0.5881,51.42
392,A,RM,0.3709,0.5165,39.27
392,A,RA,0.3742,0.5719,52.86
393,A,RM,0.3815,0.5157,35.2
393,A,RA,0.3709,0.5758,55.23
394,A,RM,0.3769,0.5001,32.68
394,A,RA,0.3751,0.5711,52.27
395,A,RM,0.3738,0.5212,39.42
395,A,RA,0.3853,0.5558,44.25
396,A,RM,0.3853,0.5097,32.3
396,A,RA,0.3915,0.5804,48.23
397,A,RM,0.3864,0.5132,32.81
397,A,RA,0.3782,0.5581,47.58
398,A,RM,0.3826,0.526,37.5
398,A,RA,0.3948,0.5701,44.41
399,A,RM,0.3804,0.5176,36.06
399,A,RA,0.3768,0.5861,55.54
400,A,RM,0.3633,0.5073,39.62
400,A,RA,0.3861,0.5871,52.03
401,A,RM,0.3811,0.5167,35.56
401,A,RA,0.374,0.5664,51.44
402,A,RM,0.3929,0.5224,32.96
402,A,RA,0.3773,0.5654,49.86
403,A,RM,0.3706,0.4874,31.53
403,A,RA,0.354,0.5569,57.35
404,A,RM,0.3786,0.483,27.57
404,A,RA,0.3774,0.5589,48.1
405,A,RM,0.3659,0.5214,42.49
405,A,RA,0.3775,0.5885,55.88
406,A,RM,0.3694,0.5179,40.18
406,A,RA,0.3685,0.5749,56.02
407,A,RM,0.3971,0.5045,27.04
407,A,RA,0.3812,0.6253,64.04
408,A,RM,0.381,0.5392,41.51
408,A,RA,0.3762,0.5679,50.97
409,A,RM,0.3812,0.4883,28.12
409,A,RA,0.381,0.5822,52.82
410,A,RM,0.3734,0.5111,36.87
410,A,RA,0.3696,0.5733,55.13
411,A,RM,0.375,0.5196,38.56
411,A,RA,0.3821,0.5759,50.7
412,A,RM,0.3878,0.5284,36.25
412,A,RA,0.3871,0.5589,44.38
413,A,RM,0.3696,0.5092,37.76
413,A,RA,0.3795,0.5519,45.41
414,A,RM,0.3753,0.4939,31.6
414,A,RA,0.3848,0.5514,43.29
415,A,RM,0.3813,0.501,31.41
415,A,RA,0.3841,0.5447,41.82
416,A,RM,0.3886,0.4738,21.94
416,A,RA,0.3818,0.5446,42.65
417,A,RM,0.3846,0.5311,38.07
417,A,RA,0.3777,0.5636,49.2
418,A,RM,0.3713,0.5006,34.83
418,A,RA,0.3702,0.5733,54.86
419,A,RM,0.3786,0.5061,33.69
419,A,RA,0.3761,0.5694,51.37
420,A,RM,0.3707,0.4898,32.13
420,A,RA,0.3751,0.5392,43.76
421,A,RM,0.3683,0.5149,39.81
421,A,RA,0.3802,0.5876,54.57
422,A,RM,0.3668,0.5025,36.98
422,A,RA,0.3727,0.552,48.13
423,A,RM,0.3844,0.5106,32.8
423,A,RA,0.3745,0.5798,54.82
424,A,RM,0.3836,0.4809,25.36
424,A,RA,0.393,0.5684,44.61
425,A,RM,0.3787,0.4984,31.61
425,A,RA,0.3741,0.5539,48.06
426,A,RM,0.3822,0.5336,39.6
426,A,RA,0.3766,0.5566,47.8
427,A,RM,0.3862,0.5406,39.97
427,A,RA,0.3893,0.5659,45.37
428,A,RM,0.3727,0.5283,41.75
428,A,RA,0.3868,0.5637,45.75
429,A,RM,0.3631,0.5184,42.77
429,A,RA,0.3996,0.5667,41.82
430,A,RM,0.3808,0.5059,32.82
430,A,RA,0.3825,0.5332,39.4
431,A,RM,0.3785,0.5306,40.18
431,A,RA,0.3743,0.5496,46.85
432,A,RM,0.3825,0.5384,40.75
432,A,RA,0.3903,0.5466,40.04
433,A,RM,0.3887,0.524,34.8
433,A,RA,0.3723,0.5653,51.86
434,A,RM,0.3697,0.5248,41.94
434,A,RA,0.3795,0.5753,51.57
435,A,RM,0.384,0.5366,39.72
435,A,RA,0.3802,0.5592,47.08
436,A,RM,0.3948,0.4918,24.58
436,A,RA,0.3729,0.568,52.33
437,A,RM,0.3876,0.4998,28.94
437,A,RA,0.3696,0.5645,52.73
438,A,RM,0.393,0.5333,35.71
438,A,RA,0.3853,0.562,45.84
439,A,RM,0.3749,0.5082,35.53
439,A,RA,0.3871,0.5894,52.26
440,A,RM,0.3704,0.5491,48.25
440,A,RA,0.3777,0.5376,42.35
441,A,RM,0.3868,0.5176,33.81
441,A,RA,0.372,0.5565,49.6
442,A,RM,0.3823,0.5169,35.18
442,A,RA,0.3715,0.5478,47.48
443,A,RM,0.3766,0.5036,33.72
443,A,RA,0.3783,0.5532,46.25
444,A,RM,0.3653,0.5156,41.15
444,A,RA,0.3768,0.5997,59.17
445,A,RM,0.3807,0.5223,37.18
445,A,RA,0.3825,0.5673,48.3
446,A,RM,0.3709,0.5082,37.02
446,A,RA,0.3894,0.5317,36.53
447,A,RM,0.3746,0.5524,47.49
447,A,RA,0.3718,0.5896,58.59
448,A,RM,0.3799,0.5224,37.52
448,A,RA,0.3743,0.5561,48.57
449,A,RM,0.3761,0.5264,39.98
449,A,RA,0.3709,0.554,49.38
450,A,RM,0.3784,0.5163,36.43
450,A,RA,0.384,0.5382,40.16
451,A,RM,0.3836,0.5222,36.15
451,A,RA,0.3811,0.5896,54.7
452,A,RM,0.3888,0.5321,36.86
452,A,RA,0.3847,0.5651,46.92
453,A,RM,0.3815,0.5224,36.94
453,A,RA,0.3848,0.5652,46.9
454,A,RM,0.3826,0.5244,37.05
454,A,RA,0.3757,0.5993,59.5
455,A,RM,0.391,0.4792,22.56
455,A,RA,0.3862,0.5712,47.9
456,A,RM,0.3842,0.5297,37.88
456,A,RA,0.3791,0.553,45.87
457,A,RM,0.3944,0.5246,33.01
457,A,RA,0.3761,0.5337,41.92
458,A,RM,0.3895,0.4985,27.98
458,A,RA,0.3861,0.5939,53.82
459,A,RM,0.3765,0.5232,38.96
459,A,RA,0.3812,0.5687,49.19
460,A,RM,0.3686,0.5018,36.12
460,A,RA,0.3804,0.5838,53.48
461,A,RM,0.3852,0.5229,35.76
461,A,RA,0.3824,0.5512,44.16
462,A,RM,0.3821,0.5169,35.28
462,A,RA,0.3745,0.6017,60.68
463,A,RM,0.385,0.5305,37.79
463,A,RA,0.3736,0.57,52.55
464,A,RM,0.3847,0.5057,31.44
464,A,RA,0.3613,0.5901,63.34
465,A,RM,0.3742,0.5193,38.77
465,A,RA,0.3726,0.5945,59.54
466,A,RM,0.3816,0.5193,36.1
466,A,RA,0.3775,0.5609,48.6
467,A,RM,0.3685,0.5115,38.81
467,A,RA,0.3753,0.578,53.99
468,A,RM,0.3913,0.5055,29.19
468,A,RA,0.389,0.5857,50.58
469,A,RM,0.3778,0.5139,36.03
469,A,RA,0.3843,0.5563,44.73
470,A,RM,0.3767,0.5004,32.84
470,A,RA,0.3607,0.5886,63.19
471,A,RM,0.3756,0.5181,37.95
471,A,RA,0.3649,0.5625,54.15
472,A,RM,0.3868,0.495,27.96
472,A,RA,0.3825,0.5953,55.64
473,A,RM,0.3838,0.512,33.38
473,A,RA,0.3692,0.5698,54.33
474,A,RM,0.3787,0.5178,36.74
474,A,RA,0.3709,0.537,44.8
475,A,RM,0.3782,0.5082,34.37
475,A,RA,0.3919,0.5591,42.65
476,A,RM,0.3781,0.4936,30.54
476,A,RA,0.3726,0.5878,57.74
477,A,RM,0.3722,0.5127,37.76
477,A,RA,0.3784,0.5788,52.94
478,A,RM,0.3772,0.4861,28.86
478,A,RA,0.3763,0.5657,50.34
479,A,RM,0.3753,0.4925,31.23
479,A,RA,0.3896,0.5591,43.5
480,A,RM,0.3886,0.4942,27.17
480,A,RA,0.3796,0.5561,46.52
481,A,RM,0.3825,0.5157,34.84
481,A,RA,0.4082,0.557,36.44
482,A,RM,0.3643,0.5423,48.86
482,A,RA,0.3636,0.5715,57.18
483,A,RM,0.3657,0.5131,40.31
483,A,RA,0.3768,0.5552,47.34
484,A,RM,0.3773,0.5058,34.06
484,A,RA,0.3831,0.5605,46.31
485,A,RM,0.3777,0.4905,29.87
485,A,RA,0.3802,0.5786,52.16
486,A,RM,0.3814,0.5039,32.11
486,A,RA,0.3679,0.5682,54.46
487,A,RM,0.3736,0.5124,37.15
487,A,RA,0.3756,0.5806,54.57
488,A,RM,0.3887,0.496,27.62
488,A,RA,0.3781,0.5833,54.29
489,A,RM,0.375,0.4891,30.43
489,A,RA,0.3598,0.5776,60.52
490,A,RM,0.3812,0.5279,38.51
490,A,RA,0.3732,0.5746,53.98
491,A,RM,0.3832,0.5103,33.17
491,A,RA,0.3879,0.5872,51.39
492,A,RM,0.3804,0.5087,33.72
492,A,RA,0.3677,0.565,53.65
493,A,RM,0.3883,0.4958,27.67
493,A,RA,0.371,0.5416,45.98
494,A,RM,0.3795,0.4986,31.37
494,A,RA,0.3848,0.5714,48.49
495,A,RM,0.3892,0.5133,31.87
495,A,RA,0.3744,0.5878,57.0
496,A,RM,0.3817,0.5099,33.61
496,A,RA,0.3861,0.5547,43.67
497,A,RM,0.3755,0.5302,41.18
497,A,RA,0.3801,0.5771,51.81
498,A,RM,0.3849,0.5063,31.52
498,A,RA,0.3869,0.5564,43.81
499,A,RM,0.3874,0.4894,26.33
499,A,RA,0.3673,0.5713,55.53
500,A,RM,0.3883,0.4921,26.72
500,A,RA,0.364,0.5645,55.07
1,B,RM,0.5664,0.688,21.47
1,B,RA,0.5811,0.7504,29.13
2,B,RM,0.5713,0.7236,26.66
2,B,RA,0.5638,0.7504,33.09
3,B,RM,0.5606,0.7239,29.13
3,B,RA,0.5749,0.7859,36.69
4,B,RM,0.5794,0.7253,25.17
4,B,RA,0.5668,0.7694,35.75
5,B,RM,0.5701,0.6962,22.12
5,B,RA,0.5758,0.7566,31.38
6,B,RM,0.563,0.6988,24.12
6,B,RA,0.5823,0.7558,29.79
7,B,RM,0.571,0.7262,27.19
7,B,RA,0.5675,0.7568,33.35
8,B,RM,0.583,0.6576,12.79
8,B,RA,0.5671,0.7734,36.37
9,B,RM,0.5695,0.7031,23.45
9,B,RA,0.5691,0.7775,36.62
10,B,RM,0.574,0.7102,23.73
10,B,RA,0.5629,0.7681,36.45
11,B,RM,0.5651,0.7293,29.06
11,B,RA,0.5676,0.7829,37.92
12,B,RM,0.5774,0.7313,26.66
12,B,RA,0.5746,0.7874,37.04
13,B,RM,0.5631,0.7687,36.52
13,B,RA,0.57,0.7715,35.37
14,B,RM,0.5664,0.7025,24.03
14,B,RA,0.572,0.7765,35.76
15,B,RM,0.5754,0.7092,23.24
15,B,RA,0.5614,0.7718,37.48
16,B,RM,0.5679,0.7056,24.24
16,B,RA,0.5848,0.7935,35.71
17,B,RM,0.5758,0.7224,25.46
17,B,RA,0.5606,0.7471,33.26
18,B,RM,0.5686,0.7502,31.94
18,B,RA,0.583,0.7823,34.19
19,B,RM,0.564,0.7522,33.38
19,B,RA,0.5794,0.7743,33.64
20,B,RM,0.5662,0.6979,23.27
20,B,RA,0.5749,0.7686,33.7
21,B,RM,0.5828,0.7274,24.8
21,B,RA,0.5865,0.7838,33.65
22,B,RM,0.5615,0.7239,28.92
22,B,RA,0.5725,0.756,32.05
23,B,RM,0.58,0.7037,21.33
23,B,RA,0.575,0.7275,26.53
24,B,RM,0.5557,0.7053,26.94
24,B,RA,0.5657,0.749,32.4
25,B,RM,0.5605,0.7083,26.35
25,B,RA,0.5669,0.8015,41.38
26,B,RM,0.5676,0.697,22.8
26,B,RA,0.5667,0.7724,36.3
27,B,RM,0.5637,0.6981,23.85
27,B,RA,0.5722,0.78,36.3
28,B,RM,0.5643,0.7384,30.86
28,B,RA,0.5806,0.7753,33.52
29,B,RM,0.568,0.6565,15.58
29,B,RA,0.5727,0.7636,33.33
30,B,RM,0.5758,0.7049,22.41
30,B,RA,0.5727,0.7432,29.78
31,B,RM,0.5622,0.7295,29.76
31,B,RA,0.5655,0.7528,33.13
32,B,RM,0.5679,0.7232,27.35
32,B,RA,0.5796,0.7715,33.11
33,B,RM,0.5677,0.7304,28.65
33,B,RA,0.5882,0.7759,31.91
34,B,RM,0.579,0.7376,27.4
34,B,RA,0.5799,0.7729,33.27
35,B,RM,0.5683,0.6954,22.38
35,B,RA,0.5603,0.8204,46.44
36,B,RM,0.5812,0.691,18.89
36,B,RA,0.5705,0.7536,32.1
37,B,RM,0.5714,0.6955,21.71
37,B,RA,0.5754,0.762,32.43
38,B,RM,0.5714,0.715,25.13
38,B,RA,0.5723,0.7265,26.96
39,B,RM,0.5669,0.7102,25.27
39,B,RA,0.5631,0.794,41.01
40,B,RM,0.5723,0.6888,20.36
40,B,RA,0.5803,0.761,31.14
41,B,RM,0.5689,0.7442,30.82
41,B,RA,0.5707,0.7692,34.78
42,B,RM,0.5746,0.7045,22.62
42,B,RA,0.5767,0.7807,35.37
43,B,RM,0.5881,0.739,25.67
43,B,RA,0.566,0.7705,36.13
44,B,RM,0.5591,0.7417,32.65
44,B,RA,0.5601,0.763,36.22
45,B,RM,0.5683,0.673,18.42
45,B,RA,0.5714,0.7916,38.54
46,B,RM,0.5588,0.7332,31.22
46,B,RA,0.5756,0.7648,32.88
47,B,RM,0.5853,0.7298,24.69
47,B,RA,0.5652,0.759,34.29
48,B,RM,0.5695,0.7251,27.31
48,B,RA,0.5725,0.7446,30.06
49,B,RM,0.5722,0.7126,24.53
49,B,RA,0.5831,0.7528,29.11
50,B,RM,0.5767,0.7168,24.29
50,B,RA,0.5811,0.782,34.56
51,B,RM,0.5632,0.7314,29.86
51,B,RA,0.5682,0.7411,30.42
52,B,RM,0.5608,0.7249,29.27
52,B,RA,0.5801,0.7835,35.08
53,B,RM,0.5671,0.7217,27.26
53,B,RA,0.574,0.7288,26.97
54,B,RM,0.5652,0.6994,23.75
54,B,RA,0.567,0.7592,33.91
55,B,RM,0.579,0.7225,24.77
55,B,RA,0.5631,0.7852,39.44
56,B,RM,0.5683,0.737,29.69
56,B,RA,0.5725,0.7467,30.42
57,B,RM,0.5753,0.7168,24.58
57,B,RA,0.5638,0.7815,38.61
58,B,RM,0.5833,0.7265,24.53
58,B,RA,0.5673,0.8293,46.19
59,B,RM,0.5826,0.7055,21.1
59,B,RA,0.5802,0.7994,37.79
60,B,RM,0.5729,0.7071,23.41
60,B,RA,0.5776,0.7403,28.18
61,B,RM,0.5705,0.6955,21.91
61,B,RA,0.5601,0.7901,41.07
62,B,RM,0.5653,0.6916,22.35
62,B,RA,0.5625,0.7858,39.7
63,B,RM,0.5673,0.7291,28.52
63,B,RA,0.577,0.7486,29.75
64,B,RM,0.5762,0.7107,23.34
64,B,RA,0.5852,0.7774,32.85
65,B,RM,0.5744,0.6952,21.02
65,B,RA,0.577,0.7555,30.93
66,B,RM,0.5693,0.7227,26.95
66,B,RA,0.5611,0.7342,30.85
67,B,RM,0.5622,0.7268,29.26
67,B,RA,0.5907,0.7784,31.78
68,B,RM,0.5748,0.7187,25.04
68,B,RA,0.5759,0.8082,40.35
69,B,RM,0.5644,0.7265,28.7
69,B,RA,0.5792,0.7885,36.13
70,B,RM,0.5742,0.7362,28.21
70,B,RA,0.5799,0.7848,35.33
71,B,RM,0.575,0.7134,24.07
71,B,RA,0.5747,0.7822,36.11
72,B,RM,0.5778,0.713,23.41
72,B,RA,0.5629,0.7518,33.55
73,B,RM,0.5646,0.7221,27.9
73,B,RA,0.5666,0.7648,34.99
74,B,RM,0.5774,0.7165,24.1
74,B,RA,0.5868,0.7721,31.57
75,B,RM,0.5629,0.726,28.97
75,B,RA,0.564,0.7773,37.82
76,B,RM,0.5627,0.7232,28.53
76,B,RA,0.5784,0.7759,34.16
77,B,RM,0.5612,0.7024,25.15
77,B,RA,0.5654,0.7689,35.98
78,B,RM,0.5747,0.6912,20.27
78,B,RA,0.5707,0.7578,32.8
79,B,RM,0.5669,0.7283,28.47
79,B,RA,0.5688,0.7331,28.9
80,B,RM,0.5761,0.6981,21.16
80,B,RA,0.5735,0.8023,39.91
81,B,RM,0.586,0.6991,19.29
81,B,RA,0.5686,0.7748,36.27
82,B,RM,0.5738,0.723,26.02
82,B,RA,0.5828,0.7517,28.98
83,B,RM,0.5788,0.7086,22.42
83,B,RA,0.577,0.7728,33.94
84,B,RM,0.5595,0.6993,24.99
84,B,RA,0.564,0.7799,38.28
85,B,RM,0.5748,0.7425,29.17
85,B,RA,0.5655,0.7644,35.16
86,B,RM,0.5598,0.7128,27.33
86,B,RA,0.5788,0.7754,33.97
87,B,RM,0.5765,0.6903,19.74
87,B,RA,0.5644,0.7532,33.45
88,B,RM,0.5659,0.7153,26.39
88,B,RA,0.5774,0.7485,29.62
89,B,RM,0.5752,0.714,24.14
89,B,RA,0.5735,0.8051,40.4
90,B,RM,0.5715,0.7222,26.37
90,B,RA,0.5762,0.793,37.62
91,B,RM,0.5654,0.703,24.34
91,B,RA,0.5583,0.7829,40.24
92,B,RM,0.5631,0.6882,22.23
92,B,RA,0.5644,0.7688,36.21
93,B,RM,0.5726,0.6905,20.59
93,B,RA,0.5632,0.7446,32.2
94,B,RM,0.5856,0.7146,22.02
94,B,RA,0.5791,0.7861,35.75
95,B,RM,0.5806,0.7147,23.09
95,B,RA,0.5762,0.7639,32.58
96,B,RM,0.558,0.7426,33.08
96,B,RA,0.5832,0.7522,28.98
97,B,RM,0.5704,0.7105,24.56
97,B,RA,0.5739,0.7636,33.06
98,B,RM,0.5709,0.7157,25.36
98,B,RA,0.5739,0.7927,38.13
99,B,RM,0.5717,0.7148,25.02
99,B,RA,0.5736,0.7598,32.46
100,B,RM,0.5591,0.6988,24.97
100,B,RA,0.5732,0.7668,33.77
101,B,RM,0.5721,0.7227,26.33
101,B,RA,0.5741,0.7595,32.3
102,B,RM,0.5772,0.7127,23.47
102,B,RA,0.5674,0.7422,30.8
103,B,RM,0.5712,0.7022,22.94
103,B,RA,0.5707,0.7786,36.42
104,B,RM,0.5723,0.6999,22.3
104,B,RA,0.5622,0.7824,39.15
105,B,RM,0.5792,0.7215,24.56
105,B,RA,0.5607,0.7736,37.98
106,B,RM,0.5654,0.7125,26.02
106,B,RA,0.5874,0.7593,29.27
107,B,RM,0.5601,0.7265,29.71
107,B,RA,0.5763,0.7808,35.48
108,B,RM,0.5655,0.6983,23.47
108,B,RA,0.5667,0.7801,37.66
109,B,RM,0.5736,0.7201,25.53
109,B,RA,0.5724,0.7851,37.15
110,B,RM,0.5652,0.7233,27.97
110,B,RA,0.5736,0.7899,37.7
111,B,RM,0.5741,0.7302,27.2
111,B,RA,0.5817,0.7663,31.73
112,B,RM,0.5754,0.7365,28.0
112,B,RA,0.5748,0.8017,39.48
113,B,RM,0.5661,0.7291,28.78
113,B,RA,0.5706,0.7592,33.06
114,B,RM,0.5714,0.7257,27.0
114,B,RA,0.5833,0.7699,31.99
115,B,RM,0.5778,0.7077,22.5
115,B,RA,0.5819,0.7768,33.49
116,B,RM,0.5657,0.7248,28.12
116,B,RA,0.5782,0.7455,28.93
117,B,RM,0.5749,0.7112,23.72
117,B,RA,0.5688,0.7634,34.22
118,B,RM,0.5827,0.704,20.81
118,B,RA,0.5825,0.7999,37.32
119,B,RM,0.5754,0.696,20.97
119,B,RA,0.5815,0.7955,36.79
120,B,RM,0.5703,0.7231,26.81
120,B,RA,0.5672,0.7675,35.31
121,B,RM,0.5702,0.7015,23.03
121,B,RA,0.5739,0.7359,28.23
122,B,RM,0.5739,0.7085,23.44
122,B,RA,0.5669,0.8026,41.57
123,B,RM,0.5794,0.7314,26.23
123,B,RA,0.5779,0.7722,33.62
124,B,RM,0.5709,0.7233,26.69
124,B,RA,0.5781,0.7872,36.16
125,B,RM,0.5805,0.7198,24.01
125,B,RA,0.5753,0.7625,32.55
126,B,RM,0.5792,0.6707,15.81
126,B,RA,0.584,0.7936,35.88
127,B,RM,0.5743,0.7285,26.85
127,B,RA,0.573,0.7688,34.18
128,B,RM,0.5714,0.7188,25.79
128,B,RA,0.5746,0.8063,40.34
129,B,RM,0.5743,0.7157,24.63
129,B,RA,0.5642,0.7827,38.71
130,B,RM,0.5763,0.7112,23.4
130,B,RA,0.5623,0.7751,37.86
131,B,RM,0.5649,0.7554,33.73
131,B,RA,0.577,0.7917,37.2
132,B,RM,0.5727,0.7374,28.75
132,B,RA,0.5737,0.7911,37.88
133,B,RM,0.5735,0.7161,24.86
133,B,RA,0.564,0.7955,41.04
134,B,RM,0.5616,0.7243,28.97
134,B,RA,0.5814,0.7744,33.19
135,B,RM,0.5811,0.7174,23.46
135,B,RA,0.5656,0.7585,34.11
136,B,RM,0.5713,0.7411,29.73
136,B,RA,0.5735,0.7683,33.98
137,B,RM,0.5717,0.6891,20.54
137,B,RA,0.5665,0.7588,33.93
138,B,RM,0.5769,0.7179,24.44
138,B,RA,0.5661,0.7543,33.25
139,B,RM,0.5647,0.7074,25.27
139,B,RA,0.5746,0.7594,32.16
140,B,RM,0.5594,0.7037,25.81
140,B,RA,0.5708,0.7435,30.24
141,B,RM,0.5811,0.6976,20.04
141,B,RA,0.5843,0.7585,29.81
142,B,RM,0.5743,0.6875,19.73
142,B,RA,0.5745,0.7515,30.8
143,B,RM,0.5741,0.7451,29.8
143,B,RA,0.5769,0.76,31.73
144,B,RM,0.5653,0.6901,22.08
144,B,RA,0.5598,0.7889,40.92
145,B,RM,0.5717,0.7477,30.79
145,B,RA,0.5851,0.7813,33.55
146,B,RM,0.571,0.7294,27.75
146,B,RA,0.5654,0.7807,38.08
147,B,RM,0.5681,0.7125,25.41
147,B,RA,0.5624,0.7433,32.17
148,B,RM,0.5691,0.7033,23.58
148,B,RA,0.5746,0.7637,32.92
149,B,RM,0.5668,0.6971,22.98
149,B,RA,0.5788,0.7726,33.49
150,B,RM,0.5615,0.7293,29.89
150,B,RA,0.5598,0.7863,40.45
151,B,RM,0.5768,0.7164,24.18
151,B,RA,0.5715,0.7834,37.08
152,B,RM,0.5747,0.7217,25.58
152,B,RA,0.5673,0.7467,31.64
153,B,RM,0.5748,0.7199,25.25
153,B,RA,0.5743,0.7823,36.2
154,B,RM,0.5727,0.7332,28.04
154,B,RA,0.5744,0.7656,33.3
155,B,RM,0.5606,0.7285,29.96
155,B,RA,0.5599,0.7747,38.38
156,B,RM,0.5708,0.7276,27.47
156,B,RA,0.5711,0.7766,35.99
157,B,RM,0.577,0.6811,18.04
157,B,RA,0.5763,0.7792,35.21
158,B,RM,0.573,0.7436,29.77
158,B,RA,0.5766,0.7688,33.35
159,B,RM,0.5756,0.728,26.46
159,B,RA,0.5811,0.7786,33.99
160,B,RM,0.5732,0.7043,22.88
160,B,RA,0.5862,0.7782,32.77
161,B,RM,0.5826,0.7013,20.37
161,B,RA,0.5821,0.7318,25.73
162,B,RM,0.5576,0.7261,30.22
162,B,RA,0.5637,0.759,34.65
163,B,RM,0.5815,0.7373,26.8
163,B,RA,0.5671,0.7535,32.89
164,B,RM,0.5811,0.7152,23.07
164,B,RA,0.5668,0.7768,37.04
165,B,RM,0.5729,0.7332,27.98
165,B,RA,0.571,0.7944,39.12
166,B,RM,0.5512,0.7216,30.93
166,B,RA,0.5646,0.7674,35.92
167,B,RM,0.5701,0.7327,28.51
167,B,RA,0.5752,0.7605,32.22
168,B,RM,0.5716,0.7162,25.29
168,B,RA,0.569,0.7897,38.8
