Episode,mIoU,Geo_MAE,Success_Rate
935,64.221,0.4459,48.831
936,63.081,0.4249,47.799
937,62.107,0.4223,47.241
938,63.516,0.4204,46.12
939,62.391,0.4183,48.582
940,62.421,0.4142,50.395
941,62.309,0.403,48.05
942,63.321,0.4326,49.466
943,61.851,0.4144,49.8
944,61.697,0.4176,50.191
945,59.926,0.4286,49.588
946,61.291,0.4267,49.356
947,60.523,0.4264,48.993
948,60.718,0.4292,48.903
949,60.762,0.4169,50.509
950,63.647,0.4083,51.797
951,64.623,0.4324,52.726
952,65.725,0.4345,53.036
953,65.834,0.4253,51.098
954,65.583,0.4142,50.962
955,65.522,0.4059,50.392
956,64.837,0.4121,50.135
957,65.597,0.4125,49.381
958,67.163,0.3884,51.053
959,67.146,0.3717,51.837
960,66.41,0.3637,53.395
961,63.973,0.3596,54.876
962,62.636,0.3985,55.008
963,62.344,0.4114,55.401
964,61.308,0.4135,52.791
965,63.328,0.4293,52.375
966,62.776,0.4151,50.749
967,61.546,0.4309,51.239
968,62.221,0.4251,50.597
969,62.581,0.4409,49.078
970,63.094,0.4522,49.568
971,62.497,0.4217,50.769
972,63.284,0.4335,52.246
973,62.99,0.4411,49.636
974,62.546,0.4426,49.025
975,63.183,0.4266,48.433
976,63.776,0.4199,48.163
977,63.068,0.43,47.731
978,62.31,0.4152,48.562
979,61.289,0.431,48.145
980,61.831,0.4372,47.293
981,61.165,0.4327,49.092
982,62.051,0.4268,48.346
983,61.252,0.4202,49.502
984,61.236,0.4014,50.23
985,60.96,0.4052,50.952
986,62.055,0.4158,50.344
987,61.451,0.4077,50.828
988,63.452,0.4036,49.047
989,62.847,0.3834,46.64
990,62.92,0.3865,48.991
991,62.464,0.3701,48.434
992,62.879,0.3931,46.581
993,62.719,0.3983,49.081
994,61.663,0.3961,48.631
995,62.398,0.3815,48.422
996,61.836,0.395,46.934
997,61.956,0.4018,49.248
998,62.33,0.4001,49.109
999,61.956,0.3789,46.625
1000,61.919,0.3814,46.299
1001,61.979,0.394,45.025
1002,61.254,0.3928,45.977
1003,61.132,0.3876,47.84
1004,62.853,0.401,47.612
1005,63.45,0.4043,46.911
1006,63.65,0.4093,48.651
1007,62.116,0.3992,48.63
1008,64.106,0.4064,47.126
1009,64.902,0.412,50.317
1010,64.13,0.3939,49.301
1011,64.188,0.3914,49.128
1012,64.785,0.4055,49.91
1013,64.689,0.4215,51.013
1014,63.36,0.4255,50.914
1015,64.487,0.4237,52.061
1016,63.299,0.4126,50.733
1017,64.314,0.4136,49.161
1018,65.312,0.3974,49.982
1019,64.236,0.4285,49.693
1020,63.46,0.4317,48.915
1021,63.741,0.4295,50.132
1022,63.489,0.4156,50.843
1023,63.605,0.4428,51.374
1024,64.457,0.4102,53.453
1025,64.458,0.3954,54.864
1026,65.122,0.3857,53.894
1027,64.414,0.3895,55.375
1028,64.251,0.3777,57.803
1029,63.8,0.3868,57.322
1030,64.255,0.365,56.318
1031,64.023,0.36,55.636
1032,64.065,0.3781,56.618
1033,65.337,0.3742,55.805
1034,66.319,0.3706,56.399
1035,64.759,0.3847,56.304
1036,63.087,0.3815,56.396
1037,63.791,0.4117,56.533
1038,63.776,0.4119,56.442
1039,65.187,0.4342,56.363
1040,64.585,0.4256,54.562
1041,65.04,0.4326,52.897
1042,65.128,0.4453,52.545
1043,64.919,0.4396,53.581
1044,64.186,0.4166,53.798
1045,64.529,0.4225,54.071
1046,64.943,0.401,53.403
1047,64.958,0.3872,53.198
1048,65.386,0.3929,52.031
1049,65.899,0.401,50.715
1050,65.734,0.3894,52.264
1051,66.219,0.385,53.607
1052,65.474,0.4003,54.112
1053,63.584,0.4124,53.765
1054,62.967,0.4138,54.023
1055,62.315,0.4376,54.099
1056,64.32,0.4335,53.615
1057,65.035,0.4312,52.294
1058,66.439,0.424,52.71
1059,66.506,0.4304,53.224
1060,66.482,0.3884,53.287
1061,64.993,0.3801,54.681
1062,66.788,0.3933,56.129
1063,67.033,0.3769,55.179
1064,66.851,0.3869,55.844
1065,65.822,0.3848,54.309
1066,65.59,0.4053,54.184
1067,65.281,0.409,51.544
1068,65.146,0.3931,49.748
1069,65.383,0.3965,50.454
1070,64.869,0.4127,49.982
1071,64.199,0.4123,49.291
1072,63.025,0.4084,51.144
1073,62.817,0.4143,52.301
1074,63.117,0.4174,55.297
1075,63.374,0.4086,54.601
1076,63.77,0.4168,53.42
1077,63.129,0.4054,53.85
1078,64.45,0.4172,52.708
1079,64.535,0.4201,54.833
1080,64.734,0.4215,55.552
1081,64.774,0.3971,55.542
1082,65.845,0.4096,53.435
1083,65.346,0.3932,55.379
1084,68.246,0.4042,56.089
1085,65.655,0.3692,55.508
1086,66.122,0.3833,55.724
1087,66.972,0.3772,54.001
1088,67.021,0.3628,54.597
1089,66.515,0.3844,54.688
1090,66.911,0.3777,54.623
1091,66.959,0.3608,53.377
1092,67.101,0.402,53.257
1093,65.705,0.4016,53.504
1094,66.554,0.3872,52.904
1095,64.967,0.4025,54.985
1096,65.881,0.4065,54.356
1097,65.458,0.3887,54.87
1098,64.82,0.3926,55.155
1099,65.056,0.3962,53.862
1100,64.842,0.3867,54.907
1101,64.313,0.3918,55.559
1102,64.776,0.3926,55.311
1103,64.796,0.4013,55.345
1104,63.379,0.4192,54.836
1105,63.514,0.3909,54.203
1106,64.118,0.4039,52.255
1107,65.65,0.4139,52.284
1108,64.574,0.409,51.748
1109,65.558,0.4127,53.222
1110,64.828,0.4201,53.417
1111,64.545,0.4193,53.94
1112,65.701,0.4123,53.171
1113,67.024,0.4098,52.738
1114,66.722,0.4009,51.895
1115,65.907,0.3873,52.826
1116,65.603,0.4046,53.557
1117,66.269,0.3813,52.078
1118,64.684,0.3783,51.904
1119,63.991,0.3927,51.361
1120,64.72,0.4017,50.592
1121,64.957,0.3703,53.181
1122,66.867,0.3922,51.749
1123,67.191,0.3911,52.319
1124,67.701,0.4107,55.086
1125,66.876,0.3872,53.746
1126,65.932,0.4018,53.697
1127,65.591,0.4228,54.293
1128,65.432,0.4285,55.083
1129,64.823,0.4138,52.106
1130,64.009,0.4069,50.528
1131,64.848,0.4072,50.447
1132,64.584,0.4119,51.561
1133,65.416,0.399,53.578
1134,65.698,0.3972,53.841
1135,66.737,0.4052,52.901
1136,66.991,0.3886,52.154
1137,65.56,0.4031,52.841
1138,65.187,0.407,51.621
1139,65.173,0.4167,51.772
1140,65.094,0.4186,51.375
1141,63.694,0.4076,51.059
1142,64.613,0.427,53.949
1143,63.847,0.4185,53.043
1144,61.745,0.4116,52.093
1145,62.694,0.4021,51.1
1146,63.92,0.3942,49.836
1147,65.76,0.3901,48.513
1148,66.418,0.4043,49.888
1149,65.506,0.4123,49.968
1150,66.372,0.4019,48.376
1151,67.49,0.3714,51.005
1152,67.387,0.3909,52.786
1153,68.131,0.3677,55.349
1154,65.882,0.3787,54.489
1155,65.712,0.3833,53.444
1156,66.687,0.3965,54.119
1157,66.88,0.3871,56.875
1158,67.515,0.3688,56.439
1159,67.307,0.3775,58.013
1160,67.582,0.3858,57.016
1161,66.844,0.3649,55.452
1162,66.204,0.3726,56.28
1163,67.142,0.3448,56.537
1164,66.029,0.368,56.116
1165,66.724,0.3499,56.476
1166,67.297,0.3662,56.764
1167,65.946,0.382,55.457
1168,65.136,0.3827,53.151
1169,66.808,0.365,54.327
1170,66.005,0.383,54.32
1171,66.519,0.3749,53.656
1172,67.03,0.3874,54.468
1173,66.493,0.38,54.343
1174,66.375,0.3626,55.979
1175,66.642,0.3644,56.661
1176,64.794,0.3562,59.183
1177,65.367,0.39,59.555
1178,65.691,0.392,58.385
1179,65.885,0.3882,58.097
1180,65.257,0.4064,57.071
1181,64.102,0.3986,56.138
1182,64.126,0.3937,55.473
1183,62.88,0.3834,55.274
1184,63.582,0.4073,53.446
1185,63.977,0.4034,54.359
1186,65.456,0.4142,53.634
1187,66.542,0.3793,55.968
1188,65.384,0.3722,56.275
1189,67.18,0.3713,56.609
1190,67.092,0.3658,58.009
1191,67.275,0.3584,58.2
1192,66.894,0.3582,56.485
1193,66.283,0.3693,56.618
1194,65.043,0.3534,57.48
1195,66.326,0.3626,57.913
1196,65.616,0.3484,57.25
1197,64.346,0.3586,57.547
1198,65.017,0.3742,56.291
1199,64.784,0.3575,56.027
1200,64.476,0.3917,54.737
1201,65.293,0.3631,54.535
1202,65.76,0.3746,53.906
1203,65.332,0.3801,52.979
1204,63.639,0.4031,53.196
1205,63.498,0.4096,54.567
1206,64.115,0.3926,54.86
1207,62.467,0.3988,53.651
1208,64.017,0.3826,54.926
1209,64.228,0.3575,55.95
1210,66.865,0.3467,53.765
1211,67.437,0.352,56.092
1212,66.884,0.3918,56.387
1213,67.114,0.37,56.954
1214,66.54,0.3743,56.875
1215,65.651,0.3789,58.256
1216,65.375,0.3807,59.617
1217,64.43,0.3866,60.0
1218,63.374,0.3876,58.582
1219,63.362,0.3744,61.367
1220,63.891,0.3908,61.348
1221,64.48,0.4046,60.101
1222,65.223,0.3645,60.658
1223,65.761,0.3758,60.918
1224,65.951,0.3666,59.719
1225,65.897,0.3628,58.923
1226,67.422,0.3752,59.56
1227,67.722,0.3695,58.992
1228,67.438,0.3607,57.266
1229,67.013,0.3884,55.404
1230,66.825,0.3833,54.683
1231,66.309,0.3738,53.675
1232,66.256,0.3637,54.801
1233,66.936,0.35,56.907
1234,66.377,0.3608,56.787
1235,68.269,0.3688,57.387
1236,68.038,0.3837,57.556
1237,68.095,0.387,59.667
1238,67.471,0.4058,58.517
1239,66.933,0.3987,59.033
1240,66.56,0.3793,58.79
1241,67.992,0.3995,59.074
1242,68.811,0.388,58.579
1243,67.833,0.3703,56.305
1244,66.185,0.3781,54.558
1245,66.859,0.4,54.08
1246,66.514,0.4188,52.261
1247,64.37,0.3962,54.588
1248,64.38,0.3802,51.048
1249,64.337,0.3931,52.674
1250,66.869,0.3763,51.951
1251,67.412,0.3757,53.248
1252,68.128,0.3676,52.813
1253,67.686,0.3808,52.751
1254,66.112,0.3485,54.4
1255,65.785,0.3615,53.518
1256,65.026,0.3618,51.544
1257,64.018,0.3662,53.253
1258,65.562,0.3508,55.043
1259,66.412,0.3601,56.122
1260,66.395,0.3723,57.564
1261,66.801,0.3759,59.542
1262,67.272,0.3836,58.659
1263,66.138,0.3742,60.034
1264,64.507,0.3944,59.73
1265,66.085,0.3601,56.591
1266,67.605,0.3838,56.333
1267,67.08,0.3945,55.983
1268,66.457,0.386,54.939
1269,66.359,0.3613,56.392
1270,65.709,0.377,56.375
1271,66.132,0.3673,57.019
1272,67.111,0.4163,57.403
1273,66.77,0.4063,58.189
1274,68.296,0.4005,57.74
1275,67.621,0.3831,56.678
1276,67.569,0.3988,55.091
1277,70.198,0.3967,56.986
1278,70.785,0.3976,57.42
1279,69.11,0.3703,58.917
1280,68.796,0.3705,58.547
1281,69.783,0.361,56.352
1282,68.772,0.3644,55.677
1283,68.752,0.3725,56.691
1284,68.39,0.3718,57.88
1285,67.937,0.3735,59.189
1286,68.466,0.367,59.475
1287,66.827,0.3586,59.641
1288,66.192,0.3785,60.271
1289,66.248,0.3766,59.566
1290,67.57,0.3618,57.542
1291,66.781,0.3481,59.538
1292,67.476,0.3671,57.86
1293,66.367,0.3779,57.147
1294,66.687,0.3556,56.53
1295,66.464,0.3475,56.964
1296,65.541,0.3457,56.823
1297,66.176,0.3305,56.709
1298,65.78,0.347,58.356
1299,66.364,0.34,57.903
1300,64.876,0.3665,58.251
1301,66.054,0.369,58.287
1302,67.746,0.372,57.175
1303,68.121,0.3674,56.378
1304,68.907,0.382,55.597
1305,68.597,0.388,57.859
1306,68.582,0.3665,58.434
1307,69.826,0.3635,58.365
1308,68.846,0.3663,58.217
1309,66.993,0.3567,58.155
1310,68.561,0.3429,58.544
1311,68.104,0.3536,57.872
1312,68.42,0.3626,57.506
1313,68.691,0.3694,56.836
1314,69.342,0.356,57.113
1315,69.617,0.3591,57.115
1316,69.677,0.3447,56.1
1317,68.228,0.3689,58.088
1318,69.864,0.3594,60.171
1319,69.532,0.334,59.475
1320,70.519,0.3653,60.626
1321,71.656,0.3654,60.615
1322,71.585,0.3685,59.181
1323,70.261,0.3716,59.13
1324,69.824,0.369,59.2
1325,71.206,0.3829,57.463
1326,70.133,0.3748,57.737
1327,71.769,0.364,56.892
1328,69.969,0.3706,56.719
1329,69.658,0.3549,57.679
1330,69.345,0.3687,58.809
1331,68.482,0.3713,57.058
1332,67.473,0.3457,55.061
1333,68.984,0.3577,52.464
1334,68.908,0.3888,53.886
1335,68.017,0.3868,54.385
1336,67.483,0.3925,58.372
1337,69.997,0.3926,57.043
1338,69.745,0.3965,58.845
1339,68.544,0.3844,58.134
1340,67.15,0.3931,57.678
1341,69.173,0.3931,58.67
1342,68.986,0.3978,60.007
1343,68.501,0.3863,59.217
1344,67.41,0.3655,58.557
1345,66.6,0.3699,57.799
1346,67.357,0.3781,57.815
1347,65.818,0.3824,57.536
1348,66.638,0.3981,58.165
1349,67.997,0.3654,58.129
1350,66.941,0.3654,57.331
1351,66.47,0.3552,57.437
1352,67.482,0.3551,55.308
1353,67.385,0.3599,56.517
1354,68.133,0.3598,57.295
1355,69.452,0.3464,57.338
1356,69.292,0.3238,60.285
1357,69.802,0.3519,58.807
1358,70.856,0.3505,59.098
1359,70.343,0.3557,59.674
1360,70.356,0.3513,59.13
1361,70.587,0.332,60.048
1362,71.177,0.3471,59.805
1363,70.95,0.3492,59.23
1364,70.272,0.3578,59.194
1365,71.309,0.3677,59.265
1366,69.531,0.4025,59.374
1367,70.382,0.3814,58.274
1368,71.127,0.4032,59.568
1369,72.146,0.4159,59.559
1370,70.997,0.3979,58.901
1371,71.874,0.4044,57.241
1372,71.018,0.4126,58.107
1373,70.462,0.3967,59.454
1374,71.347,0.4018,59.615
1375,71.26,0.3956,60.663
1376,70.25,0.3685,59.504
1377,71.034,0.3752,59.513
1378,70.55,0.3618,59.451
1379,70.763,0.3577,59.263
1380,69.626,0.3537,60.695
1381,70.487,0.3561,60.276
1382,70.576,0.3637,61.1
1383,69.742,0.3735,60.971
1384,69.198,0.3854,60.929
1385,69.054,0.3917,60.035
1386,69.815,0.3881,57.958
1387,68.32,0.3714,59.105
1388,69.066,0.3692,58.395
1389,68.819,0.3683,59.388
1390,69.136,0.3666,57.802
1391,69.024,0.3639,57.116
1392,68.376,0.3444,58.882
1393,68.044,0.3763,59.615
1394,68.4,0.3821,61.219
1395,67.27,0.3984,60.177
1396,68.116,0.3787,60.722
1397,68.291,0.3913,60.723
1398,68.248,0.3703,61.928
1399,68.635,0.3736,61.703
1400,69.091,0.391,60.746
1401,67.711,0.3837,59.988
1402,66.455,0.3721,60.517
1403,67.228,0.36,61.441
1404,67.34,0.3479,60.657
1405,66.928,0.3685,59.191
1406,66.492,0.3626,59.999
1407,66.619,0.3668,58.997
1408,69.0,0.3739,58.256
1409,68.039,0.3568,59.698
1410,67.309,0.3417,59.628
1411,67.585,0.38,59.569
1412,67.051,0.3763,60.56
1413,68.125,0.3618,59.761
1414,67.381,0.3557,60.507
1415,67.26,0.3568,58.274
1416,66.842,0.3342,60.52
1417,67.513,0.3476,59.978
1418,67.086,0.3526,60.382
1419,67.266,0.3468,61.079
1420,66.35,0.3404,59.845
1421,66.785,0.3395,58.357
1422,65.686,0.3227,59.912
1423,66.57,0.3474,59.301
1424,66.548,0.3349,60.689
1425,65.956,0.3471,60.273
1426,66.616,0.3605,60.88
1427,66.982,0.3679,59.623
1428,68.118,0.3704,59.85
1429,69.061,0.3528,60.526
1430,68.602,0.3676,60.763
1431,68.04,0.3661,57.707
1432,68.029,0.3317,56.153
1433,68.395,0.3192,55.019
1434,68.834,0.3445,57.175
1435,67.642,0.334,59.46
1436,69.326,0.337,57.65
1437,70.021,0.3399,57.903
1438,69.243,0.3416,59.223
1439,69.087,0.3554,60.19
1440,70.04,0.3464,60.503
1441,69.339,0.336,61.151
1442,69.233,0.3384,61.413
1443,69.89,0.34,61.625
1444,71.391,0.347,60.827
1445,71.77,0.3666,60.633
1446,71.141,0.3563,60.658
1447,71.323,0.3508,60.489
1448,71.621,0.3424,60.361
1449,71.042,0.3481,60.389
1450,71.515,0.3413,60.363
1451,72.129,0.3445,59.681
1452,72.177,0.3365,59.888
1453,71.629,0.3549,58.919
1454,70.89,0.3344,57.55
1455,69.901,0.319,56.802
1456,70.371,0.3221,58.457
1457,70.747,0.3146,61.402
1458,72.305,0.3217,60.3
1459,71.964,0.3229,60.396
1460,70.342,0.3264,62.956
1461,69.933,0.3543,62.518
1462,69.783,0.3597,62.265
1463,69.675,0.3506,63.33
1464,70.159,0.3525,61.593
1465,69.584,0.3518,62.449
1466,69.955,0.3741,63.161
1467,71.12,0.3881,62.475
1468,72.18,0.3768,62.717
1469,70.855,0.3844,62.677
1470,69.855,0.3846,63.563
1471,70.692,0.3672,64.264
1472,71.196,0.3653,63.446
1473,69.101,0.375,61.06
1474,69.613,0.3667,61.005
1475,69.338,0.3943,60.0
1476,69.016,0.3447,59.813
1477,70.701,0.348,59.697
1478,70.642,0.352,60.044
1479,72.847,0.327,58.435
1480,71.408,0.3329,58.636
1481,70.126,0.3153,57.547
1482,71.33,0.3029,59.945
1483,71.738,0.3066,59.965
1484,72.761,0.3125,60.479
1485,72.646,0.2902,59.853
1486,72.471,0.3077,60.47
1487,71.936,0.3302,58.824
1488,71.308,0.3344,61.438
1489,71.751,0.3335,61.688
1490,71.362,0.33,61.751
1491,70.229,0.3301,61.69
1492,70.498,0.3493,62.347
1493,71.229,0.3654,61.647
1494,71.483,0.3654,61.281
1495,71.06,0.3263,63.038
1496,70.467,0.3582,60.983
1497,69.903,0.3735,60.434
1498,70.565,0.3438,60.808
1499,70.529,0.3512,60.041
1500,72.443,0.3592,59.788
1501,72.843,0.3514,61.008
1502,71.948,0.3516,60.73
1503,71.253,0.3177,61.333
1504,70.546,0.3223,62.903
1505,71.979,0.3511,63.584
1506,71.092,0.342,63.905
1507,70.503,0.3156,62.255
1508,70.581,0.3258,60.931
1509,70.408,0.3316,60.76
1510,70.842,0.3298,59.705
1511,70.416,0.3145,58.854
1512,70.858,0.3224,57.685
1513,70.424,0.3477,58.911
1514,71.108,0.3383,58.658
1515,71.045,0.3151,58.034
1516,70.027,0.3327,59.265
1517,70.272,0.3661,58.972
1518,71.49,0.3169,57.725
1519,71.386,0.3257,58.467
1520,71.358,0.3159,59.359
1521,71.002,0.3237,60.384
1522,70.625,0.3381,60.708
1523,70.1,0.3442,61.338
1524,69.964,0.3399,61.063
1525,70.288,0.3536,61.481
1526,71.501,0.3626,61.626
1527,70.199,0.3674,62.313
1528,71.091,0.3687,63.264
1529,72.897,0.3714,62.918
1530,72.19,0.3788,62.389
1531,70.831,0.3862,64.474
1532,70.358,0.3676,63.227
1533,69.665,0.3846,64.974
1534,70.766,0.3653,65.094
1535,70.752,0.3772,63.062
1536,71.681,0.3822,63.353
1537,71.579,0.3582,63.448
1538,73.332,0.3519,60.422
1539,72.364,0.329,60.539
1540,71.667,0.355,60.792
1541,71.032,0.356,61.045
1542,70.963,0.3572,61.167
1543,71.42,0.3392,60.809
1544,71.758,0.3487,61.843
1545,71.171,0.3486,64.831
1546,69.078,0.3685,63.824
1547,68.933,0.4028,61.451
1548,69.344,0.3981,60.873
1549,70.637,0.3602,60.687
1550,69.682,0.3552,62.164
1551,71.899,0.3669,62.742
1552,71.307,0.3576,63.467
1553,73.023,0.3561,63.385
1554,72.884,0.3605,62.137
1555,73.094,0.3252,62.433
1556,74.574,0.3316,62.171
1557,73.917,0.3305,61.917
1558,72.734,0.347,60.464
1559,71.25,0.3212,59.574
1560,71.799,0.3281,58.757
1561,71.186,0.3236,59.502
1562,70.006,0.3352,59.926
1563,70.638,0.3216,60.589
1564,71.039,0.3194,61.635
1565,71.501,0.2988,59.95
1566,71.824,0.3447,59.808
1567,72.862,0.3502,57.69
1568,74.38,0.354,58.915
1569,74.013,0.3306,60.059
1570,73.173,0.3132,60.939
1571,74.11,0.3205,63.126
1572,72.169,0.2982,62.282
1573,72.647,0.2697,61.984
1574,73.886,0.2674,63.699
1575,74.767,0.2599,62.364
1576,74.193,0.2817,61.984
1577,73.899,0.2909,63.608
1578,73.341,0.2817,63.01
1579,72.736,0.2924,64.996
1580,73.787,0.3045,64.844
1581,72.908,0.2886,65.482
1582,73.801,0.3189,64.83
1583,74.233,0.331,65.47
1584,73.46,0.3173,65.198
1585,72.491,0.32,64.047
1586,72.955,0.3266,61.693
1587,71.953,0.3236,62.428
1588,71.633,0.3346,62.522
1589,71.842,0.3443,61.823
1590,71.581,0.3375,61.814
1591,72.191,0.3495,60.697
1592,70.628,0.3498,61.416
1593,69.294,0.3215,62.124
1594,69.85,0.3183,63.407
1595,69.852,0.3076,64.03
1596,68.752,0.2986,62.573
1597,68.958,0.2964,60.999
1598,69.688,0.2864,61.006
1599,70.38,0.2971,61.721
1600,70.127,0.3035,63.67
1601,70.211,0.3119,62.91
1602,70.013,0.2955,62.884
1603,72.119,0.2888,63.2
1604,73.521,0.2922,64.551
1605,71.646,0.2668,64.991
1606,71.032,0.2905,63.268
1607,72.266,0.2717,61.255
1608,71.487,0.3045,62.8
1609,70.534,0.2792,62.849
1610,71.627,0.3194,61.658
1611,71.059,0.3212,63.924
1612,71.049,0.317,65.319
1613,72.406,0.3225,61.492
1614,72.713,0.3491,63.822
1615,73.264,0.3185,64.705
1616,73.306,0.3081,62.768
1617,74.647,0.32,62.611
1618,75.322,0.3327,62.248
1619,75.368,0.3093,62.897
1620,76.095,0.3184,65.509
1621,76.219,0.3,62.351
1622,75.866,0.3147,63.552
1623,74.868,0.326,63.776
1624,74.796,0.347,64.419
1625,75.135,0.3459,65.395
1626,75.593,0.3359,64.09
1627,74.966,0.3395,64.566
1628,74.441,0.3417,64.826
1629,74.006,0.3363,62.777
1630,75.115,0.353,62.856
1631,75.135,0.3382,62.288
1632,74.646,0.3367,61.047
1633,74.541,0.3379,61.469
1634,74.332,0.3451,61.688
1635,73.127,0.3447,61.619
1636,72.47,0.3595,62.446
1637,72.574,0.3635,63.033
1638,71.804,0.3526,64.31
1639,70.773,0.3681,63.574
1640,70.51,0.3468,66.303
1641,72.273,0.3637,65.156
1642,72.731,0.3594,65.889
1643,72.811,0.3604,68.416
1644,72.748,0.3465,67.205
1645,72.485,0.3641,67.283
1646,73.054,0.3337,68.399
1647,72.912,0.333,65.468
1648,72.654,0.31,66.017
1649,74.222,0.301,63.823
1650,73.331,0.2999,62.934
1651,73.552,0.292,64.209
1652,73.348,0.3027,65.087
1653,74.389,0.3029,64.098
1654,74.035,0.3309,63.214
1655,74.732,0.2948,64.722
1656,73.588,0.3046,62.742
1657,75.365,0.2903,63.899
1658,73.632,0.3113,63.461
1659,73.77,0.286,62.243
1660,74.262,0.2883,64.808
1661,73.494,0.3063,65.21
1662,73.395,0.3141,66.749
1663,74.313,0.2845,65.561
1664,73.903,0.2841,66.813
1665,73.123,0.2832,67.771
1666,74.992,0.2699,67.189
1667,74.319,0.2789,65.122
1668,72.807,0.2861,65.522
1669,72.265,0.2656,66.021
1670,71.568,0.2684,64.661
1671,71.918,0.2586,64.334
1672,72.417,0.2791,64.776
1673,72.431,0.2981,64.217
1674,72.207,0.2837,64.716
1675,72.78,0.3015,65.529
1676,73.511,0.3133,65.015
1677,70.605,0.2904,63.903
1678,70.816,0.2755,63.323
1679,71.683,0.2752,64.493
1680,73.452,0.2973,66.131
1681,72.935,0.2954,64.814
1682,72.651,0.2886,63.317
1683,71.812,0.2744,62.732
1684,71.338,0.275,64.226
1685,71.716,0.2693,64.102
1686,72.738,0.2859,64.427
1687,70.958,0.2877,64.057
1688,73.118,0.2911,63.578
1689,73.703,0.2924,63.755
1690,73.761,0.3008,65.343
1691,74.227,0.2912,65.707
1692,75.521,0.2909,64.041
1693,76.127,0.2783,62.266
1694,75.174,0.2872,64.248
1695,74.652,0.2926,62.421
1696,74.728,0.2929,63.392
1697,72.911,0.2923,63.834
1698,73.689,0.2903,66.06
1699,72.933,0.311,64.063
1700,73.839,0.2781,61.956
1701,74.324,0.3139,61.214
1702,74.241,0.2933,59.609
1703,74.988,0.2937,61.841
1704,73.327,0.2934,62.888
1705,74.048,0.306,63.854
1706,73.401,0.291,64.779
1707,72.348,0.2964,65.709
1708,71.988,0.315,66.27
1709,72.535,0.3093,67.332
1710,72.464,0.2932,65.798
1711,72.106,0.3079,64.624
1712,73.713,0.3046,64.316
1713,74.096,0.2999,63.263
1714,73.961,0.2991,64.297
1715,74.829,0.3005,64.035
1716,75.245,0.286,63.329
1717,74.359,0.287,61.03
1718,74.07,0.2908,60.876
1719,74.192,0.2931,60.084
1720,73.537,0.284,62.589
1721,74.297,0.2918,60.099
1722,73.153,0.3119,60.155
1723,72.965,0.3194,59.574
1724,73.716,0.3051,62.74
1725,73.61,0.318,61.461
1726,73.36,0.3011,61.329
1727,73.146,0.3231,63.748
1728,73.845,0.2989,63.261
1729,73.46,0.2902,62.677
1730,74.952,0.2666,63.354
1731,73.058,0.2543,61.026
1732,72.594,0.2791,63.568
1733,72.851,0.2863,62.342
1734,71.977,0.2805,62.026
1735,71.001,0.2927,63.023
1736,71.485,0.3042,63.658
1737,72.094,0.3237,62.808
1738,70.92,0.3405,63.486
1739,70.85,0.3253,63.406
1740,70.933,0.3257,62.909
1741,71.107,0.3111,63.71
1742,69.706,0.3242,63.992
1743,70.277,0.2949,63.797
1744,69.487,0.319,62.895
1745,69.915,0.31,63.841
1746,68.741,0.3077,63.938
1747,70.827,0.3148,64.774
1748,70.717,0.349,65.765
1749,70.159,0.3455,67.396
1750,70.05,0.3306,66.395
1751,71.16,0.3285,68.106
1752,71.072,0.3063,68.596
1753,70.1,0.2906,68.42
1754,69.188,0.3064,68.136
1755,69.22,0.313,66.783
1756,69.75,0.3151,68.237
1757,70.234,0.3048,65.851
1758,70.33,0.3147,63.447
1759,70.771,0.3182,63.408
1760,71.268,0.3043,62.994
1761,70.469,0.3087,63.868
1762,71.323,0.3081,63.844
1763,69.889,0.3307,62.099
1764,70.905,0.3211,64.672
1765,72.142,0.3054,65.078
1766,72.343,0.2925,66.817
1767,73.179,0.2763,67.122
1768,74.446,0.2878,69.603
1769,73.795,0.2849,71.387
1770,74.77,0.2603,69.717
1771,75.242,0.2801,68.268
1772,74.326,0.2788,67.513
1773,73.142,0.2702,66.3
1774,73.271,0.2809,68.163
1775,72.79,0.2752,66.152
1776,72.904,0.2787,62.815
1777,71.824,0.2937,62.374
1778,72.461,0.2682,63.665
1779,72.231,0.3013,62.781
1780,71.575,0.294,63.168
1781,70.952,0.2854,66.102
1782,71.244,0.2843,67.161
1783,71.1,0.2802,64.62
1784,70.318,0.2924,62.651
1785,70.782,0.3128,61.802
1786,70.561,0.2948,62.986
1787,71.588,0.2795,62.271
1788,70.603,0.2672,63.384
1789,69.692,0.2795,62.822
1790,70.01,0.3013,62.321
1791,68.977,0.2786,65.436
1792,69.828,0.3075,65.434
1793,72.025,0.3097,64.773
1794,72.583,0.3084,64.664
1795,71.293,0.2924,65.045
1796,72.21,0.2935,67.341
1797,70.507,0.2963,65.526
1798,71.463,0.2895,65.834
1799,71.413,0.2925,68.318
1800,72.222,0.2711,66.868
1801,72.075,0.2779,64.167
1802,71.817,0.2773,64.634
1803,72.372,0.2906,66.131
1804,73.816,0.2865,64.285
1805,73.781,0.298,63.54
1806,71.502,0.2756,62.289
1807,72.933,0.2708,61.919
1808,73.69,0.2897,66.391
1809,73.546,0.294,66.566
1810,72.067,0.2918,67.568
1811,73.335,0.2844,68.991
1812,73.155,0.2934,68.002
1813,72.838,0.2716,65.371
1814,74.935,0.2811,67.342
1815,76.047,0.2788,67.472
1816,76.758,0.2686,67.384
1817,75.513,0.2815,65.513
