Episode,mIoU,Geo_MAE,Success_Rate
935,70.753,0.4514,62.553
936,69.062,0.449,62.71
937,69.21,0.4476,64.891
938,70.298,0.429,66.161
939,71.209,0.4322,65.977
940,71.472,0.4324,67.398
941,70.308,0.4197,64.986
942,69.837,0.4267,66.153
943,70.127,0.4104,66.94
944,70.265,0.4122,66.72
945,69.743,0.3997,66.882
946,69.72,0.4097,65.147
947,70.784,0.4343,64.951
948,71.225,0.4164,65.837
949,71.76,0.4081,65.837
950,71.842,0.4178,63.493
951,70.895,0.4134,65.302
952,71.616,0.4031,66.09
953,71.467,0.4131,65.803
954,71.235,0.4146,64.451
955,72.004,0.4127,64.854
956,71.821,0.4153,65.528
957,70.87,0.401,65.549
958,72.003,0.4047,64.178
959,71.48,0.3998,62.371
960,71.914,0.3982,60.222
961,72.08,0.4032,60.063
962,71.105,0.4072,61.792
963,72.117,0.3906,63.395
964,70.898,0.3785,63.819
965,72.136,0.3913,62.995
966,72.562,0.4013,63.934
967,72.829,0.4096,64.911
968,72.345,0.3975,64.692
969,71.121,0.4043,64.586
970,71.313,0.4293,66.055
971,71.539,0.4095,67.221
972,72.601,0.422,67.839
973,71.188,0.4216,67.72
974,70.762,0.4077,65.766
975,71.729,0.3989,66.369
976,71.99,0.3822,66.254
977,71.667,0.391,64.002
978,71.559,0.3746,64.486
979,72.602,0.3625,63.99
980,71.666,0.3787,64.716
981,72.14,0.37,67.089
982,72.406,0.3733,67.782
983,74.442,0.3662,66.553
984,74.578,0.3748,65.134
985,73.525,0.3862,64.676
986,71.844,0.3811,64.259
987,71.545,0.3966,64.509
988,72.46,0.4148,62.453
989,72.221,0.407,61.56
990,71.617,0.4128,61.316
991,70.818,0.404,63.048
992,72.201,0.4322,64.257
993,71.822,0.4072,65.631
994,71.646,0.3987,66.569
995,71.512,0.3847,63.056
996,71.785,0.3866,63.093
997,69.979,0.3642,64.347
998,69.833,0.3802,62.871
999,72.558,0.3762,62.443
1000,72.19,0.4033,62.278
1001,72.745,0.4117,61.561
1002,72.314,0.418,62.309
1003,71.66,0.4105,62.898
1004,71.147,0.399,63.903
1005,71.211,0.3902,66.803
1006,72.649,0.4032,65.274
1007,71.893,0.4207,65.267
1008,71.393,0.421,65.412
1009,71.179,0.4202,64.875
1010,71.255,0.4298,66.198
1011,71.537,0.4291,63.616
1012,71.048,0.421,63.677
1013,69.933,0.4001,65.796
1014,70.747,0.4037,66.468
1015,71.642,0.4015,65.788
1016,73.026,0.3819,66.152
1017,71.63,0.409,66.784
1018,69.265,0.4134,64.811
1019,68.535,0.4173,65.85
1020,67.665,0.4156,64.342
1021,67.719,0.4137,64.89
1022,68.899,0.3966,62.993
1023,70.064,0.3986,62.917
1024,70.233,0.413,62.07
1025,71.106,0.421,62.523
1026,70.901,0.4134,63.827
1027,70.212,0.4157,64.208
1028,71.933,0.4117,66.17
1029,72.483,0.4026,63.784
1030,71.847,0.4249,65.059
1031,71.445,0.4229,65.678
1032,71.828,0.4295,64.15
1033,73.638,0.4502,65.003
1034,73.761,0.4383,62.619
1035,73.791,0.4188,65.309
1036,74.467,0.4333,63.962
1037,74.311,0.4165,64.102
1038,73.5,0.393,65.452
1039,73.108,0.3953,65.662
1040,72.43,0.3714,65.225
1041,71.836,0.3735,64.33
1042,70.894,0.3827,64.878
1043,71.945,0.3838,64.575
1044,71.019,0.3972,63.88
1045,70.819,0.4055,66.102
1046,70.872,0.4112,65.831
1047,70.395,0.3713,66.078
1048,72.239,0.3738,63.515
1049,71.716,0.3761,63.079
1050,72.03,0.3662,64.936
1051,73.107,0.3905,65.467
1052,73.63,0.3737,66.076
1053,73.221,0.3824,66.234
1054,72.628,0.393,65.641
1055,74.27,0.381,64.827
1056,74.661,0.3777,64.522
1057,75.885,0.3817,65.098
1058,75.536,0.3789,63.732
1059,75.653,0.3782,63.615
1060,74.146,0.3863,63.894
1061,72.324,0.3763,63.699
1062,72.046,0.3668,65.729
1063,71.039,0.3614,66.419
1064,71.839,0.3565,67.082
1065,71.861,0.3454,68.027
1066,74.404,0.3613,65.975
1067,74.117,0.3748,64.795
1068,74.225,0.3677,63.938
1069,73.867,0.3903,66.29
1070,71.654,0.3883,65.067
1071,72.694,0.3758,65.228
1072,73.75,0.3822,66.826
1073,73.753,0.3789,68.107
1074,72.321,0.3889,66.533
1075,73.256,0.3764,65.782
1076,73.106,0.355,66.574
1077,73.123,0.3359,66.089
1078,73.05,0.3283,66.082
1079,72.335,0.3336,66.842
1080,71.769,0.3405,68.403
1081,72.251,0.3581,65.13
1082,73.021,0.3656,63.707
1083,73.053,0.3822,62.663
1084,74.881,0.4006,63.695
1085,74.861,0.392,62.82
1086,73.6,0.4044,61.82
1087,73.059,0.4023,62.569
1088,73.929,0.3966,62.029
1089,73.592,0.3943,62.81
1090,73.897,0.4169,64.772
1091,75.771,0.414,66.53
1092,75.734,0.3679,68.523
1093,75.347,0.3928,66.345
1094,76.09,0.3871,65.72
1095,76.084,0.3959,65.157
1096,75.594,0.4299,66.202
1097,75.095,0.4213,65.914
1098,75.107,0.4073,66.673
1099,76.684,0.4069,66.754
1100,75.14,0.4051,68.513
1101,74.929,0.3966,67.379
1102,73.691,0.3844,67.541
1103,73.131,0.3853,68.17
1104,73.073,0.3844,68.824
1105,73.836,0.4009,68.638
1106,75.107,0.3867,68.929
1107,76.084,0.387,67.745
1108,74.556,0.3722,69.337
1109,73.227,0.3775,70.137
1110,72.425,0.3606,70.431
1111,73.655,0.3706,69.189
1112,74.226,0.3678,68.38
1113,73.748,0.3663,68.294
1114,73.32,0.3509,67.162
1115,73.141,0.3541,68.746
1116,75.041,0.3424,67.774
1117,76.535,0.3564,67.283
1118,75.206,0.3686,67.883
1119,74.022,0.363,69.154
1120,72.589,0.3904,69.7
1121,72.19,0.3873,71.371
1122,71.309,0.396,70.315
1123,71.524,0.3954,68.344
1124,72.183,0.3807,67.982
1125,72.963,0.3821,66.362
1126,74.23,0.3806,66.207
1127,73.469,0.3948,67.061
1128,73.188,0.3949,66.252
1129,73.079,0.3852,63.761
1130,74.452,0.3887,64.434
1131,75.443,0.4029,66.476
1132,75.736,0.3919,67.986
1133,75.247,0.4006,67.537
1134,75.686,0.4114,69.236
1135,75.62,0.3992,70.139
1136,76.417,0.39,70.688
1137,76.658,0.3909,71.328
1138,75.883,0.3893,72.79
1139,74.802,0.3667,72.234
1140,73.683,0.3847,70.418
1141,74.094,0.3872,68.795
1142,74.522,0.393,70.607
1143,74.317,0.3743,68.967
1144,73.549,0.3697,67.938
1145,72.849,0.3952,67.783
1146,73.348,0.3776,67.981
1147,72.787,0.3958,65.967
1148,74.071,0.4038,66.874
1149,73.523,0.4178,66.431
1150,72.878,0.4172,69.035
1151,72.829,0.3941,68.932
1152,74.169,0.412,69.997
1153,75.398,0.4147,70.41
1154,75.128,0.4197,69.182
1155,75.736,0.3946,66.954
1156,75.721,0.3968,65.229
1157,75.267,0.3951,63.519
1158,74.814,0.3822,63.913
1159,74.255,0.3769,64.515
1160,74.909,0.3534,64.966
1161,75.245,0.3432,66.111
1162,74.519,0.358,68.547
1163,75.116,0.3517,67.368
1164,75.07,0.3523,66.945
1165,75.418,0.3444,68.315
1166,75.503,0.3571,68.638
1167,75.571,0.3835,66.806
1168,75.783,0.3733,67.542
1169,76.908,0.3866,67.186
1170,75.758,0.3842,67.877
1171,76.153,0.3832,65.781
1172,75.797,0.4013,66.833
1173,75.433,0.3796,66.512
1174,75.485,0.3913,68.415
1175,76.598,0.3754,68.67
1176,76.838,0.3619,68.723
1177,77.204,0.3647,68.649
1178,77.169,0.3729,70.696
1179,76.713,0.3808,71.277
1180,76.257,0.3761,70.619
1181,73.808,0.3578,69.255
1182,73.117,0.345,68.514
1183,73.905,0.3439,69.716
1184,74.855,0.3504,70.326
1185,75.247,0.3598,70.253
1186,77.054,0.3698,72.307
1187,76.029,0.3486,71.241
1188,75.431,0.3592,70.923
1189,74.887,0.378,72.76
1190,74.905,0.3623,73.878
1191,73.342,0.3628,72.098
1192,73.863,0.3607,71.22
1193,75.145,0.3611,69.126
1194,75.475,0.3718,70.506
1195,75.866,0.3712,68.744
1196,76.663,0.3664,69.337
1197,75.88,0.3667,70.47
1198,76.413,0.3507,71.173
1199,77.58,0.3438,72.949
1200,75.863,0.327,69.911
1201,75.089,0.3275,69.225
1202,76.619,0.33,69.805
1203,77.056,0.3518,71.113
1204,76.441,0.3553,72.644
1205,77.409,0.3336,71.444
1206,77.916,0.3433,71.906
1207,79.48,0.3427,71.999
1208,78.084,0.3362,72.263
1209,77.639,0.3622,71.713
1210,75.476,0.368,71.226
1211,74.97,0.3875,72.108
1212,73.798,0.3631,71.443
1213,74.474,0.364,70.876
1214,74.011,0.3578,71.002
1215,75.36,0.3463,71.032
1216,74.048,0.3372,72.14
1217,74.542,0.3686,71.929
1218,75.319,0.362,70.219
1219,74.872,0.3498,70.926
1220,74.629,0.3115,72.007
1221,73.299,0.3218,72.015
1222,71.735,0.339,74.028
1223,72.848,0.3352,73.472
1224,73.69,0.3518,72.381
1225,73.321,0.3274,72.265
1226,74.077,0.344,71.086
1227,74.768,0.3385,70.587
1228,73.414,0.3463,70.118
1229,72.998,0.3373,71.188
1230,74.907,0.3532,72.866
1231,74.109,0.3623,71.692
1232,75.048,0.3535,73.023
1233,74.357,0.3648,71.131
1234,76.233,0.3661,70.804
1235,75.583,0.348,72.33
1236,75.432,0.3501,70.334
1237,74.706,0.3596,71.273
1238,74.552,0.352,69.876
1239,74.931,0.3491,70.134
1240,74.655,0.3436,69.351
1241,74.435,0.3444,68.627
1242,75.332,0.3575,68.51
1243,74.6,0.358,67.984
1244,74.892,0.3521,68.739
1245,74.507,0.3764,66.928
1246,74.547,0.3632,68.352
1247,75.949,0.3559,69.215
1248,77.806,0.3736,69.712
1249,77.584,0.3734,67.627
1250,78.089,0.3582,68.186
1251,78.177,0.3597,67.196
1252,78.304,0.3289,67.102
1253,78.458,0.3376,68.478
1254,76.367,0.3391,67.851
1255,75.26,0.3283,69.947
1256,74.615,0.3211,69.544
1257,74.358,0.3114,69.664
1258,74.081,0.306,71.007
1259,74.197,0.3179,72.019
1260,75.825,0.3218,71.663
1261,74.202,0.3181,73.876
1262,74.389,0.3071,74.676
1263,74.898,0.3206,74.063
1264,75.649,0.3436,73.076
1265,75.332,0.3396,72.572
1266,74.295,0.3254,71.582
1267,74.595,0.3466,71.063
1268,75.32,0.3528,70.2
1269,73.632,0.3475,70.68
1270,72.893,0.3498,70.104
1271,74.535,0.3513,69.927
1272,74.428,0.3232,69.995
1273,75.645,0.3223,69.397
1274,74.939,0.3321,70.841
1275,75.553,0.3398,69.922
1276,74.653,0.3352,68.168
1277,74.646,0.326,70.335
1278,75.957,0.3243,68.339
1279,75.919,0.3049,68.473
1280,75.976,0.2963,68.154
1281,76.354,0.3264,70.157
1282,76.258,0.3115,69.124
1283,76.636,0.2987,70.818
1284,74.918,0.2575,71.211
1285,75.892,0.2673,72.628
1286,76.048,0.2804,73.867
1287,75.949,0.293,73.937
1288,75.246,0.3304,73.192
1289,75.709,0.3286,71.839
1290,75.871,0.3448,71.565
1291,76.428,0.3583,73.145
1292,75.3,0.3685,73.387
1293,74.128,0.3767,71.522
1294,73.841,0.3734,71.567
1295,74.816,0.3466,71.439
1296,74.471,0.3467,71.415
1297,75.144,0.3531,71.476
1298,73.628,0.375,72.731
1299,74.336,0.3779,72.211
1300,74.694,0.3757,72.22
1301,74.812,0.3753,72.345
1302,75.664,0.3853,72.987
1303,75.395,0.3564,72.075
1304,75.325,0.3501,71.717
1305,75.13,0.3615,70.414
1306,76.102,0.3568,70.4
1307,76.941,0.3527,70.771
1308,76.335,0.3415,69.223
1309,76.559,0.3537,70.197
1310,77.445,0.3491,72.233
1311,77.31,0.3467,72.361
1312,76.696,0.3433,71.026
1313,78.03,0.3432,70.874
1314,76.752,0.3352,69.995
1315,76.264,0.3417,70.065
1316,74.451,0.3685,71.633
1317,75.471,0.3742,71.853
1318,76.703,0.3574,70.131
1319,76.08,0.3491,70.341
1320,76.014,0.3384,70.17
1321,76.458,0.3405,70.028
1322,76.177,0.3391,69.05
1323,76.285,0.35,68.66
1324,77.323,0.3301,67.244
1325,75.991,0.309,68.476
1326,77.585,0.3427,70.344
1327,77.315,0.3294,70.776
1328,78.258,0.3381,70.369
1329,76.433,0.3348,71.151
1330,76.039,0.3251,70.525
1331,76.42,0.3402,71.941
1332,76.701,0.3316,72.357
1333,76.654,0.3067,73.63
1334,74.114,0.2938,73.677
1335,74.538,0.291,73.642
1336,74.579,0.3037,72.474
1337,74.799,0.3357,72.242
1338,75.624,0.3343,72.8
1339,75.522,0.3287,73.073
1340,75.914,0.3591,73.117
1341,76.718,0.3338,73.554
1342,76.09,0.3318,72.906
1343,77.152,0.3204,71.954
1344,77.39,0.3296,70.977
1345,77.442,0.3453,70.516
1346,76.025,0.3346,71.998
1347,76.523,0.3455,73.395
1348,76.627,0.3501,72.055
1349,75.959,0.3457,72.616
1350,77.294,0.3406,72.928
1351,76.935,0.3476,73.295
1352,75.155,0.3577,71.406
1353,74.71,0.3634,72.949
1354,74.745,0.351,73.251
1355,75.733,0.3539,74.022
1356,76.48,0.3393,72.378
1357,77.656,0.3319,71.716
1358,78.445,0.3383,71.581
1359,77.684,0.3296,72.203
1360,77.213,0.3353,72.059
1361,77.57,0.3208,70.626
1362,79.54,0.3124,71.661
1363,78.882,0.329,72.031
1364,78.864,0.3316,71.028
1365,78.809,0.334,72.107
1366,78.387,0.3197,71.891
1367,77.907,0.3004,69.969
1368,76.633,0.3217,69.362
1369,77.754,0.3272,70.478
1370,77.52,0.3239,69.84
1371,77.312,0.3246,69.998
1372,76.88,0.3121,72.422
1373,77.059,0.3128,73.05
1374,77.772,0.2874,71.449
1375,77.77,0.2742,73.056
1376,77.755,0.2992,74.346
1377,76.775,0.3162,73.187
1378,76.39,0.3247,72.445
1379,76.939,0.3092,72.124
1380,75.673,0.3095,73.206
1381,75.931,0.3002,72.448
1382,77.009,0.2936,70.52
1383,76.811,0.3256,72.217
1384,77.465,0.3147,74.889
1385,77.955,0.3104,73.091
1386,77.47,0.3205,71.989
1387,77.176,0.3255,72.035
1388,77.553,0.3254,72.648
1389,76.652,0.3112,73.457
1390,75.972,0.3232,73.655
1391,76.967,0.333,73.908
1392,76.765,0.3521,72.967
1393,77.13,0.3408,73.875
1394,77.373,0.3487,73.963
1395,76.219,0.3449,72.84
1396,76.289,0.3133,72.798
1397,74.959,0.3229,73.123
1398,75.117,0.322,74.978
1399,76.249,0.3038,73.654
1400,75.677,0.2843,73.658
1401,75.572,0.2734,72.457
1402,74.175,0.2903,73.006
1403,75.16,0.2966,71.9
1404,76.182,0.2963,73.791
1405,77.024,0.2902,73.577
1406,77.095,0.303,71.834
1407,77.295,0.3129,71.14
1408,76.404,0.3049,70.899
1409,76.82,0.3149,71.39
1410,75.596,0.2885,70.849
1411,76.377,0.2956,70.666
1412,76.276,0.3109,70.258
1413,76.226,0.2968,71.076
1414,77.133,0.3115,71.803
1415,78.281,0.3146,71.707
1416,77.295,0.3231,72.791
1417,76.085,0.3196,72.172
1418,76.881,0.3053,72.774
1419,76.902,0.3068,72.983
1420,78.604,0.2892,73.358
1421,79.167,0.2861,73.464
1422,79.709,0.3172,73.998
1423,78.105,0.3135,74.883
1424,78.93,0.3071,74.239
1425,78.293,0.3049,74.834
1426,78.266,0.3201,75.025
1427,78.422,0.3244,74.69
1428,77.663,0.3097,74.391
1429,76.133,0.3058,74.461
1430,77.866,0.3258,73.846
1431,78.368,0.3093,74.411
1432,76.917,0.3036,76.481
1433,78.832,0.2985,77.265
1434,79.09,0.2767,75.843
1435,79.002,0.294,76.428
1436,80.024,0.3065,75.897
1437,79.095,0.2821,76.559
1438,79.416,0.2872,76.907
1439,77.97,0.292,75.911
1440,78.692,0.3243,75.773
1441,76.964,0.2888,75.633
1442,75.782,0.2756,77.108
1443,74.923,0.2861,76.937
1444,75.738,0.2941,76.752
1445,76.043,0.3109,77.252
1446,76.469,0.2848,76.178
1447,77.549,0.3006,75.586
1448,77.147,0.3073,72.822
1449,78.973,0.3238,72.555
1450,77.765,0.328,74.355
1451,78.61,0.309,76.135
1452,79.029,0.3166,75.998
1453,78.205,0.2964,76.14
1454,77.785,0.2883,76.932
1455,77.911,0.2909,74.539
1456,78.477,0.2885,71.967
1457,77.712,0.295,71.396
1458,77.926,0.2878,72.465
1459,77.946,0.2943,71.397
1460,77.495,0.2896,72.021
1461,76.688,0.2873,73.251
1462,76.883,0.2947,73.304
1463,76.37,0.2901,73.873
1464,75.237,0.2571,73.546
1465,75.932,0.2653,73.539
1466,75.407,0.2564,72.974
1467,75.502,0.2515,75.232
1468,76.423,0.2546,74.453
1469,76.689,0.2611,74.948
1470,76.606,0.2725,75.997
1471,77.34,0.2626,76.4
1472,77.339,0.2735,75.014
1473,78.207,0.2686,73.685
1474,79.227,0.2533,73.679
1475,80.387,0.2681,73.476
1476,81.146,0.2606,73.093
1477,81.423,0.2644,72.618
1478,82.247,0.2661,73.407
1479,81.637,0.2687,76.075
1480,79.499,0.2801,76.881
1481,81.177,0.3071,77.412
1482,80.883,0.2929,74.754
1483,80.791,0.3134,75.745
1484,79.953,0.3185,74.169
1485,80.872,0.3274,74.145
1486,80.806,0.3526,74.326
1487,80.47,0.3323,73.613
1488,80.643,0.3348,73.32
1489,79.901,0.3268,73.241
1490,79.882,0.3202,73.906
1491,79.987,0.3108,73.664
1492,80.284,0.3145,73.683
1493,80.855,0.3128,72.31
1494,79.977,0.2926,73.171
1495,81.577,0.3065,72.988
1496,79.996,0.3174,71.76
1497,78.686,0.3196,72.802
1498,77.82,0.3119,71.521
1499,76.448,0.3079,69.285
1500,76.882,0.3017,72.136
1501,77.951,0.2864,72.269
1502,77.842,0.2796,73.173
1503,77.586,0.2857,73.795
1504,78.416,0.2843,74.697
1505,78.626,0.3242,75.755
1506,78.933,0.2919,76.262
1507,79.33,0.3211,77.151
1508,78.504,0.3055,78.562
1509,79.234,0.3146,77.566
1510,82.019,0.2942,78.202
1511,81.165,0.3084,76.159
1512,79.439,0.3068,77.36
1513,79.166,0.3035,76.296
1514,79.722,0.2865,76.902
1515,79.271,0.2946,76.485
1516,79.738,0.2965,75.218
1517,79.072,0.2779,75.63
1518,78.765,0.268,77.445
1519,78.272,0.2861,74.68
1520,77.023,0.281,74.387
1521,75.664,0.3006,73.572
1522,76.494,0.3028,73.88
1523,77.694,0.2923,76.098
1524,79.213,0.284,75.509
1525,79.318,0.2867,73.455
1526,80.337,0.2856,73.365
1527,79.431,0.2969,73.721
1528,79.605,0.3036,72.622
1529,79.218,0.3132,73.11
1530,80.961,0.3234,74.565
1531,79.627,0.3227,76.154
1532,80.061,0.321,74.261
1533,80.514,0.3091,74.887
1534,81.063,0.3079,76.392
1535,81.524,0.3013,76.719
1536,80.132,0.2862,74.857
1537,80.841,0.3154,74.926
1538,80.968,0.3243,73.138
1539,80.736,0.3051,75.333
1540,79.798,0.301,74.291
1541,79.351,0.2967,73.005
1542,78.465,0.3048,71.884
1543,78.993,0.3045,73.728
1544,77.892,0.3007,73.996
1545,78.551,0.3039,73.121
1546,76.901,0.2881,73.822
1547,78.303,0.2751,74.35
1548,77.638,0.2785,74.518
1549,75.543,0.2785,76.877
1550,77.648,0.2764,76.258
1551,77.957,0.2908,78.883
1552,77.978,0.3011,79.26
1553,78.104,0.3104,79.28
1554,78.636,0.282,76.544
1555,79.324,0.2862,76.443
1556,78.295,0.3044,77.406
1557,78.542,0.3136,78.868
1558,78.188,0.3305,79.232
1559,78.08,0.3273,79.684
1560,77.861,0.3356,78.16
1561,78.049,0.3358,76.432
1562,77.357,0.3075,76.566
1563,77.176,0.3218,75.645
1564,76.947,0.3072,76.972
1565,77.208,0.3177,76.585
1566,76.674,0.3204,77.725
1567,78.699,0.3045,77.523
1568,78.334,0.2943,77.374
1569,78.396,0.2931,75.86
1570,78.166,0.3049,77.248
1571,77.585,0.3136,77.296
1572,77.478,0.3186,78.31
1573,77.758,0.31,78.323
1574,79.338,0.3334,77.505
1575,77.968,0.3393,77.806
1576,78.335,0.3448,76.131
1577,77.14,0.3417,75.666
1578,77.229,0.3277,75.31
1579,77.273,0.3207,73.745
1580,76.753,0.3224,74.839
1581,77.708,0.3106,75.479
1582,76.328,0.3124,75.383
1583,76.42,0.3174,76.385
1584,77.963,0.303,77.58
1585,77.864,0.2965,78.675
1586,78.405,0.3063,78.095
1587,79.645,0.2999,78.429
1588,80.515,0.2952,77.538
1589,81.36,0.2871,76.652
1590,81.349,0.3073,77.34
1591,81.935,0.3109,77.324
1592,81.933,0.2904,75.664
1593,81.185,0.2875,75.085
1594,80.875,0.2685,76.06
1595,80.236,0.2685,76.33
1596,78.66,0.2731,76.17
1597,78.584,0.2763,75.444
1598,80.386,0.2798,75.765
1599,80.476,0.2768,76.119
1600,80.99,0.2798,77.458
1601,80.323,0.2963,77.261
1602,80.421,0.2996,77.992
1603,80.147,0.288,77.63
1604,79.523,0.2938,77.063
1605,79.577,0.2808,76.609
1606,80.706,0.2919,75.519
1607,80.404,0.3033,74.795
1608,78.998,0.293,74.37
1609,78.684,0.2786,72.903
1610,79.454,0.2786,75.995
1611,79.749,0.2841,73.465
1612,81.673,0.2678,73.947
1613,82.558,0.2898,76.057
1614,81.315,0.2667,76.889
1615,81.023,0.2726,76.885
1616,81.795,0.2608,76.574
1617,81.757,0.2483,75.083
1618,81.936,0.2405,74.08
1619,79.996,0.2325,75.313
1620,80.74,0.2362,76.356
1621,80.403,0.2378,77.088
1622,79.754,0.2464,76.144
1623,80.012,0.246,77.406
1624,80.64,0.265,77.221
1625,80.484,0.2663,77.321
1626,79.365,0.2611,78.208
1627,79.947,0.2709,76.001
1628,79.184,0.2563,75.178
1629,80.101,0.2783,75.532
1630,79.989,0.2773,76.052
1631,80.237,0.2912,75.363
1632,81.243,0.2699,76.185
1633,80.872,0.2855,76.282
1634,81.439,0.2788,75.201
1635,79.17,0.2656,76.83
1636,79.158,0.2614,77.0
1637,79.412,0.2508,79.266
1638,78.594,0.2568,80.217
1639,80.022,0.269,80.448
1640,80.235,0.2646,80.612
1641,79.217,0.2781,79.007
1642,79.762,0.2579,77.426
1643,79.554,0.2559,77.357
1644,78.78,0.2612,77.126
1645,78.848,0.2409,77.737
1646,79.914,0.243,78.673
1647,80.515,0.2479,76.448
1648,79.016,0.2456,77.042
1649,79.215,0.239,76.818
1650,79.186,0.234,76.93
1651,79.081,0.2162,76.785
1652,79.33,0.2368,75.856
1653,78.813,0.2347,76.442
1654,79.392,0.2283,75.06
1655,80.796,0.2278,74.605
1656,79.268,0.228,75.757
1657,79.454,0.2297,76.018
1658,78.645,0.241,75.198
1659,79.781,0.2348,74.177
1660,79.554,0.2575,73.198
1661,78.112,0.2651,73.948
1662,77.571,0.2637,75.203
1663,77.113,0.2502,76.467
1664,77.878,0.2563,77.268
1665,78.532,0.2398,78.692
1666,78.156,0.2505,78.734
1667,78.396,0.2506,76.492
1668,79.207,0.262,76.252
1669,79.063,0.255,78.149
1670,80.65,0.2592,77.424
1671,82.065,0.261,77.916
1672,79.987,0.2382,76.914
1673,79.383,0.249,76.475
1674,78.758,0.2507,79.042
1675,77.35,0.2733,79.432
1676,76.955,0.2657,80.028
1677,78.205,0.2743,80.015
1678,77.813,0.2754,79.989
1679,77.672,0.2706,79.651
1680,80.617,0.2578,82.201
1681,79.363,0.2669,81.594
1682,81.093,0.2679,82.069
1683,81.001,0.2677,82.186
1684,80.184,0.2592,81.996
1685,78.944,0.2567,79.884
1686,79.437,0.2547,77.646
1687,80.481,0.2702,77.285
1688,80.41,0.2909,76.731
1689,79.424,0.2757,74.719
1690,80.765,0.2721,76.491
1691,80.884,0.28,75.305
1692,80.985,0.2733,75.555
1693,79.346,0.2569,76.973
1694,79.137,0.2447,75.493
1695,78.267,0.2269,74.995
1696,79.174,0.2372,76.829
1697,77.998,0.2215,77.374
1698,77.913,0.2341,78.637
1699,77.084,0.2393,79.234
1700,77.392,0.215,79.306
1701,78.06,0.2024,78.135
1702,80.185,0.2138,76.725
1703,79.03,0.2149,79.422
1704,80.103,0.2169,78.693
1705,79.642,0.2252,78.287
1706,80.314,0.2149,76.432
1707,80.623,0.2241,77.208
1708,81.181,0.2407,76.4
1709,80.972,0.2432,75.724
1710,82.193,0.2353,76.456
1711,81.719,0.2312,77.547
1712,80.894,0.2419,77.323
1713,80.638,0.2434,79.49
1714,80.497,0.2388,77.055
1715,80.019,0.2397,77.311
1716,79.736,0.2485,78.308
1717,81.411,0.2376,77.902
1718,81.121,0.2383,78.569
1719,82.006,0.244,78.445
1720,81.818,0.2337,79.801
1721,81.999,0.2508,79.947
1722,83.424,0.2655,77.991
1723,84.669,0.2665,77.439
1724,85.221,0.2638,78.047
1725,85.935,0.2593,76.433
1726,84.745,0.2489,76.426
1727,83.228,0.2546,75.0
1728,83.622,0.2405,75.244
1729,84.614,0.239,76.432
1730,84.119,0.2319,77.904
1731,81.714,0.241,77.49
1732,81.603,0.2326,77.985
1733,81.643,0.2216,79.386
1734,79.484,0.2283,80.756
1735,78.711,0.2382,81.46
1736,78.634,0.2256,78.599
1737,76.793,0.2375,76.953
1738,78.259,0.25,76.707
1739,77.633,0.2635,75.963
1740,77.617,0.2614,77.633
1741,78.291,0.2863,79.175
1742,78.459,0.2957,77.414
1743,78.789,0.2883,77.885
1744,79.685,0.2968,78.886
1745,79.975,0.293,77.039
1746,79.432,0.2848,76.399
1747,79.29,0.2738,77.732
1748,79.468,0.2519,75.669
1749,79.331,0.274,76.905
1750,80.35,0.2689,78.331
1751,78.625,0.2808,80.091
1752,78.939,0.2687,80.586
1753,78.719,0.2613,82.24
1754,79.645,0.247,80.002
1755,81.619,0.2613,79.609
1756,80.963,0.2429,81.592
1757,80.862,0.2534,81.575
1758,81.141,0.2754,80.296
1759,81.941,0.2991,80.355
1760,79.833,0.2797,80.747
1761,80.6,0.2794,80.522
1762,80.332,0.2735,80.537
1763,82.883,0.2901,79.663
1764,83.419,0.2836,79.775
1765,82.828,0.28,77.698
1766,82.065,0.2834,76.992
1767,82.179,0.2465,78.512
1768,81.471,0.2553,77.896
1769,81.045,0.2658,78.624
1770,80.649,0.2707,80.205
1771,80.227,0.2721,81.286
1772,80.002,0.2662,80.522
1773,79.491,0.2607,78.788
1774,80.925,0.2503,77.924
1775,80.43,0.2386,78.461
1776,79.852,0.2449,80.633
1777,80.548,0.2712,81.49
1778,80.594,0.2931,81.691
1779,80.056,0.2762,79.925
1780,77.643,0.2685,80.808
1781,77.42,0.2698,81.313
1782,78.046,0.2791,81.419
1783,78.625,0.2788,81.336
1784,79.537,0.286,81.582
1785,78.76,0.2639,82.716
1786,79.254,0.2655,82.779
1787,79.04,0.2548,81.591
1788,79.107,0.2689,80.373
1789,79.21,0.2489,80.312
1790,80.557,0.2595,79.623
1791,82.128,0.2442,78.967
1792,80.448,0.2429,78.743
1793,80.878,0.2398,78.322
1794,81.032,0.2588,78.1
1795,81.542,0.2436,80.664
1796,81.13,0.2274,81.144
1797,80.858,0.2388,79.033
1798,81.373,0.2432,80.506
1799,81.759,0.2337,79.398
1800,82.113,0.2451,79.347
1801,81.362,0.2369,81.288
1802,79.304,0.2456,83.114
1803,78.225,0.2412,81.831
1804,78.291,0.2401,81.074
1805,79.424,0.2586,80.711
1806,80.021,0.2687,79.183
1807,79.64,0.266,79.53
1808,79.66,0.2669,78.395
1809,79.586,0.2504,78.622
1810,80.081,0.2645,77.931
1811,81.898,0.2381,75.834
1812,82.264,0.2202,78.874
1813,80.985,0.2448,75.745
1814,79.617,0.2071,75.122
1815,80.512,0.2066,75.306
1816,80.132,0.2217,77.434
1817,80.383,0.2236,77.288
