Episode,mIoU,Geo_MAE,Success_Rate
936,60.86,0.5006,45.058
937,61.167,0.4831,45.319
938,62.446,0.5029,45.461
939,61.914,0.5084,45.851
940,62.27,0.4944,45.4
941,62.267,0.496,46.598
942,62.959,0.4932,45.125
943,63.301,0.5035,44.932
944,62.735,0.5166,45.612
945,62.255,0.5046,47.795
946,62.397,0.4821,45.438
947,61.472,0.4728,45.843
948,61.3,0.5074,46.298
949,60.976,0.4942,44.581
950,61.326,0.4824,45.216
951,60.523,0.4962,47.453
952,60.275,0.4909,47.734
953,61.053,0.4712,46.026
954,60.776,0.4812,45.756
955,59.024,0.4638,46.669
956,59.447,0.4751,46.262
957,60.566,0.4753,47.068
958,60.781,0.4735,47.917
959,60.97,0.4908,48.107
960,61.193,0.4632,46.117
961,60.349,0.4917,46.648
962,60.356,0.5012,47.53
963,60.235,0.4952,49.166
964,58.974,0.5009,48.594
965,60.212,0.4756,46.875
966,59.896,0.4951,47.108
967,60.026,0.5043,46.927
968,62.258,0.4888,45.183
969,63.06,0.4811,46.594
970,62.994,0.4805,46.794
971,62.905,0.4535,51.488
972,61.331,0.4585,49.666
973,61.318,0.4649,49.788
974,60.585,0.4524,50.277
975,61.199,0.4649,48.263
976,62.268,0.4663,51.091
977,62.15,0.4882,51.484
978,61.136,0.4853,50.856
979,62.125,0.4704,50.608
980,61.452,0.4646,52.117
981,61.878,0.4368,52.602
982,61.723,0.446,51.962
983,61.984,0.4347,50.122
984,61.181,0.4471,50.631
985,60.993,0.4592,51.537
986,61.847,0.4582,51.092
987,61.477,0.4468,51.938
988,61.925,0.4491,52.238
989,61.616,0.4669,49.856
990,61.289,0.4653,51.269
991,61.909,0.4766,51.426
992,63.376,0.4721,49.73
993,64.965,0.453,50.025
994,65.113,0.4399,49.47
995,65.308,0.463,50.7
996,66.128,0.465,50.227
997,66.519,0.4731,47.958
998,64.066,0.4415,47.483
999,62.513,0.4491,48.551
1000,62.685,0.4606,49.498
1001,61.774,0.4616,49.928
1002,60.11,0.4457,49.253
1003,59.816,0.4422,49.126
1004,60.161,0.4306,49.552
1005,60.251,0.4466,49.936
1006,59.749,0.4409,49.055
1007,60.122,0.4327,48.586
1008,61.461,0.4353,49.843
1009,62.266,0.4416,50.31
1010,61.877,0.4526,49.663
1011,62.198,0.4709,49.436
1012,62.035,0.4518,48.604
1013,61.449,0.4563,49.339
1014,62.5,0.4725,48.883
1015,61.873,0.4592,45.322
1016,62.296,0.442,46.749
1017,63.632,0.4443,46.839
1018,64.462,0.4567,47.879
1019,64.121,0.4622,48.973
1020,64.232,0.4571,47.821
1021,64.309,0.453,47.716
1022,63.266,0.456,46.566
1023,64.115,0.4661,48.397
1024,63.974,0.4502,49.605
1025,64.181,0.4488,51.203
1026,64.287,0.4847,52.07
1027,64.83,0.4755,50.456
1028,65.035,0.4934,50.142
1029,65.476,0.4722,51.108
1030,64.935,0.4828,51.51
1031,63.896,0.4761,51.899
1032,63.845,0.4891,51.248
1033,63.68,0.4906,48.402
1034,64.107,0.4952,48.43
1035,62.82,0.4762,49.309
1036,62.862,0.4761,49.373
1037,63.035,0.4638,49.851
1038,63.025,0.461,48.585
1039,64.903,0.4482,48.672
1040,63.353,0.4549,48.611
1041,64.598,0.4185,47.254
1042,63.256,0.4315,45.921
1043,61.916,0.4546,46.395
1044,61.617,0.4356,47.732
1045,60.498,0.4415,47.048
1046,60.688,0.4351,47.589
1047,60.863,0.4327,48.568
1048,61.398,0.4394,49.422
1049,61.531,0.429,49.404
1050,60.969,0.4361,48.618
1051,59.882,0.443,50.401
1052,61.61,0.4629,50.513
1053,60.577,0.4821,49.647
1054,59.953,0.4539,49.994
1055,60.073,0.4585,51.067
1056,58.577,0.4547,50.909
1057,58.281,0.4414,50.44
1058,59.292,0.4454,48.691
1059,59.284,0.4323,46.728
1060,59.683,0.4409,47.867
1061,60.411,0.448,49.313
1062,61.714,0.4339,49.478
1063,63.089,0.425,50.45
1064,62.265,0.4317,49.467
1065,61.428,0.4405,50.216
1066,61.853,0.4446,48.855
1067,63.337,0.4299,48.166
1068,63.055,0.4505,49.3
1069,63.319,0.4602,48.264
1070,64.754,0.4553,48.687
1071,65.982,0.4519,47.504
1072,63.714,0.4675,47.452
1073,63.144,0.4704,48.159
1074,62.317,0.4614,49.074
1075,62.374,0.4935,50.601
1076,62.064,0.4431,52.278
1077,63.806,0.4568,53.502
1078,63.564,0.4354,54.717
1079,63.065,0.4117,55.243
1080,61.92,0.4249,53.313
1081,61.425,0.3875,54.9
1082,62.513,0.3891,52.88
1083,62.564,0.4063,50.667
1084,62.603,0.4133,49.191
1085,60.599,0.424,47.234
1086,60.314,0.413,46.014
1087,61.093,0.4117,44.777
1088,62.475,0.4338,45.521
1089,62.708,0.4336,44.752
1090,63.344,0.407,45.68
1091,62.809,0.401,44.966
1092,63.727,0.4065,44.121
1093,64.423,0.3962,44.064
1094,64.957,0.4019,42.732
1095,64.308,0.4142,43.437
1096,63.574,0.4229,45.142
1097,63.856,0.4453,46.134
1098,65.21,0.4531,47.74
1099,63.844,0.4438,47.218
1100,64.511,0.4524,47.288
1101,64.375,0.4383,49.173
1102,63.916,0.4356,49.067
1103,64.787,0.4525,50.617
1104,64.283,0.4708,48.843
1105,63.704,0.4408,51.238
1106,64.609,0.4528,50.344
1107,64.152,0.4424,49.055
1108,63.936,0.4518,47.861
1109,61.551,0.4369,46.251
1110,62.359,0.4305,48.373
1111,60.961,0.4261,48.989
1112,61.399,0.4351,50.554
1113,61.986,0.4256,50.702
1114,62.639,0.4301,50.41
1115,62.168,0.4436,47.906
1116,63.917,0.4363,47.802
1117,63.006,0.4471,49.88
1118,63.317,0.4513,51.96
1119,64.386,0.451,50.233
1120,64.287,0.4423,50.348
1121,64.71,0.4655,49.867
1122,65.177,0.4567,50.364
1123,66.011,0.4615,50.074
1124,65.81,0.46,49.595
1125,67.532,0.454,48.178
1126,67.72,0.4688,49.402
1127,67.708,0.4579,51.06
1128,65.517,0.4347,51.519
1129,66.728,0.4365,51.454
1130,66.453,0.4285,50.965
1131,66.023,0.4115,50.759
1132,66.251,0.4128,49.241
1133,65.342,0.4297,49.527
1134,66.135,0.4307,48.682
1135,67.18,0.4496,50.811
1136,66.341,0.4479,49.499
1137,65.769,0.4622,49.922
1138,67.217,0.4718,49.563
1139,67.285,0.4589,49.704
1140,67.074,0.4628,47.864
1141,66.562,0.4682,47.194
1142,67.335,0.4456,47.518
1143,66.396,0.4476,48.368
1144,67.63,0.427,49.712
1145,66.75,0.4246,51.095
1146,65.278,0.4372,50.195
1147,65.285,0.4296,49.999
1148,63.732,0.4389,48.799
1149,64.97,0.4273,49.068
1150,64.588,0.4453,49.574
1151,64.105,0.4351,48.068
1152,64.362,0.4333,50.802
1153,65.829,0.3941,50.173
1154,64.212,0.3896,52.136
1155,62.838,0.4099,51.106
1156,62.789,0.4115,50.477
1157,63.491,0.4178,51.432
1158,62.312,0.4124,50.031
1159,62.516,0.4207,49.761
1160,63.21,0.4248,49.66
1161,62.802,0.444,49.882
1162,62.197,0.4505,49.619
1163,63.066,0.4417,49.336
1164,65.447,0.4448,50.499
1165,64.769,0.4487,50.0
1166,65.371,0.451,50.923
1167,64.288,0.4529,51.663
1168,63.194,0.4577,52.207
1169,63.549,0.432,54.359
1170,62.54,0.438,53.809
1171,63.721,0.4316,53.692
1172,63.252,0.4465,51.953
1173,64.372,0.4437,51.557
1174,64.667,0.454,53.1
1175,64.144,0.4412,52.808
1176,63.597,0.439,50.959
1177,63.935,0.4389,51.287
1178,64.829,0.4493,50.595
1179,66.36,0.4466,51.26
1180,66.516,0.4594,51.623
1181,66.145,0.4548,52.258
1182,66.712,0.4462,51.047
1183,66.224,0.4456,52.218
1184,65.891,0.4555,51.885
1185,64.997,0.4649,53.118
1186,65.073,0.4399,52.72
1187,66.011,0.4395,51.598
1188,66.407,0.4161,51.933
1189,65.885,0.4209,49.8
1190,65.51,0.4309,52.131
1191,67.763,0.4418,54.418
1192,67.35,0.4293,54.188
1193,66.623,0.4439,54.534
1194,66.124,0.436,53.581
1195,67.204,0.4461,55.218
1196,67.532,0.4123,54.994
1197,67.078,0.4293,55.801
1198,66.919,0.4128,55.94
1199,66.598,0.4434,56.205
1200,66.284,0.4169,54.945
1201,66.34,0.4325,54.427
1202,67.681,0.455,53.274
1203,67.165,0.4691,51.791
1204,67.429,0.4857,50.393
1205,67.381,0.4546,49.317
1206,67.578,0.4656,51.34
1207,68.519,0.462,51.998
1208,69.253,0.4556,52.627
1209,67.916,0.4496,52.695
1210,67.854,0.442,54.417
1211,67.0,0.422,54.962
1212,68.297,0.4467,54.871
1213,68.44,0.4294,56.252
1214,69.37,0.4448,57.364
1215,69.343,0.4235,57.466
1216,69.817,0.413,57.785
1217,68.546,0.406,56.956
1218,68.855,0.4071,56.637
1219,69.115,0.3884,52.778
1220,68.782,0.4085,52.21
1221,68.637,0.3874,51.419
1222,67.556,0.3753,52.562
1223,67.945,0.3629,52.87
1224,67.532,0.3929,52.06
1225,67.831,0.3817,52.224
1226,67.319,0.3838,49.438
1227,66.378,0.4039,47.771
1228,67.419,0.4039,50.409
1229,66.502,0.4333,49.861
1230,64.428,0.4356,51.103
1231,64.095,0.4422,49.765
1232,64.587,0.4321,49.978
1233,64.999,0.4388,49.108
1234,67.29,0.4226,50.318
1235,68.097,0.4432,50.354
1236,67.081,0.3977,50.492
1237,67.188,0.413,52.49
1238,66.706,0.4304,49.561
1239,66.529,0.4367,49.212
1240,65.426,0.4236,47.686
1241,65.636,0.4287,48.009
1242,66.421,0.4399,49.593
1243,66.593,0.4446,50.313
1244,66.646,0.4402,51.687
1245,67.222,0.4565,51.908
1246,67.092,0.4409,51.722
1247,67.517,0.4772,52.544
1248,66.109,0.4912,51.979
1249,68.597,0.48,49.959
1250,67.949,0.4701,49.725
1251,68.504,0.4762,48.887
1252,68.501,0.4593,48.811
1253,69.016,0.4515,48.707
1254,69.643,0.4312,48.389
1255,69.491,0.4365,49.327
1256,68.21,0.4549,51.199
1257,68.663,0.4522,51.18
1258,66.955,0.4492,51.926
1259,66.784,0.4468,52.485
1260,66.461,0.4513,54.273
1261,67.105,0.4463,54.45
1262,66.712,0.447,53.522
1263,64.349,0.4366,51.189
1264,65.634,0.4478,53.635
1265,66.109,0.4008,52.595
1266,65.83,0.4007,55.151
1267,66.371,0.3963,56.559
1268,67.18,0.4124,55.807
1269,67.05,0.3958,56.988
1270,66.045,0.3995,57.044
1271,66.152,0.4103,56.45
1272,67.19,0.4178,56.617
1273,66.119,0.4226,56.559
1274,66.14,0.4309,56.801
1275,66.229,0.4326,56.358
1276,66.652,0.4252,55.429
1277,66.139,0.4239,56.558
1278,66.676,0.4134,56.533
1279,67.463,0.3973,54.849
1280,66.544,0.4189,54.457
1281,67.685,0.4092,53.012
1282,68.335,0.4057,52.263
1283,67.76,0.4052,51.759
1284,67.563,0.4162,52.151
1285,65.852,0.3977,51.654
1286,66.034,0.3881,52.68
1287,65.565,0.4117,54.559
1288,66.82,0.3818,54.282
1289,65.138,0.3687,54.905
1290,65.989,0.3967,54.626
1291,66.148,0.4058,55.517
1292,66.651,0.4253,55.601
1293,68.654,0.4188,54.556
1294,67.211,0.443,53.514
1295,68.257,0.424,51.601
1296,68.801,0.4187,52.982
1297,67.655,0.4088,54.187
1298,69.052,0.4077,54.368
1299,69.043,0.4185,54.86
1300,68.293,0.4161,54.401
1301,68.13,0.3982,53.547
1302,68.049,0.4058,54.265
1303,67.237,0.4156,54.143
1304,67.353,0.4133,54.947
1305,64.997,0.392,54.842
1306,65.317,0.4072,54.386
1307,67.02,0.413,53.998
1308,66.727,0.3991,55.781
1309,67.371,0.4016,56.978
1310,66.788,0.3976,57.207
1311,66.791,0.3786,55.923
1312,67.497,0.3804,55.036
1313,67.091,0.3932,55.926
1314,66.479,0.4167,56.108
1315,66.924,0.4127,55.656
1316,67.544,0.4008,57.695
1317,67.203,0.4002,58.758
1318,67.41,0.4161,57.73
1319,68.956,0.4349,57.561
1320,67.755,0.4186,56.726
1321,66.636,0.4272,57.188
1322,67.605,0.4097,58.034
1323,68.016,0.4205,56.816
1324,67.462,0.405,57.196
1325,67.615,0.3908,57.303
1326,67.05,0.3945,55.856
1327,67.285,0.3989,57.997
1328,67.872,0.4113,57.01
1329,67.644,0.4104,56.689
1330,67.567,0.4174,55.514
1331,67.411,0.3846,54.568
1332,67.626,0.3984,54.357
1333,65.861,0.3846,56.916
1334,66.185,0.398,58.418
1335,67.491,0.3843,56.186
1336,67.162,0.4093,56.707
1337,66.042,0.4151,56.229
1338,66.672,0.4271,55.71
1339,67.172,0.4446,55.792
1340,68.123,0.4206,54.606
1341,69.375,0.4472,57.174
1342,68.063,0.4178,57.129
1343,67.5,0.4284,57.723
1344,69.723,0.4281,55.338
1345,68.235,0.4273,56.326
1346,68.315,0.4409,56.157
1347,69.271,0.4395,55.833
1348,69.403,0.4362,56.68
1349,69.397,0.4362,55.919
1350,69.864,0.4555,57.11
1351,69.969,0.4526,56.255
1352,68.641,0.4422,53.686
1353,68.438,0.4355,56.846
1354,68.151,0.4345,57.648
1355,67.861,0.4111,55.386
1356,68.422,0.4395,54.258
1357,67.58,0.4165,55.29
1358,67.037,0.4172,54.281
1359,66.272,0.4249,54.959
1360,66.556,0.4099,54.753
1361,67.471,0.4006,55.84
1362,70.695,0.4158,56.616
1363,71.024,0.3975,53.489
1364,69.666,0.4133,53.437
1365,69.868,0.439,53.786
1366,69.671,0.4166,53.294
1367,69.429,0.4087,53.877
1368,70.785,0.4235,54.021
1369,70.126,0.4292,53.628
1370,69.439,0.4132,52.659
1371,70.519,0.4008,49.934
1372,69.61,0.4097,51.921
1373,69.235,0.4014,52.435
1374,69.494,0.4113,52.225
1375,69.083,0.4008,53.901
1376,70.173,0.404,53.931
1377,68.878,0.3934,55.712
1378,70.27,0.3777,55.58
1379,69.749,0.3783,54.102
1380,68.331,0.3957,54.611
1381,67.905,0.4022,56.177
1382,68.519,0.4084,57.504
1383,69.788,0.4185,56.383
1384,70.31,0.4161,56.516
1385,71.174,0.4036,54.69
1386,71.305,0.4244,54.382
1387,70.302,0.4349,54.074
1388,70.941,0.4504,54.471
1389,72.293,0.4519,55.08
1390,70.847,0.434,56.292
1391,70.268,0.4284,55.039
1392,69.387,0.4422,54.051
1393,69.045,0.423,55.822
1394,70.004,0.4345,56.061
1395,70.064,0.4383,57.858
1396,69.886,0.4159,57.544
1397,70.73,0.4182,58.116
1398,70.479,0.4132,56.909
1399,70.788,0.427,56.251
1400,71.495,0.4003,55.741
1401,72.467,0.3948,56.282
1402,71.868,0.4215,57.277
1403,71.761,0.4069,57.008
1404,71.826,0.4051,56.235
1405,70.411,0.3903,57.02
1406,71.271,0.4121,55.746
1407,72.567,0.4117,53.893
1408,71.739,0.4021,52.516
1409,70.633,0.3988,53.788
1410,70.955,0.3791,52.631
1411,69.265,0.3829,52.997
1412,70.981,0.3925,54.653
1413,69.53,0.3754,53.999
1414,69.453,0.3793,53.568
1415,68.887,0.4056,54.433
1416,69.474,0.4082,56.232
1417,69.182,0.3927,55.622
1418,69.878,0.4023,55.889
1419,69.95,0.3975,56.145
1420,69.882,0.4122,55.555
1421,69.505,0.4078,56.008
1422,68.377,0.4208,54.128
1423,68.564,0.4169,54.02
1424,67.482,0.4195,53.756
1425,66.122,0.431,55.366
1426,68.047,0.4099,54.256
1427,68.689,0.3824,53.347
1428,69.433,0.3681,52.658
1429,69.6,0.3748,53.238
1430,70.228,0.4005,53.966
1431,69.429,0.4063,53.152
1432,69.654,0.4186,53.997
1433,69.035,0.4098,55.636
1434,68.596,0.3865,55.381
1435,68.456,0.3973,53.922
1436,70.3,0.3768,56.183
1437,70.287,0.3795,56.78
1438,69.036,0.402,56.936
1439,68.994,0.3953,58.337
1440,69.131,0.3914,57.326
1441,68.755,0.3793,56.524
1442,67.806,0.3576,56.272
1443,67.353,0.371,57.278
1444,66.084,0.3972,59.691
1445,64.55,0.3944,60.762
1446,65.391,0.3783,59.22
1447,65.97,0.3738,59.901
1448,66.999,0.3784,58.71
1449,66.874,0.3756,59.309
1450,66.282,0.3738,60.134
1451,67.052,0.352,59.657
1452,67.369,0.3452,57.972
1453,66.918,0.3376,56.917
1454,68.75,0.337,55.507
1455,69.207,0.3536,54.327
1456,70.166,0.3451,53.787
1457,70.837,0.3534,54.34
1458,70.844,0.3897,53.088
1459,71.555,0.3919,54.569
1460,69.963,0.39,53.316
1461,71.09,0.3896,53.127
1462,70.587,0.3915,52.933
1463,70.659,0.3791,56.559
1464,72.337,0.3798,55.698
1465,71.58,0.368,55.082
1466,72.582,0.3948,56.223
1467,71.603,0.3824,56.603
1468,70.744,0.3971,58.082
1469,72.012,0.3667,54.88
1470,71.887,0.3828,55.753
1471,71.785,0.3807,55.302
1472,71.149,0.3862,54.472
1473,71.331,0.3951,54.555
1474,70.636,0.3899,56.096
1475,69.951,0.3906,57.272
1476,68.637,0.3793,56.767
1477,68.32,0.4085,55.762
1478,67.647,0.3925,57.269
1479,67.625,0.3928,55.712
1480,68.562,0.4103,55.459
1481,67.705,0.4146,54.493
1482,68.184,0.4024,54.188
1483,70.15,0.4154,55.746
1484,71.697,0.4218,55.746
1485,70.725,0.4059,53.609
1486,70.737,0.4186,53.27
1487,71.212,0.4135,52.358
1488,69.979,0.399,51.719
1489,69.379,0.3978,50.851
1490,70.049,0.3713,50.398
1491,69.033,0.3538,51.374
1492,70.184,0.369,51.414
1493,69.275,0.3562,51.765
1494,70.404,0.3556,51.554
1495,72.082,0.3868,52.162
1496,70.749,0.3535,54.102
1497,70.055,0.3796,54.524
1498,70.015,0.3924,54.951
1499,70.257,0.3881,54.437
1500,71.693,0.3806,56.199
1501,72.488,0.375,54.9
1502,72.353,0.3838,54.177
1503,72.054,0.3943,54.794
1504,71.186,0.3911,56.682
1505,72.186,0.3807,55.426
1506,72.074,0.3809,56.15
1507,69.969,0.3829,57.595
1508,69.249,0.3715,58.871
1509,70.279,0.3635,59.409
1510,69.333,0.3676,59.863
1511,69.947,0.3527,59.862
1512,70.182,0.3643,61.588
1513,70.259,0.3445,61.006
1514,70.881,0.363,59.727
1515,69.27,0.3693,59.659
1516,70.391,0.3787,58.527
1517,71.184,0.3893,56.415
1518,71.293,0.3886,57.691
1519,72.158,0.3855,55.763
1520,70.473,0.4045,55.462
1521,71.376,0.4048,59.112
1522,71.592,0.3959,58.542
1523,71.811,0.3899,58.844
1524,71.808,0.3861,57.969
1525,71.13,0.3731,55.751
1526,70.976,0.3827,53.107
1527,71.299,0.3671,54.254
1528,70.697,0.3863,53.155
1529,70.923,0.3652,52.834
1530,70.049,0.4002,53.387
1531,70.007,0.4007,55.07
1532,69.88,0.4149,54.076
1533,70.357,0.3962,55.357
1534,69.842,0.3902,56.573
1535,71.424,0.3997,57.909
1536,71.439,0.3924,57.272
1537,71.131,0.3752,57.936
1538,70.278,0.3664,57.171
1539,70.952,0.3704,59.561
1540,70.052,0.3884,60.524
1541,70.996,0.3975,60.536
1542,69.133,0.3971,58.841
1543,68.596,0.4009,58.051
1544,68.783,0.378,58.402
1545,69.149,0.3736,59.278
1546,69.082,0.3775,58.718
1547,70.153,0.363,61.618
1548,70.943,0.3666,61.931
1549,70.771,0.3512,61.245
1550,70.313,0.355,61.729
1551,70.122,0.3461,62.518
1552,70.723,0.3357,59.878
1553,69.84,0.3711,59.949
1554,70.284,0.3663,59.265
1555,71.044,0.3872,57.438
1556,71.487,0.389,55.863
1557,71.428,0.3979,57.602
1558,70.902,0.3939,58.285
1559,69.397,0.3763,58.913
1560,69.722,0.3711,60.08
1561,69.743,0.3811,58.98
1562,69.522,0.3622,60.719
1563,70.695,0.3699,61.105
1564,71.039,0.3696,57.929
1565,71.28,0.3939,58.44
1566,72.04,0.3712,58.539
1567,71.059,0.3646,59.9
1568,72.32,0.3745,59.839
1569,71.766,0.3725,59.372
1570,71.955,0.3818,59.215
1571,72.392,0.3763,56.968
1572,71.291,0.3662,55.339
1573,71.582,0.382,55.798
1574,72.012,0.3986,57.14
1575,71.344,0.4014,56.97
1576,72.752,0.3943,59.917
1577,73.793,0.3908,59.514
1578,73.359,0.4161,58.546
1579,72.98,0.4109,58.303
1580,73.84,0.4061,58.378
1581,71.93,0.3826,58.892
1582,71.69,0.3864,58.213
1583,70.966,0.3783,54.967
1584,71.061,0.4026,53.888
1585,70.166,0.3784,53.184
1586,71.191,0.3678,53.611
1587,71.284,0.386,56.989
1588,70.481,0.3754,58.92
1589,69.469,0.3896,58.409
1590,70.54,0.3822,57.42
1591,71.943,0.3772,55.245
1592,71.807,0.3685,54.861
1593,71.517,0.3597,57.072
1594,70.642,0.3667,59.453
1595,70.268,0.3872,58.15
1596,70.809,0.3739,58.778
1597,69.519,0.3517,57.54
1598,70.752,0.3639,55.215
1599,70.437,0.3636,55.52
1600,69.919,0.3904,54.012
1601,70.743,0.3972,55.743
1602,70.896,0.3861,55.314
1603,68.998,0.3878,55.253
1604,70.353,0.3685,54.052
1605,72.784,0.3769,54.748
1606,72.518,0.3598,54.079
1607,72.33,0.3689,54.103
1608,73.478,0.3763,56.3
1609,74.175,0.3772,56.384
1610,73.022,0.3876,55.802
1611,72.496,0.4342,57.164
1612,72.489,0.4282,57.383
1613,72.194,0.4006,56.907
1614,71.754,0.4056,57.399
1615,71.824,0.4014,57.897
1616,71.58,0.4232,57.86
1617,70.396,0.4061,56.624
1618,70.264,0.4034,57.171
1619,70.364,0.399,57.939
1620,71.416,0.389,59.199
1621,70.192,0.3742,59.159
1622,69.628,0.382,59.4
1623,68.711,0.3712,60.088
1624,68.748,0.3608,59.573
1625,68.614,0.3716,60.876
1626,68.639,0.3598,59.684
1627,68.841,0.3703,60.666
1628,67.591,0.3692,59.988
1629,69.919,0.3726,58.561
1630,69.909,0.3732,57.389
1631,71.228,0.3631,58.85
1632,71.249,0.3775,58.848
1633,71.31,0.377,58.277
1634,71.563,0.3936,59.162
1635,72.429,0.3868,58.368
1636,71.974,0.3725,57.943
1637,72.251,0.3897,59.132
1638,72.182,0.3952,58.825
1639,72.531,0.389,56.802
1640,72.285,0.3728,55.864
1641,74.179,0.3736,56.858
1642,73.371,0.3579,55.735
1643,74.537,0.3753,55.863
1644,73.587,0.3764,58.692
1645,74.022,0.373,59.5
1646,72.874,0.3792,57.789
1647,72.976,0.3733,59.84
1648,73.626,0.3696,60.444
1649,72.603,0.3885,59.694
1650,72.459,0.4013,60.341
1651,72.273,0.3712,57.281
1652,71.984,0.3787,57.334
1653,71.997,0.401,56.496
1654,71.219,0.3973,56.226
1655,71.271,0.4007,56.973
1656,72.789,0.3757,55.434
1657,73.632,0.3798,56.343
1658,73.072,0.3909,58.349
1659,72.685,0.3704,57.801
1660,73.619,0.3732,56.123
1661,73.813,0.3923,55.736
1662,74.504,0.3945,55.599
1663,74.768,0.3881,54.964
1664,74.852,0.395,54.769
1665,73.211,0.3917,55.235
1666,73.552,0.407,54.485
1667,72.636,0.3974,54.073
1668,72.953,0.3809,55.905
1669,74.126,0.3719,56.298
1670,73.348,0.3902,58.192
1671,73.979,0.3782,57.455
1672,73.635,0.3687,59.244
1673,73.318,0.3904,58.096
1674,72.697,0.3666,56.652
1675,72.425,0.3489,58.501
1676,72.3,0.3658,58.407
1677,73.078,0.3672,57.813
1678,73.454,0.3498,56.231
1679,72.372,0.3608,57.521
1680,72.084,0.3546,57.782
1681,70.691,0.3644,57.896
1682,71.578,0.3685,58.126
1683,70.631,0.3765,57.812
1684,70.664,0.3626,58.329
1685,71.511,0.34,57.805
1686,71.23,0.3593,57.241
1687,71.37,0.3581,57.31
1688,71.781,0.3646,58.899
1689,72.133,0.3569,56.715
1690,73.233,0.3466,55.104
1691,74.504,0.3406,59.124
1692,74.412,0.3554,60.447
1693,74.152,0.3666,61.601
1694,73.125,0.3496,61.097
1695,71.447,0.3662,62.887
1696,71.844,0.3676,62.157
1697,72.972,0.3666,61.97
1698,72.499,0.3704,60.076
1699,72.634,0.3778,60.819
1700,72.742,0.3785,61.754
1701,72.799,0.371,59.984
1702,72.73,0.3596,62.088
1703,72.838,0.3581,62.608
1704,72.024,0.3661,63.783
1705,72.794,0.3787,65.246
1706,73.5,0.3712,63.771
1707,73.103,0.3742,63.593
1708,72.602,0.3731,61.21
1709,72.496,0.3817,59.55
1710,72.6,0.3749,57.648
1711,73.684,0.3715,59.064
1712,74.779,0.3817,61.195
1713,74.802,0.4003,61.134
1714,75.167,0.3881,63.449
1715,76.209,0.3902,62.278
1716,76.066,0.3773,61.279
1717,75.323,0.3739,58.974
1718,74.701,0.3622,58.56
1719,73.993,0.356,58.305
1720,72.949,0.3533,58.118
1721,74.37,0.3463,56.426
1722,73.648,0.3389,56.374
1723,73.849,0.3342,55.49
1724,74.129,0.3271,56.316
1725,74.299,0.3367,55.994
1726,73.938,0.3291,56.731
1727,74.582,0.3415,58.724
1728,75.445,0.3244,59.172
1729,74.666,0.3376,55.697
1730,74.322,0.3377,55.852
1731,73.719,0.3402,56.239
1732,72.705,0.3518,55.924
1733,72.285,0.3527,55.837
1734,71.551,0.3565,54.807
1735,72.0,0.3623,53.337
1736,72.803,0.3777,54.116
1737,72.351,0.3671,54.121
1738,72.107,0.3598,56.339
1739,71.882,0.398,58.099
1740,72.084,0.3866,57.757
1741,71.595,0.3715,58.528
1742,71.473,0.3708,58.942
1743,71.559,0.3462,57.947
1744,72.778,0.3423,57.371
1745,73.993,0.3571,58.604
1746,73.731,0.352,59.217
1747,73.256,0.3405,58.466
1748,74.031,0.3332,57.276
1749,72.987,0.3203,58.754
1750,72.597,0.3458,59.871
1751,73.607,0.338,58.557
1752,74.069,0.3427,59.081
1753,73.667,0.3383,60.544
1754,72.135,0.3425,60.597
1755,72.854,0.324,59.318
1756,72.3,0.3362,60.496
1757,72.981,0.3391,61.493
1758,73.283,0.3371,61.679
1759,73.485,0.3174,60.788
1760,73.618,0.3543,58.559
1761,73.778,0.3496,57.287
1762,72.73,0.3672,58.905
1763,73.068,0.3626,58.092
1764,72.121,0.3629,56.858
1765,72.124,0.398,56.24
1766,71.369,0.3722,56.634
1767,72.107,0.369,56.227
1768,70.994,0.3773,56.58
1769,70.324,0.3785,56.658
1770,70.762,0.3657,56.466
1771,70.703,0.3567,57.329
1772,71.609,0.3556,59.981
1773,70.12,0.3158,59.716
1774,69.908,0.3562,58.362
1775,70.539,0.3516,57.988
1776,72.48,0.3344,55.01
1777,73.241,0.349,55.061
1778,72.594,0.3517,57.671
1779,71.649,0.3597,59.097
1780,72.158,0.3284,59.694
1781,72.591,0.3153,60.787
1782,72.288,0.3384,61.399
1783,72.787,0.3361,61.063
1784,72.49,0.3592,61.15
1785,73.352,0.3508,60.6
1786,72.416,0.3658,59.743
1787,71.422,0.366,60.702
1788,72.902,0.3554,60.716
1789,73.186,0.3605,61.207
1790,72.395,0.3369,59.159
1791,73.173,0.3572,59.094
1792,72.618,0.3646,57.929
1793,73.037,0.3571,57.437
1794,73.38,0.356,58.564
1795,74.067,0.368,57.082
1796,73.536,0.3738,57.337
1797,74.527,0.3826,57.749
1798,73.335,0.3528,58.6
1799,73.034,0.3433,57.352
1800,73.674,0.3505,57.875
1801,73.207,0.3642,57.416
1802,73.092,0.3553,57.913
1803,73.128,0.3466,56.55
1804,74.277,0.3069,57.455
1805,72.787,0.3454,56.677
1806,71.685,0.3685,55.537
1807,72.475,0.3714,53.569
1808,71.454,0.3447,55.013
1809,71.701,0.3591,56.268
1810,72.783,0.3652,54.616
1811,71.534,0.3802,57.552
1812,73.234,0.3637,57.771
1813,72.99,0.3703,58.368
1814,72.906,0.3688,57.543
1815,73.405,0.3726,57.909
1816,75.054,0.3626,57.807
1817,74.288,0.3711,58.348
