Episode,Scenario,Condition,CM_LateralDeviation_m,Observed_LateralDeviation_m,RelativeDegradation_percent
335,A,RM,0.3922,0.5316,35.56
335,A,RA,0.3976,0.6072,52.72
336,A,RM,0.393,0.5386,37.04
336,A,RA,0.3783,0.569,50.42
337,A,RM,0.3897,0.5492,40.93
337,A,RA,0.3967,0.6185,55.89
338,A,RM,0.4044,0.5461,35.05
338,A,RA,0.3979,0.6008,51.01
339,A,RM,0.3846,0.5126,33.3
339,A,RA,0.412,0.5747,39.5
340,A,RM,0.3977,0.5527,38.96
340,A,RA,0.4052,0.6189,52.73
341,A,RM,0.4007,0.5214,30.13
341,A,RA,0.385,0.5962,54.86
342,A,RM,0.3926,0.5137,30.84
342,A,RA,0.3905,0.6144,57.34
343,A,RM,0.4059,0.4977,22.6
343,A,RA,0.3893,0.6111,56.99
344,A,RM,0.4069,0.5608,37.82
344,A,RA,0.3844,0.5973,55.41
345,A,RM,0.3976,0.5264,32.39
345,A,RA,0.4018,0.5817,44.78
346,A,RM,0.3886,0.5468,40.71
346,A,RA,0.3924,0.6076,54.85
347,A,RM,0.3996,0.5145,28.77
347,A,RA,0.3884,0.5809,49.57
348,A,RM,0.3938,0.5214,32.4
348,A,RA,0.3869,0.6155,59.09
349,A,RM,0.4051,0.5611,38.52
349,A,RA,0.403,0.5998,48.83
350,A,RM,0.4013,0.5486,36.69
350,A,RA,0.3896,0.5753,47.67
351,A,RM,0.391,0.5537,41.62
351,A,RA,0.3923,0.5768,47.03
352,A,RM,0.3796,0.5149,35.64
352,A,RA,0.3872,0.5914,52.72
353,A,RM,0.4081,0.5388,32.02
353,A,RA,0.387,0.592,52.97
354,A,RM,0.3985,0.5833,46.37
354,A,RA,0.39,0.597,53.07
355,A,RM,0.4013,0.5273,31.39
355,A,RA,0.3851,0.5813,50.95
356,A,RM,0.3969,0.5437,36.99
356,A,RA,0.3999,0.586,46.54
357,A,RM,0.394,0.5583,41.7
357,A,RA,0.3969,0.5824,46.74
358,A,RM,0.4016,0.5118,27.45
358,A,RA,0.3954,0.5632,42.47
359,A,RM,0.3735,0.5269,41.08
359,A,RA,0.3985,0.6136,53.98
360,A,RM,0.4005,0.5152,28.65
360,A,RA,0.3793,0.5826,53.61
361,A,RM,0.3919,0.5311,35.51
361,A,RA,0.4116,0.5894,43.18
362,A,RM,0.3946,0.5255,33.15
362,A,RA,0.3972,0.5727,44.18
363,A,RM,0.4038,0.5545,37.32
363,A,RA,0.3978,0.5982,50.36
364,A,RM,0.3943,0.5456,38.38
364,A,RA,0.3944,0.6091,54.45
365,A,RM,0.395,0.5521,39.77
365,A,RA,0.3862,0.5679,47.03
366,A,RM,0.3875,0.5519,42.42
366,A,RA,0.3833,0.5847,52.55
367,A,RM,0.3895,0.5188,33.19
367,A,RA,0.4139,0.5714,38.04
368,A,RM,0.4044,0.5309,31.26
368,A,RA,0.3995,0.5835,46.07
369,A,RM,0.3939,0.5317,35.01
369,A,RA,0.3893,0.5752,47.77
370,A,RM,0.4002,0.5339,33.41
370,A,RA,0.3721,0.5722,53.79
371,A,RM,0.3945,0.5493,39.24
371,A,RA,0.4055,0.6016,48.37
372,A,RM,0.3854,0.52,34.92
372,A,RA,0.399,0.6015,50.75
373,A,RM,0.3942,0.5303,34.5
373,A,RA,0.4077,0.6085,49.25
374,A,RM,0.4028,0.5278,31.05
374,A,RA,0.4054,0.6082,50.03
375,A,RM,0.3759,0.5097,35.59
375,A,RA,0.389,0.5555,42.8
376,A,RM,0.3821,0.5728,49.9
376,A,RA,0.3912,0.5957,52.27
377,A,RM,0.3939,0.5585,41.79
377,A,RA,0.4001,0.584,45.96
378,A,RM,0.3934,0.5024,27.71
378,A,RA,0.401,0.5725,42.76
379,A,RM,0.4049,0.5514,36.19
379,A,RA,0.3857,0.6052,56.91
380,A,RM,0.3915,0.5482,40.04
380,A,RA,0.3877,0.5883,51.72
381,A,RM,0.3902,0.5274,35.18
381,A,RA,0.3913,0.605,54.62
382,A,RM,0.3932,0.5644,43.54
382,A,RA,0.4097,0.637,55.49
383,A,RM,0.3964,0.5573,40.59
383,A,RA,0.3986,0.6031,51.31
384,A,RM,0.3924,0.5147,31.15
384,A,RA,0.3952,0.5843,47.87
385,A,RM,0.392,0.5504,40.42
385,A,RA,0.3989,0.6022,50.97
386,A,RM,0.3966,0.5314,33.99
386,A,RA,0.388,0.5919,52.54
387,A,RM,0.3938,0.5565,41.31
387,A,RA,0.395,0.6099,54.4
388,A,RM,0.3896,0.5483,40.72
388,A,RA,0.3863,0.6332,63.92
389,A,RM,0.3891,0.5708,46.69
389,A,RA,0.3961,0.6155,55.38
390,A,RM,0.3911,0.5237,33.9
390,A,RA,0.3885,0.596,53.42
391,A,RM,0.3909,0.548,40.19
391,A,RA,0.3984,0.5956,49.49
392,A,RM,0.4118,0.5654,37.3
392,A,RA,0.3914,0.6039,54.3
393,A,RM,0.4033,0.5578,38.31
393,A,RA,0.3859,0.6281,62.78
394,A,RM,0.3992,0.5218,30.71
394,A,RA,0.4106,0.6317,53.87
395,A,RM,0.3825,0.5352,39.92
395,A,RA,0.397,0.6001,51.16
396,A,RM,0.3955,0.5348,35.2
396,A,RA,0.4043,0.5933,46.77
397,A,RM,0.3816,0.5239,37.28
397,A,RA,0.3971,0.6111,53.88
398,A,RM,0.4001,0.5261,31.51
398,A,RA,0.4013,0.6028,50.23
399,A,RM,0.3952,0.5387,36.32
399,A,RA,0.3978,0.5985,50.46
400,A,RM,0.4068,0.513,26.11
400,A,RA,0.3892,0.6239,60.3
401,A,RM,0.3879,0.5296,36.53
401,A,RA,0.41,0.6027,47.01
402,A,RM,0.3939,0.5682,44.24
402,A,RA,0.4134,0.6177,49.43
403,A,RM,0.3924,0.5206,32.67
403,A,RA,0.394,0.5831,48.01
404,A,RM,0.4039,0.5633,39.47
404,A,RA,0.404,0.5842,44.61
405,A,RM,0.3932,0.545,38.59
405,A,RA,0.4008,0.6014,50.06
406,A,RM,0.387,0.5478,41.56
406,A,RA,0.4033,0.5847,44.99
407,A,RM,0.4001,0.53,32.46
407,A,RA,0.3784,0.606,60.15
408,A,RM,0.3762,0.5454,44.99
408,A,RA,0.391,0.585,49.62
409,A,RM,0.3898,0.5323,36.55
409,A,RA,0.3835,0.6053,57.81
410,A,RM,0.4042,0.532,31.62
410,A,RA,0.392,0.5854,49.34
411,A,RM,0.4026,0.5627,39.78
411,A,RA,0.3924,0.6254,59.36
412,A,RM,0.3846,0.5261,36.78
412,A,RA,0.394,0.6009,52.51
413,A,RM,0.3811,0.5533,45.16
413,A,RA,0.3894,0.5893,51.36
414,A,RM,0.3922,0.5142,31.11
414,A,RA,0.3918,0.5871,49.84
415,A,RM,0.3918,0.5662,44.52
415,A,RA,0.4002,0.6182,54.48
416,A,RM,0.3986,0.5276,32.35
416,A,RA,0.408,0.5712,39.98
417,A,RM,0.3922,0.5256,34.01
417,A,RA,0.4055,0.5825,43.65
418,A,RM,0.3807,0.5087,33.62
418,A,RA,0.3953,0.6143,55.4
419,A,RM,0.3948,0.5236,32.61
419,A,RA,0.3948,0.5987,51.64
420,A,RM,0.3852,0.5411,40.46
420,A,RA,0.4001,0.58,44.95
421,A,RM,0.3906,0.5486,40.45
421,A,RA,0.3967,0.5658,42.63
422,A,RM,0.3875,0.5386,39.01
422,A,RA,0.3991,0.6159,54.33
423,A,RM,0.3942,0.5115,29.77
423,A,RA,0.389,0.6076,56.2
424,A,RM,0.3974,0.5093,28.15
424,A,RA,0.4014,0.6006,49.62
425,A,RM,0.3937,0.5643,43.33
425,A,RA,0.3976,0.6089,53.14
426,A,RM,0.3844,0.5486,42.7
426,A,RA,0.4075,0.6133,50.49
427,A,RM,0.3904,0.5324,36.37
427,A,RA,0.3989,0.5734,43.73
428,A,RM,0.3987,0.5377,34.85
428,A,RA,0.3823,0.5759,50.66
429,A,RM,0.3787,0.5593,47.66
429,A,RA,0.3949,0.6163,56.06
430,A,RM,0.4077,0.5514,35.25
430,A,RA,0.3976,0.5859,47.34
431,A,RM,0.3914,0.5176,32.24
431,A,RA,0.4185,0.6021,43.85
432,A,RM,0.3936,0.5293,34.48
432,A,RA,0.3974,0.6083,53.08
433,A,RM,0.388,0.5276,35.96
433,A,RA,0.4174,0.6264,50.05
434,A,RM,0.3948,0.5388,36.49
434,A,RA,0.4008,0.5817,45.15
435,A,RM,0.395,0.5195,31.53
435,A,RA,0.3938,0.5955,51.24
436,A,RM,0.3817,0.5326,39.51
436,A,RA,0.4005,0.6075,51.69
437,A,RM,0.4015,0.5588,39.16
437,A,RA,0.396,0.5908,49.19
438,A,RM,0.4123,0.5683,37.83
438,A,RA,0.4036,0.5659,40.23
439,A,RM,0.3898,0.5328,36.69
439,A,RA,0.4019,0.5826,44.97
440,A,RM,0.4043,0.516,27.63
440,A,RA,0.3962,0.597,50.68
441,A,RM,0.3981,0.5184,30.21
441,A,RA,0.4093,0.6128,49.72
442,A,RM,0.3962,0.5456,37.71
442,A,RA,0.3949,0.5775,46.26
443,A,RM,0.3917,0.5479,39.9
443,A,RA,0.4044,0.6186,52.98
444,A,RM,0.4004,0.5585,39.48
444,A,RA,0.3995,0.6186,54.82
445,A,RM,0.3797,0.5446,43.42
445,A,RA,0.3971,0.5865,47.67
446,A,RM,0.3947,0.5415,37.17
446,A,RA,0.3871,0.5824,50.46
447,A,RM,0.3909,0.5326,36.24
447,A,RA,0.3962,0.5587,41.01
448,A,RM,0.4108,0.5185,26.22
448,A,RA,0.4001,0.6056,51.36
449,A,RM,0.3958,0.5022,26.88
449,A,RA,0.409,0.5876,43.69
450,A,RM,0.3804,0.55,44.58
450,A,RA,0.3946,0.5847,48.19
451,A,RM,0.4008,0.4997,24.67
451,A,RA,0.3803,0.5864,54.19
452,A,RM,0.3944,0.5332,35.17
452,A,RA,0.4042,0.5918,46.43
453,A,RM,0.3912,0.5559,42.1
453,A,RA,0.3925,0.5865,49.42
454,A,RM,0.3957,0.5204,31.53
454,A,RA,0.3934,0.5784,47.02
455,A,RM,0.3892,0.5545,42.46
455,A,RA,0.399,0.6307,58.06
456,A,RM,0.407,0.5076,24.72
456,A,RA,0.3843,0.5829,51.69
457,A,RM,0.3974,0.5402,35.93
457,A,RA,0.3823,0.5944,55.47
458,A,RM,0.3912,0.5511,40.88
458,A,RA,0.3989,0.5839,46.4
459,A,RM,0.3975,0.5413,36.19
459,A,RA,0.3784,0.6125,61.89
460,A,RM,0.3995,0.5241,31.18
460,A,RA,0.3903,0.6024,54.34
461,A,RM,0.3879,0.551,42.05
461,A,RA,0.4086,0.5686,39.15
462,A,RM,0.3822,0.529,38.42
462,A,RA,0.3966,0.6123,54.4
463,A,RM,0.4059,0.557,37.23
463,A,RA,0.3914,0.6052,54.63
464,A,RM,0.3928,0.5502,40.08
464,A,RA,0.3976,0.6213,56.27
465,A,RM,0.3825,0.5494,43.62
465,A,RA,0.3995,0.6016,50.57
466,A,RM,0.4009,0.5268,31.4
466,A,RA,0.379,0.5845,54.22
467,A,RM,0.3986,0.5201,30.49
467,A,RA,0.3883,0.6148,58.35
468,A,RM,0.3995,0.5649,41.38
468,A,RA,0.4063,0.6111,50.39
469,A,RM,0.3923,0.5461,39.2
469,A,RA,0.3985,0.5973,49.89
470,A,RM,0.4,0.5448,36.2
470,A,RA,0.4001,0.5765,44.1
471,A,RM,0.4036,0.562,39.24
471,A,RA,0.4002,0.6141,53.47
472,A,RM,0.4067,0.5334,31.16
472,A,RA,0.3997,0.5776,44.5
473,A,RM,0.3927,0.5281,34.47
473,A,RA,0.3845,0.589,53.21
474,A,RM,0.4068,0.5369,31.99
474,A,RA,0.3854,0.5758,49.43
475,A,RM,0.3924,0.5677,44.67
475,A,RA,0.3911,0.5915,51.23
476,A,RM,0.4082,0.5373,31.61
476,A,RA,0.3964,0.5908,49.02
477,A,RM,0.3864,0.538,39.22
477,A,RA,0.4012,0.5864,46.19
478,A,RM,0.3987,0.5363,34.51
478,A,RA,0.3764,0.607,61.24
479,A,RM,0.3943,0.5214,32.25
479,A,RA,0.391,0.5908,51.1
480,A,RM,0.3874,0.5439,40.4
480,A,RA,0.3968,0.6042,52.28
481,A,RM,0.3867,0.5724,48.02
481,A,RA,0.4032,0.6049,50.03
482,A,RM,0.3801,0.5456,43.54
482,A,RA,0.395,0.5958,50.83
483,A,RM,0.3945,0.5933,50.4
483,A,RA,0.4092,0.5799,41.71
484,A,RM,0.3965,0.5331,34.46
484,A,RA,0.392,0.5918,50.96
485,A,RM,0.4069,0.534,31.23
485,A,RA,0.3905,0.5826,49.17
486,A,RM,0.4174,0.5502,31.82
486,A,RA,0.3854,0.5857,51.96
487,A,RM,0.3885,0.5245,35.03
487,A,RA,0.3938,0.6445,63.67
488,A,RM,0.393,0.523,33.07
488,A,RA,0.3974,0.578,45.43
489,A,RM,0.3917,0.5293,35.14
489,A,RA,0.3941,0.5867,48.87
490,A,RM,0.3943,0.52,31.9
490,A,RA,0.4001,0.6076,51.84
491,A,RM,0.4008,0.5254,31.08
491,A,RA,0.3903,0.5828,49.32
492,A,RM,0.3932,0.5501,39.91
492,A,RA,0.3771,0.5803,53.9
493,A,RM,0.3959,0.53,33.86
493,A,RA,0.3804,0.6028,58.46
494,A,RM,0.3886,0.5567,43.27
494,A,RA,0.413,0.6083,47.28
495,A,RM,0.391,0.4916,25.75
495,A,RA,0.3997,0.5988,49.82
496,A,RM,0.3904,0.5466,40.02
496,A,RA,0.3901,0.5745,47.26
497,A,RM,0.406,0.5427,33.69
497,A,RA,0.398,0.6087,52.94
498,A,RM,0.3895,0.5253,34.88
498,A,RA,0.3937,0.6042,53.46
499,A,RM,0.382,0.5238,37.11
499,A,RA,0.3859,0.6025,56.1
500,A,RM,0.3939,0.5346,35.72
500,A,RA,0.3849,0.5999,55.88
1,B,RM,0.5723,0.7373,28.84
1,B,RA,0.5799,0.8027,38.42
2,B,RM,0.5811,0.7191,23.74
2,B,RA,0.5829,0.7917,35.81
3,B,RM,0.5944,0.7307,22.94
3,B,RA,0.586,0.7938,35.46
4,B,RM,0.5888,0.7242,23.0
4,B,RA,0.5765,0.831,44.15
5,B,RM,0.5917,0.7385,24.8
5,B,RA,0.5879,0.8141,38.48
6,B,RM,0.5891,0.7127,20.98
6,B,RA,0.5806,0.7865,35.47
7,B,RM,0.585,0.7284,24.52
7,B,RA,0.5726,0.7925,38.4
8,B,RM,0.5844,0.7598,30.02
8,B,RA,0.5806,0.8247,42.05
9,B,RM,0.5887,0.7464,26.79
9,B,RA,0.5925,0.779,31.48
10,B,RM,0.5838,0.7201,23.33
10,B,RA,0.5775,0.7927,37.27
11,B,RM,0.5848,0.718,22.78
11,B,RA,0.5896,0.768,30.26
12,B,RM,0.5886,0.7326,24.47
12,B,RA,0.5766,0.8205,42.32
13,B,RM,0.5914,0.7465,26.22
13,B,RA,0.5827,0.8261,41.76
14,B,RM,0.5951,0.7342,23.38
14,B,RA,0.5858,0.8107,38.39
15,B,RM,0.59,0.7617,29.1
15,B,RA,0.5953,0.7804,31.09
16,B,RM,0.5914,0.7351,24.29
16,B,RA,0.5946,0.8144,36.95
17,B,RM,0.5838,0.7322,25.43
17,B,RA,0.5908,0.806,36.43
18,B,RM,0.5914,0.7246,22.52
18,B,RA,0.5904,0.7851,32.97
19,B,RM,0.5744,0.7335,27.7
19,B,RA,0.5906,0.7756,31.33
20,B,RM,0.5778,0.7846,35.78
20,B,RA,0.5676,0.8111,42.89
21,B,RM,0.5804,0.7711,32.86
21,B,RA,0.5887,0.7975,35.47
22,B,RM,0.5934,0.7497,26.34
22,B,RA,0.5781,0.8031,38.91
23,B,RM,0.5826,0.7256,24.54
23,B,RA,0.5887,0.8219,39.61
24,B,RM,0.5966,0.7358,23.32
24,B,RA,0.5811,0.8215,41.36
25,B,RM,0.5961,0.7228,21.26
25,B,RA,0.5875,0.83,41.28
26,B,RM,0.586,0.7519,28.32
26,B,RA,0.5954,0.8033,34.91
27,B,RM,0.5866,0.746,27.18
27,B,RA,0.5955,0.8103,36.07
28,B,RM,0.5845,0.7234,23.77
28,B,RA,0.5762,0.8192,42.17
29,B,RM,0.5833,0.7329,25.63
29,B,RA,0.5804,0.8116,39.82
30,B,RM,0.5837,0.7033,20.49
30,B,RA,0.5868,0.8585,46.31
31,B,RM,0.579,0.7632,31.81
31,B,RA,0.5725,0.8246,44.03
32,B,RM,0.5795,0.742,28.06
32,B,RA,0.5895,0.7863,33.39
33,B,RM,0.5897,0.7615,29.14
33,B,RA,0.5841,0.7776,33.13
34,B,RM,0.5888,0.7254,23.19
34,B,RA,0.5893,0.7994,35.64
35,B,RM,0.5936,0.7607,28.15
35,B,RA,0.5839,0.7801,33.61
36,B,RM,0.5787,0.7752,33.96
36,B,RA,0.5934,0.815,37.34
37,B,RM,0.5919,0.7335,23.92
37,B,RA,0.5835,0.8063,38.18
38,B,RM,0.603,0.7292,20.94
38,B,RA,0.5742,0.7757,35.1
39,B,RM,0.5884,0.7394,25.67
39,B,RA,0.5874,0.8198,39.55
40,B,RM,0.5852,0.7187,22.81
40,B,RA,0.573,0.7913,38.1
41,B,RM,0.5806,0.7606,31.01
41,B,RA,0.5949,0.7767,30.56
42,B,RM,0.5857,0.7272,24.17
42,B,RA,0.5905,0.778,31.76
43,B,RM,0.5821,0.7479,28.47
43,B,RA,0.596,0.8234,38.14
44,B,RM,0.5923,0.7736,30.61
44,B,RA,0.5773,0.7592,31.49
45,B,RM,0.5861,0.762,30.02
45,B,RA,0.5757,0.8111,40.88
46,B,RM,0.5838,0.7782,33.3
46,B,RA,0.5878,0.8199,39.48
47,B,RM,0.5846,0.7229,23.67
47,B,RA,0.573,0.7913,38.08
48,B,RM,0.5926,0.7171,21.0
48,B,RA,0.5888,0.8338,41.61
49,B,RM,0.5719,0.7204,25.97
49,B,RA,0.5864,0.8428,43.72
50,B,RM,0.5917,0.713,20.49
50,B,RA,0.5855,0.7743,32.25
51,B,RM,0.5789,0.7263,25.47
51,B,RA,0.593,0.8138,37.22
52,B,RM,0.5881,0.7347,24.93
52,B,RA,0.5757,0.7895,37.14
53,B,RM,0.575,0.7433,29.26
53,B,RA,0.5899,0.7984,35.35
54,B,RM,0.5804,0.7525,29.66
54,B,RA,0.5846,0.7906,35.24
55,B,RM,0.5771,0.7578,31.31
55,B,RA,0.5933,0.7849,32.29
56,B,RM,0.5805,0.7187,23.8
56,B,RA,0.5745,0.8013,39.47
57,B,RM,0.5867,0.7416,26.4
57,B,RA,0.5849,0.8005,36.85
58,B,RM,0.5877,0.7378,25.54
58,B,RA,0.5782,0.7829,35.4
59,B,RM,0.5812,0.7454,28.24
59,B,RA,0.5848,0.8055,37.75
60,B,RM,0.5847,0.7488,28.07
60,B,RA,0.5853,0.7947,35.77
61,B,RM,0.5945,0.7483,25.86
61,B,RA,0.598,0.7864,31.51
62,B,RM,0.5719,0.7566,32.28
62,B,RA,0.5943,0.7744,30.3
63,B,RM,0.594,0.7417,24.88
63,B,RA,0.5783,0.8045,39.12
64,B,RM,0.5857,0.7253,23.84
64,B,RA,0.5746,0.8273,43.99
65,B,RM,0.5877,0.7362,25.26
65,B,RA,0.5996,0.797,32.93
66,B,RM,0.5894,0.7099,20.44
66,B,RA,0.5862,0.8046,37.26
67,B,RM,0.595,0.7488,25.86
67,B,RA,0.5976,0.7659,28.17
68,B,RM,0.583,0.7492,28.51
68,B,RA,0.5792,0.7654,32.15
69,B,RM,0.5851,0.7518,28.49
69,B,RA,0.5801,0.7828,34.96
70,B,RM,0.5962,0.7468,25.26
70,B,RA,0.5786,0.7807,34.93
71,B,RM,0.5867,0.7713,31.47
71,B,RA,0.5882,0.7853,33.5
72,B,RM,0.5843,0.7263,24.3
72,B,RA,0.5851,0.8061,37.77
73,B,RM,0.5773,0.7229,25.21
73,B,RA,0.5842,0.7897,35.18
74,B,RM,0.579,0.7231,24.88
74,B,RA,0.5852,0.7979,36.34
75,B,RM,0.5838,0.7542,29.18
75,B,RA,0.5778,0.7935,37.32
76,B,RM,0.5767,0.7192,24.7
76,B,RA,0.5846,0.7994,36.75
77,B,RM,0.5773,0.7101,23.01
77,B,RA,0.5803,0.7704,32.76
78,B,RM,0.5815,0.7484,28.7
78,B,RA,0.5831,0.815,39.78
79,B,RM,0.5797,0.757,30.59
79,B,RA,0.5841,0.7982,36.64
80,B,RM,0.5967,0.7567,26.82
80,B,RA,0.5854,0.7654,30.75
81,B,RM,0.5961,0.7485,25.57
81,B,RA,0.5862,0.7665,30.77
82,B,RM,0.5924,0.7186,21.31
82,B,RA,0.5763,0.7779,34.98
83,B,RM,0.5838,0.7134,22.2
83,B,RA,0.5858,0.8058,37.55
84,B,RM,0.5875,0.7607,29.48
84,B,RA,0.585,0.8003,36.81
85,B,RM,0.5933,0.7242,22.07
85,B,RA,0.5814,0.7901,35.89
86,B,RM,0.5959,0.7132,19.68
86,B,RA,0.5587,0.8183,46.48
87,B,RM,0.595,0.7245,21.76
87,B,RA,0.5879,0.8121,38.15
88,B,RM,0.587,0.7309,24.51
88,B,RA,0.5967,0.7827,31.17
89,B,RM,0.5853,0.7421,26.8
89,B,RA,0.5786,0.7805,34.9
90,B,RM,0.5929,0.7494,26.4
90,B,RA,0.5902,0.8021,35.91
91,B,RM,0.5765,0.7282,26.32
91,B,RA,0.5676,0.8266,45.62
92,B,RM,0.583,0.7117,22.07
92,B,RA,0.5672,0.8043,41.81
93,B,RM,0.5842,0.7445,27.45
93,B,RA,0.579,0.797,37.65
94,B,RM,0.5769,0.7287,26.32
94,B,RA,0.5791,0.8087,39.65
95,B,RM,0.5747,0.7643,33.0
95,B,RA,0.5774,0.8055,39.52
96,B,RM,0.5737,0.7325,27.67
96,B,RA,0.5851,0.8147,39.24
97,B,RM,0.5857,0.7408,26.49
97,B,RA,0.5809,0.824,41.86
98,B,RM,0.5788,0.7696,32.97
98,B,RA,0.5804,0.7805,34.46
99,B,RM,0.5761,0.7452,29.36
99,B,RA,0.5795,0.8183,41.2
100,B,RM,0.5882,0.7444,26.55
100,B,RA,0.5883,0.7918,34.6
101,B,RM,0.5807,0.7309,25.88
101,B,RA,0.5874,0.7824,33.18
102,B,RM,0.582,0.7198,23.67
102,B,RA,0.5903,0.7693,30.33
103,B,RM,0.5891,0.7694,30.61
103,B,RA,0.5841,0.8182,40.08
104,B,RM,0.5968,0.76,27.35
104,B,RA,0.5803,0.7937,36.76
105,B,RM,0.5952,0.7349,23.47
105,B,RA,0.5774,0.7866,36.22
106,B,RM,0.5984,0.6918,15.6
106,B,RA,0.5944,0.7749,30.37
107,B,RM,0.5782,0.7519,30.05
107,B,RA,0.5954,0.8022,34.73
108,B,RM,0.5831,0.7122,22.13
108,B,RA,0.5703,0.783,37.31
109,B,RM,0.5826,0.7475,28.32
109,B,RA,0.596,0.7892,32.42
110,B,RM,0.5786,0.7325,26.61
110,B,RA,0.5802,0.7942,36.88
111,B,RM,0.5889,0.7499,27.34
111,B,RA,0.6006,0.7981,32.88
112,B,RM,0.5779,0.7398,28.02
112,B,RA,0.5709,0.7908,38.52
113,B,RM,0.5726,0.703,22.77
113,B,RA,0.5921,0.8132,37.35
114,B,RM,0.5663,0.7371,30.15
114,B,RA,0.5896,0.8227,39.54
115,B,RM,0.5667,0.7281,28.47
115,B,RA,0.5905,0.8196,38.79
116,B,RM,0.5824,0.7161,22.97
116,B,RA,0.5877,0.7735,31.62
117,B,RM,0.5859,0.7405,26.38
117,B,RA,0.5938,0.7985,34.46
118,B,RM,0.5879,0.7597,29.21
118,B,RA,0.5904,0.7664,29.82
119,B,RM,0.5687,0.7407,30.24
119,B,RA,0.5794,0.8075,39.37
120,B,RM,0.5774,0.7305,26.53
120,B,RA,0.5857,0.779,32.99
121,B,RM,0.58,0.7578,30.65
121,B,RA,0.5993,0.8245,37.58
122,B,RM,0.587,0.7292,24.23
122,B,RA,0.596,0.8022,34.6
123,B,RM,0.573,0.7326,27.87
123,B,RA,0.5868,0.8011,36.51
124,B,RM,0.5949,0.7535,26.68
124,B,RA,0.5973,0.7804,30.66
125,B,RM,0.5819,0.7574,30.16
125,B,RA,0.5875,0.8036,36.78
126,B,RM,0.5767,0.7343,27.33
126,B,RA,0.5799,0.8045,38.74
127,B,RM,0.5844,0.7314,25.14
127,B,RA,0.5839,0.7809,33.75
128,B,RM,0.5806,0.7208,24.16
128,B,RA,0.5899,0.7831,32.76
129,B,RM,0.5809,0.7423,27.79
129,B,RA,0.5889,0.7924,34.55
130,B,RM,0.5795,0.7319,26.3
130,B,RA,0.5992,0.7942,32.54
131,B,RM,0.5769,0.7661,32.81
131,B,RA,0.5713,0.8366,46.44
132,B,RM,0.588,0.7268,23.61
132,B,RA,0.593,0.7989,34.71
133,B,RM,0.5795,0.7551,30.32
133,B,RA,0.583,0.809,38.76
134,B,RM,0.5874,0.7105,20.96
134,B,RA,0.588,0.7681,30.64
135,B,RM,0.599,0.7334,22.44
135,B,RA,0.5783,0.8014,38.59
136,B,RM,0.5881,0.7413,26.06
136,B,RA,0.5775,0.7779,34.69
137,B,RM,0.5766,0.7406,28.45
137,B,RA,0.5914,0.8086,36.72
138,B,RM,0.5722,0.7076,23.66
138,B,RA,0.5807,0.8151,40.36
139,B,RM,0.5916,0.7141,20.71
139,B,RA,0.5923,0.8038,35.71
140,B,RM,0.5888,0.7657,30.05
140,B,RA,0.5856,0.8103,38.37
141,B,RM,0.5929,0.728,22.77
141,B,RA,0.5886,0.7603,29.17
142,B,RM,0.5917,0.7404,25.13
142,B,RA,0.5704,0.7779,36.37
143,B,RM,0.598,0.7461,24.77
143,B,RA,0.5979,0.7792,30.31
144,B,RM,0.5906,0.739,25.13
144,B,RA,0.594,0.8123,36.75
145,B,RM,0.5944,0.7373,24.05
145,B,RA,0.5701,0.7854,37.77
146,B,RM,0.5937,0.7103,19.64
146,B,RA,0.5768,0.7557,31.02
147,B,RM,0.5833,0.7093,21.6
147,B,RA,0.5902,0.8106,37.33
148,B,RM,0.5881,0.699,18.85
148,B,RA,0.5828,0.7855,34.77
149,B,RM,0.5882,0.7384,25.52
149,B,RA,0.5767,0.7824,35.65
150,B,RM,0.5784,0.7328,26.7
150,B,RA,0.5871,0.8188,39.47
151,B,RM,0.5913,0.7411,25.33
151,B,RA,0.5843,0.7947,36.03
152,B,RM,0.5963,0.7556,26.72
152,B,RA,0.5865,0.7924,35.11
153,B,RM,0.6019,0.7471,24.11
153,B,RA,0.5757,0.791,37.4
154,B,RM,0.5811,0.7222,24.29
154,B,RA,0.5979,0.8444,41.23
155,B,RM,0.5762,0.7493,30.04
155,B,RA,0.5914,0.7726,30.63
156,B,RM,0.5868,0.705,20.14
156,B,RA,0.5856,0.7709,31.65
157,B,RM,0.5947,0.7276,22.34
157,B,RA,0.604,0.8087,33.9
158,B,RM,0.5912,0.7467,26.32
158,B,RA,0.5744,0.7844,36.55
159,B,RM,0.6005,0.7471,24.41
159,B,RA,0.5918,0.7856,32.74
160,B,RM,0.5827,0.7277,24.88
160,B,RA,0.5821,0.7956,36.67
161,B,RM,0.5706,0.7261,27.26
161,B,RA,0.5793,0.8008,38.24
162,B,RM,0.58,0.7655,31.99
162,B,RA,0.5787,0.8303,43.48
163,B,RM,0.5907,0.7429,25.76
163,B,RA,0.5773,0.8234,42.63
164,B,RM,0.5838,0.7546,29.24
164,B,RA,0.5921,0.8205,38.57
165,B,RM,0.5807,0.7013,20.76
165,B,RA,0.5883,0.8017,36.29
166,B,RM,0.5895,0.7548,28.04
166,B,RA,0.5883,0.7876,33.88
167,B,RM,0.5854,0.7403,26.46
167,B,RA,0.591,0.7744,31.02
168,B,RM,0.5959,0.7445,24.93
168,B,RA,0.6016,0.8069,34.11
169,B,RM,0.5842,0.7488,28.17
169,B,RA,0.5762,0.7854,36.32
